orig_name,dest_name,card_fare
Sockburn/Upper Riccarton,Burwood/Dallington/Avondale,2.55
Linwood/Phillipstown,Burwood/Dallington/Avondale,2.55
Riccarton,Burwood/Dallington/Avondale,2.55
Christchurch Central/Hagley,Burwood/Dallington/Avondale,2.55
Horby/Islington/Hei Hei,Burwood/Dallington/Avondale,2.55
Addington,Burwood/Dallington/Avondale,2.55
Woolston/Opawa,Burwood/Dallington/Avondale,2.55
Sydenham/Waltham,Burwood/Dallington/Avondale,2.55
Spreydon/Somerfield,Burwood/Dallington/Avondale,2.55
Hillmorton/Hoon Hay,Burwood/Dallington/Avondale,2.55
St Martins/Beckenham/Huntsbury,Burwood/Dallington/Avondale,2.55
Redcliffs/Sumner,Burwood/Dallington/Avondale,2.55
Halswell/Wigram,Burwood/Dallington/Avondale,2.55
Westmorland/Cashmere/Barrington,Burwood/Dallington/Avondale,2.55
Styx/Parklands,Ilam/Westburn,2.55
Sawyers Arms/Northcote/Belfast,Ilam/Westburn,2.55
Marshland/Redwood,Ilam/Westburn,2.55
Burnside/Harewood,Ilam/Westburn,2.55
Bishopdale/Papanui,Ilam/Westburn,2.55
St Albans North/ Mairehau,Ilam/Westburn,2.55
Richmond/Shirley,Ilam/Westburn,2.55
Burwood/Dallington/Avondale,Ilam/Westburn,2.55
North Beach/New Brighton/Southshore,Ilam/Westburn,2.55
Fendalton/Strowan/Bryndwr,Ilam/Westburn,2.55
St Albans East/Edgeware,Ilam/Westburn,2.55
Merivale/St Albans West,Ilam/Westburn,2.55
Avonhead/Yaldhurst,Ilam/Westburn,2.55
Aranui/Bromley/Bexley,Ilam/Westburn,2.55
Richmond/Avonside,Ilam/Westburn,
Avon Loop/Christchurch East,Ilam/Westburn,2.55
Sockburn/Upper Riccarton,Ilam/Westburn,2.55
Linwood/Phillipstown,Ilam/Westburn,2.55
Riccarton,Ilam/Westburn,2.55
Christchurch Central/Hagley,Ilam/Westburn,2.55
Horby/Islington/Hei Hei,Ilam/Westburn,2.55
Addington,Ilam/Westburn,2.55
Woolston/Opawa,Ilam/Westburn,2.55
Sydenham/Waltham,Ilam/Westburn,2.55
Spreydon/Somerfield,Ilam/Westburn,2.55
Hillmorton/Hoon Hay,Ilam/Westburn,2.55
St Martins/Beckenham/Huntsbury,Ilam/Westburn,2.55
Redcliffs/Sumner,Ilam/Westburn,2.55
Halswell/Wigram,Ilam/Westburn,2.55
Westmorland/Cashmere/Barrington,Ilam/Westburn,2.55
Styx/Parklands,Spreydon/Somerfield,2.55
Sawyers Arms/Northcote/Belfast,Spreydon/Somerfield,2.55
Marshland/Redwood,Spreydon/Somerfield,2.55
Burnside/Harewood,Spreydon/Somerfield,2.55
Bishopdale/Papanui,Spreydon/Somerfield,2.55
St Albans North/ Mairehau,Spreydon/Somerfield,2.55
Richmond/Shirley,Spreydon/Somerfield,2.55
Burwood/Dallington/Avondale,Spreydon/Somerfield,2.55
North Beach/New Brighton/Southshore,Spreydon/Somerfield,2.55
Fendalton/Strowan/Bryndwr,Spreydon/Somerfield,2.55
St Albans East/Edgeware,Spreydon/Somerfield,2.55
Merivale/St Albans West,Spreydon/Somerfield,2.55
Ilam/Westburn,Spreydon/Somerfield,2.55
Avonhead/Yaldhurst,Spreydon/Somerfield,2.55
Aranui/Bromley/Bexley,Spreydon/Somerfield,2.55
Richmond/Avonside,Spreydon/Somerfield,
Avon Loop/Christchurch East,Spreydon/Somerfield,2.55
Sockburn/Upper Riccarton,Spreydon/Somerfield,2.55
Linwood/Phillipstown,Spreydon/Somerfield,2.55
Riccarton,Spreydon/Somerfield,2.55
Christchurch Central/Hagley,Spreydon/Somerfield,2.55
Horby/Islington/Hei Hei,Spreydon/Somerfield,2.55
Addington,Spreydon/Somerfield,2.55
Woolston/Opawa,Spreydon/Somerfield,2.55
Sydenham/Waltham,Spreydon/Somerfield,2.55
Hillmorton/Hoon Hay,Spreydon/Somerfield,2.55
St Martins/Beckenham/Huntsbury,Spreydon/Somerfield,2.55
Redcliffs/Sumner,Spreydon/Somerfield,2.55
Halswell/Wigram,Spreydon/Somerfield,2.55
Westmorland/Cashmere/Barrington,Spreydon/Somerfield,2.55
Styx/Parklands,Riccarton,2.55
Sawyers Arms/Northcote/Belfast,Riccarton,2.55
Marshland/Redwood,Riccarton,2.55
Burnside/Harewood,Riccarton,2.55
Bishopdale/Papanui,Riccarton,2.55
St Albans North/ Mairehau,Riccarton,2.55
Richmond/Shirley,Riccarton,2.55
Burwood/Dallington/Avondale,Riccarton,2.55
North Beach/New Brighton/Southshore,Riccarton,2.55
Fendalton/Strowan/Bryndwr,Riccarton,2.55
St Albans East/Edgeware,Riccarton,2.55
Merivale/St Albans West,Riccarton,2.55
Ilam/Westburn,Riccarton,2.55
Avonhead/Yaldhurst,Riccarton,2.55
Aranui/Bromley/Bexley,Riccarton,2.55
Richmond/Avonside,Riccarton,
Avon Loop/Christchurch East,Riccarton,2.55
Sockburn/Upper Riccarton,Riccarton,2.55
Linwood/Phillipstown,Riccarton,2.55
Christchurch Central/Hagley,Riccarton,2.55
Horby/Islington/Hei Hei,Riccarton,2.55
Addington,Riccarton,2.55
Woolston/Opawa,Riccarton,2.55
Sydenham/Waltham,Riccarton,2.55
Spreydon/Somerfield,Riccarton,2.55
Hillmorton/Hoon Hay,Riccarton,2.55
St Martins/Beckenham/Huntsbury,Riccarton,2.55
Redcliffs/Sumner,Riccarton,2.55
Halswell/Wigram,Riccarton,2.55
Westmorland/Cashmere/Barrington,Riccarton,2.55
Styx/Parklands,Avonhead/Yaldhurst,2.55
Sawyers Arms/Northcote/Belfast,Avonhead/Yaldhurst,2.55
Marshland/Redwood,Avonhead/Yaldhurst,2.55
Burnside/Harewood,Avonhead/Yaldhurst,2.55
Bishopdale/Papanui,Avonhead/Yaldhurst,2.55
St Albans North/ Mairehau,Avonhead/Yaldhurst,2.55
Richmond/Shirley,Avonhead/Yaldhurst,2.55
Burwood/Dallington/Avondale,Avonhead/Yaldhurst,2.55
North Beach/New Brighton/Southshore,Avonhead/Yaldhurst,2.55
Fendalton/Strowan/Bryndwr,Avonhead/Yaldhurst,2.55
St Albans East/Edgeware,Avonhead/Yaldhurst,2.55
Merivale/St Albans West,Avonhead/Yaldhurst,2.55
Ilam/Westburn,Avonhead/Yaldhurst,2.55
Aranui/Bromley/Bexley,Avonhead/Yaldhurst,2.55
Richmond/Avonside,Avonhead/Yaldhurst,
Avon Loop/Christchurch East,Avonhead/Yaldhurst,2.55
Sockburn/Upper Riccarton,Avonhead/Yaldhurst,2.55
Linwood/Phillipstown,Avonhead/Yaldhurst,2.55
Riccarton,Avonhead/Yaldhurst,2.55
Christchurch Central/Hagley,Avonhead/Yaldhurst,2.55
Horby/Islington/Hei Hei,Avonhead/Yaldhurst,2.55
Addington,Avonhead/Yaldhurst,2.55
Woolston/Opawa,Avonhead/Yaldhurst,2.55
Sydenham/Waltham,Avonhead/Yaldhurst,2.55
Spreydon/Somerfield,Avonhead/Yaldhurst,2.55
Hillmorton/Hoon Hay,Avonhead/Yaldhurst,2.55
St Martins/Beckenham/Huntsbury,Avonhead/Yaldhurst,2.55
Redcliffs/Sumner,Avonhead/Yaldhurst,2.55
Halswell/Wigram,Avonhead/Yaldhurst,2.55
Westmorland/Cashmere/Barrington,Avonhead/Yaldhurst,2.55
Styx/Parklands,St Albans North/ Mairehau,2.55
Sawyers Arms/Northcote/Belfast,St Albans North/ Mairehau,2.55
Marshland/Redwood,St Albans North/ Mairehau,2.55
Burnside/Harewood,St Albans North/ Mairehau,2.55
Bishopdale/Papanui,St Albans North/ Mairehau,2.55
Richmond/Shirley,St Albans North/ Mairehau,2.55
Burwood/Dallington/Avondale,St Albans North/ Mairehau,2.55
North Beach/New Brighton/Southshore,St Albans North/ Mairehau,2.55
Fendalton/Strowan/Bryndwr,St Albans North/ Mairehau,2.55
St Albans East/Edgeware,St Albans North/ Mairehau,2.55
Merivale/St Albans West,St Albans North/ Mairehau,2.55
Ilam/Westburn,St Albans North/ Mairehau,2.55
Avonhead/Yaldhurst,St Albans North/ Mairehau,2.55
Aranui/Bromley/Bexley,St Albans North/ Mairehau,2.55
Richmond/Avonside,St Albans North/ Mairehau,2.55
Avon Loop/Christchurch East,St Albans North/ Mairehau,2.55
Sockburn/Upper Riccarton,St Albans North/ Mairehau,2.55
Linwood/Phillipstown,St Albans North/ Mairehau,2.55
Riccarton,St Albans North/ Mairehau,2.55
Christchurch Central/Hagley,St Albans North/ Mairehau,2.55
Horby/Islington/Hei Hei,St Albans North/ Mairehau,2.55
Addington,St Albans North/ Mairehau,2.55
Woolston/Opawa,St Albans North/ Mairehau,2.55
Sydenham/Waltham,St Albans North/ Mairehau,2.55
Spreydon/Somerfield,St Albans North/ Mairehau,2.55
Hillmorton/Hoon Hay,St Albans North/ Mairehau,2.55
St Martins/Beckenham/Huntsbury,St Albans North/ Mairehau,2.55
Redcliffs/Sumner,St Albans North/ Mairehau,2.55
Halswell/Wigram,St Albans North/ Mairehau,2.55
Westmorland/Cashmere/Barrington,St Albans North/ Mairehau,2.55
Styx/Parklands,Hillmorton/Hoon Hay,2.55
Sawyers Arms/Northcote/Belfast,Hillmorton/Hoon Hay,2.55
Marshland/Redwood,Hillmorton/Hoon Hay,2.55
Burnside/Harewood,Hillmorton/Hoon Hay,2.55
Bishopdale/Papanui,Hillmorton/Hoon Hay,2.55
St Albans North/ Mairehau,Hillmorton/Hoon Hay,2.55
Richmond/Shirley,Hillmorton/Hoon Hay,2.55
Burwood/Dallington/Avondale,Hillmorton/Hoon Hay,2.55
North Beach/New Brighton/Southshore,Hillmorton/Hoon Hay,2.55
Fendalton/Strowan/Bryndwr,Hillmorton/Hoon Hay,2.55
St Albans East/Edgeware,Hillmorton/Hoon Hay,2.55
Merivale/St Albans West,Hillmorton/Hoon Hay,2.55
Ilam/Westburn,Hillmorton/Hoon Hay,2.55
Avonhead/Yaldhurst,Hillmorton/Hoon Hay,2.55
Aranui/Bromley/Bexley,Hillmorton/Hoon Hay,2.55
Richmond/Avonside,Hillmorton/Hoon Hay,
Avon Loop/Christchurch East,Hillmorton/Hoon Hay,2.55
Sockburn/Upper Riccarton,Hillmorton/Hoon Hay,2.55
Linwood/Phillipstown,Hillmorton/Hoon Hay,2.55
Riccarton,Hillmorton/Hoon Hay,2.55
Christchurch Central/Hagley,Hillmorton/Hoon Hay,2.55
Horby/Islington/Hei Hei,Hillmorton/Hoon Hay,2.55
Addington,Hillmorton/Hoon Hay,2.55
Woolston/Opawa,Hillmorton/Hoon Hay,2.55
Sydenham/Waltham,Hillmorton/Hoon Hay,2.55
Spreydon/Somerfield,Hillmorton/Hoon Hay,2.55
St Martins/Beckenham/Huntsbury,Hillmorton/Hoon Hay,2.55
Redcliffs/Sumner,Hillmorton/Hoon Hay,2.55
Halswell/Wigram,Hillmorton/Hoon Hay,2.55
Westmorland/Cashmere/Barrington,Hillmorton/Hoon Hay,2.55
Styx/Parklands,Halswell/Wigram,2.55
Sawyers Arms/Northcote/Belfast,Halswell/Wigram,2.55
Marshland/Redwood,Halswell/Wigram,2.55
Burnside/Harewood,Halswell/Wigram,2.55
Bishopdale/Papanui,Halswell/Wigram,2.55
St Albans North/ Mairehau,Halswell/Wigram,2.55
Richmond/Shirley,Halswell/Wigram,2.55
Burwood/Dallington/Avondale,Halswell/Wigram,2.55
North Beach/New Brighton/Southshore,Halswell/Wigram,2.55
Fendalton/Strowan/Bryndwr,Halswell/Wigram,2.55
St Albans East/Edgeware,Halswell/Wigram,2.55
Merivale/St Albans West,Halswell/Wigram,2.55
Ilam/Westburn,Halswell/Wigram,2.55
Avonhead/Yaldhurst,Halswell/Wigram,2.55
Aranui/Bromley/Bexley,Halswell/Wigram,2.55
Richmond/Avonside,Halswell/Wigram,
Avon Loop/Christchurch East,Halswell/Wigram,2.55
Sockburn/Upper Riccarton,Halswell/Wigram,2.55
Linwood/Phillipstown,Halswell/Wigram,2.55
Riccarton,Halswell/Wigram,2.55
Christchurch Central/Hagley,Halswell/Wigram,2.55
Horby/Islington/Hei Hei,Halswell/Wigram,2.55
Addington,Halswell/Wigram,2.55
Woolston/Opawa,Halswell/Wigram,2.55
Sydenham/Waltham,Halswell/Wigram,2.55
Spreydon/Somerfield,Halswell/Wigram,2.55
Hillmorton/Hoon Hay,Halswell/Wigram,2.55
St Martins/Beckenham/Huntsbury,Halswell/Wigram,2.55
Redcliffs/Sumner,Halswell/Wigram,2.55
Westmorland/Cashmere/Barrington,Halswell/Wigram,2.55
Styx/Parklands,Richmond/Shirley,2.55
Sawyers Arms/Northcote/Belfast,Richmond/Shirley,2.55
Marshland/Redwood,Richmond/Shirley,2.55
Burnside/Harewood,Richmond/Shirley,2.55
Bishopdale/Papanui,Richmond/Shirley,2.55
St Albans North/ Mairehau,Richmond/Shirley,2.55
Burwood/Dallington/Avondale,Richmond/Shirley,2.55
North Beach/New Brighton/Southshore,Richmond/Shirley,2.55
Fendalton/Strowan/Bryndwr,Richmond/Shirley,2.55
St Albans East/Edgeware,Richmond/Shirley,2.55
Merivale/St Albans West,Richmond/Shirley,2.55
Ilam/Westburn,Richmond/Shirley,2.55
Avonhead/Yaldhurst,Richmond/Shirley,2.55
Aranui/Bromley/Bexley,Richmond/Shirley,2.55
Richmond/Avonside,Richmond/Shirley,2.55
Avon Loop/Christchurch East,Richmond/Shirley,2.55
Sockburn/Upper Riccarton,Richmond/Shirley,2.55
Linwood/Phillipstown,Richmond/Shirley,2.55
Riccarton,Richmond/Shirley,2.55
Christchurch Central/Hagley,Richmond/Shirley,2.55
Horby/Islington/Hei Hei,Richmond/Shirley,2.55
Addington,Richmond/Shirley,2.55
Woolston/Opawa,Richmond/Shirley,2.55
Sydenham/Waltham,Richmond/Shirley,2.55
Spreydon/Somerfield,Richmond/Shirley,2.55
Hillmorton/Hoon Hay,Richmond/Shirley,2.55
St Martins/Beckenham/Huntsbury,Richmond/Shirley,2.55
Redcliffs/Sumner,Richmond/Shirley,2.55
Halswell/Wigram,Richmond/Shirley,2.55
Westmorland/Cashmere/Barrington,Richmond/Shirley,2.55
Styx/Parklands,Horby/Islington/Hei Hei,2.55
Sawyers Arms/Northcote/Belfast,Horby/Islington/Hei Hei,2.55
Marshland/Redwood,Horby/Islington/Hei Hei,2.55
Burnside/Harewood,Horby/Islington/Hei Hei,2.55
Bishopdale/Papanui,Horby/Islington/Hei Hei,2.55
St Albans North/ Mairehau,Horby/Islington/Hei Hei,2.55
Richmond/Shirley,Horby/Islington/Hei Hei,2.55
Burwood/Dallington/Avondale,Horby/Islington/Hei Hei,2.55
North Beach/New Brighton/Southshore,Horby/Islington/Hei Hei,2.55
Fendalton/Strowan/Bryndwr,Horby/Islington/Hei Hei,2.55
St Albans East/Edgeware,Horby/Islington/Hei Hei,2.55
Merivale/St Albans West,Horby/Islington/Hei Hei,2.55
Ilam/Westburn,Horby/Islington/Hei Hei,2.55
Avonhead/Yaldhurst,Horby/Islington/Hei Hei,2.55
Aranui/Bromley/Bexley,Horby/Islington/Hei Hei,2.55
Richmond/Avonside,Horby/Islington/Hei Hei,
Avon Loop/Christchurch East,Horby/Islington/Hei Hei,2.55
Sockburn/Upper Riccarton,Horby/Islington/Hei Hei,2.55
Linwood/Phillipstown,Horby/Islington/Hei Hei,2.55
Riccarton,Horby/Islington/Hei Hei,2.55
Christchurch Central/Hagley,Horby/Islington/Hei Hei,2.55
Addington,Horby/Islington/Hei Hei,2.55
Woolston/Opawa,Horby/Islington/Hei Hei,2.55
Sydenham/Waltham,Horby/Islington/Hei Hei,2.55
Spreydon/Somerfield,Horby/Islington/Hei Hei,2.55
Hillmorton/Hoon Hay,Horby/Islington/Hei Hei,2.55
St Martins/Beckenham/Huntsbury,Horby/Islington/Hei Hei,2.55
Redcliffs/Sumner,Horby/Islington/Hei Hei,2.55
Halswell/Wigram,Horby/Islington/Hei Hei,2.55
Westmorland/Cashmere/Barrington,Horby/Islington/Hei Hei,2.55
Styx/Parklands,Bishopdale/Papanui,2.55
Sawyers Arms/Northcote/Belfast,Bishopdale/Papanui,2.55
Marshland/Redwood,Bishopdale/Papanui,2.55
Burnside/Harewood,Bishopdale/Papanui,2.55
St Albans North/ Mairehau,Bishopdale/Papanui,2.55
Richmond/Shirley,Bishopdale/Papanui,2.55
Burwood/Dallington/Avondale,Bishopdale/Papanui,2.55
North Beach/New Brighton/Southshore,Bishopdale/Papanui,2.55
Fendalton/Strowan/Bryndwr,Bishopdale/Papanui,2.55
St Albans East/Edgeware,Bishopdale/Papanui,2.55
Merivale/St Albans West,Bishopdale/Papanui,2.55
Ilam/Westburn,Bishopdale/Papanui,2.55
Avonhead/Yaldhurst,Bishopdale/Papanui,2.55
Aranui/Bromley/Bexley,Bishopdale/Papanui,2.55
Richmond/Avonside,Bishopdale/Papanui,
Avon Loop/Christchurch East,Bishopdale/Papanui,2.55
Sockburn/Upper Riccarton,Bishopdale/Papanui,2.55
Linwood/Phillipstown,Bishopdale/Papanui,2.55
Riccarton,Bishopdale/Papanui,2.55
Christchurch Central/Hagley,Bishopdale/Papanui,2.55
Horby/Islington/Hei Hei,Bishopdale/Papanui,2.55
Addington,Bishopdale/Papanui,2.55
Woolston/Opawa,Bishopdale/Papanui,2.55
Sydenham/Waltham,Bishopdale/Papanui,2.55
Spreydon/Somerfield,Bishopdale/Papanui,2.55
Hillmorton/Hoon Hay,Bishopdale/Papanui,2.55
St Martins/Beckenham/Huntsbury,Bishopdale/Papanui,2.55
Redcliffs/Sumner,Bishopdale/Papanui,2.55
Halswell/Wigram,Bishopdale/Papanui,2.55
Westmorland/Cashmere/Barrington,Bishopdale/Papanui,2.55
Styx/Parklands,Linwood/Phillipstown,2.55
Sawyers Arms/Northcote/Belfast,Linwood/Phillipstown,2.55
Marshland/Redwood,Linwood/Phillipstown,2.55
Burnside/Harewood,Linwood/Phillipstown,2.55
Bishopdale/Papanui,Linwood/Phillipstown,2.55
St Albans North/ Mairehau,Linwood/Phillipstown,2.55
Richmond/Shirley,Linwood/Phillipstown,2.55
Burwood/Dallington/Avondale,Linwood/Phillipstown,2.55
North Beach/New Brighton/Southshore,Linwood/Phillipstown,2.55
Fendalton/Strowan/Bryndwr,Linwood/Phillipstown,2.55
St Albans East/Edgeware,Linwood/Phillipstown,2.55
Merivale/St Albans West,Linwood/Phillipstown,2.55
Ilam/Westburn,Linwood/Phillipstown,2.55
Avonhead/Yaldhurst,Linwood/Phillipstown,2.55
Aranui/Bromley/Bexley,Linwood/Phillipstown,2.55
Richmond/Avonside,Linwood/Phillipstown,2.55
Avon Loop/Christchurch East,Linwood/Phillipstown,2.55
Sockburn/Upper Riccarton,Linwood/Phillipstown,2.55
Riccarton,Linwood/Phillipstown,2.55
Christchurch Central/Hagley,Linwood/Phillipstown,2.55
Horby/Islington/Hei Hei,Linwood/Phillipstown,2.55
Addington,Linwood/Phillipstown,2.55
Woolston/Opawa,Linwood/Phillipstown,2.55
Sydenham/Waltham,Linwood/Phillipstown,2.55
Spreydon/Somerfield,Linwood/Phillipstown,2.55
Hillmorton/Hoon Hay,Linwood/Phillipstown,2.55
St Martins/Beckenham/Huntsbury,Linwood/Phillipstown,2.55
Redcliffs/Sumner,Linwood/Phillipstown,2.55
Halswell/Wigram,Linwood/Phillipstown,2.55
Westmorland/Cashmere/Barrington,Linwood/Phillipstown,2.55
Styx/Parklands,St Albans East/Edgeware,2.55
Sawyers Arms/Northcote/Belfast,St Albans East/Edgeware,2.55
Marshland/Redwood,St Albans East/Edgeware,2.55
Burnside/Harewood,St Albans East/Edgeware,2.55
Bishopdale/Papanui,St Albans East/Edgeware,2.55
St Albans North/ Mairehau,St Albans East/Edgeware,2.55
Richmond/Shirley,St Albans East/Edgeware,2.55
Burwood/Dallington/Avondale,St Albans East/Edgeware,2.55
North Beach/New Brighton/Southshore,St Albans East/Edgeware,2.55
Fendalton/Strowan/Bryndwr,St Albans East/Edgeware,2.55
Merivale/St Albans West,St Albans East/Edgeware,2.55
Ilam/Westburn,St Albans East/Edgeware,2.55
Avonhead/Yaldhurst,St Albans East/Edgeware,2.55
Aranui/Bromley/Bexley,St Albans East/Edgeware,2.55
Richmond/Avonside,St Albans East/Edgeware,2.55
Avon Loop/Christchurch East,St Albans East/Edgeware,2.55
Sockburn/Upper Riccarton,St Albans East/Edgeware,2.55
Linwood/Phillipstown,St Albans East/Edgeware,2.55
Riccarton,St Albans East/Edgeware,2.55
Christchurch Central/Hagley,St Albans East/Edgeware,2.55
Horby/Islington/Hei Hei,St Albans East/Edgeware,2.55
Addington,St Albans East/Edgeware,2.55
Woolston/Opawa,St Albans East/Edgeware,2.55
Sydenham/Waltham,St Albans East/Edgeware,2.55
Spreydon/Somerfield,St Albans East/Edgeware,2.55
Hillmorton/Hoon Hay,St Albans East/Edgeware,2.55
St Martins/Beckenham/Huntsbury,St Albans East/Edgeware,2.55
Redcliffs/Sumner,St Albans East/Edgeware,2.55
Halswell/Wigram,St Albans East/Edgeware,2.55
Westmorland/Cashmere/Barrington,St Albans East/Edgeware,2.55
Styx/Parklands,Westmorland/Cashmere/Barrington,2.55
Sawyers Arms/Northcote/Belfast,Westmorland/Cashmere/Barrington,2.55
Marshland/Redwood,Westmorland/Cashmere/Barrington,2.55
Burnside/Harewood,Westmorland/Cashmere/Barrington,2.55
Bishopdale/Papanui,Westmorland/Cashmere/Barrington,2.55
St Albans North/ Mairehau,Westmorland/Cashmere/Barrington,2.55
Richmond/Shirley,Westmorland/Cashmere/Barrington,2.55
Burwood/Dallington/Avondale,Westmorland/Cashmere/Barrington,2.55
North Beach/New Brighton/Southshore,Westmorland/Cashmere/Barrington,2.55
Fendalton/Strowan/Bryndwr,Westmorland/Cashmere/Barrington,2.55
St Albans East/Edgeware,Westmorland/Cashmere/Barrington,2.55
Merivale/St Albans West,Westmorland/Cashmere/Barrington,2.55
Ilam/Westburn,Westmorland/Cashmere/Barrington,2.55
Avonhead/Yaldhurst,Westmorland/Cashmere/Barrington,2.55
Aranui/Bromley/Bexley,Westmorland/Cashmere/Barrington,2.55
Richmond/Avonside,Westmorland/Cashmere/Barrington,
Avon Loop/Christchurch East,Westmorland/Cashmere/Barrington,2.55
Sockburn/Upper Riccarton,Westmorland/Cashmere/Barrington,2.55
Linwood/Phillipstown,Westmorland/Cashmere/Barrington,2.55
Riccarton,Westmorland/Cashmere/Barrington,2.55
Christchurch Central/Hagley,Westmorland/Cashmere/Barrington,2.55
Horby/Islington/Hei Hei,Westmorland/Cashmere/Barrington,2.55
Addington,Westmorland/Cashmere/Barrington,2.55
Woolston/Opawa,Westmorland/Cashmere/Barrington,2.55
Sydenham/Waltham,Westmorland/Cashmere/Barrington,2.55
Spreydon/Somerfield,Westmorland/Cashmere/Barrington,2.55
Hillmorton/Hoon Hay,Westmorland/Cashmere/Barrington,2.55
St Martins/Beckenham/Huntsbury,Westmorland/Cashmere/Barrington,2.55
Redcliffs/Sumner,Westmorland/Cashmere/Barrington,2.55
Halswell/Wigram,Westmorland/Cashmere/Barrington,2.55
Styx/Parklands,Woolston/Opawa,2.55
Sawyers Arms/Northcote/Belfast,Woolston/Opawa,2.55
Marshland/Redwood,Woolston/Opawa,2.55
Burnside/Harewood,Woolston/Opawa,2.55
Bishopdale/Papanui,Woolston/Opawa,2.55
St Albans North/ Mairehau,Woolston/Opawa,2.55
Richmond/Shirley,Woolston/Opawa,2.55
Burwood/Dallington/Avondale,Woolston/Opawa,2.55
North Beach/New Brighton/Southshore,Woolston/Opawa,2.55
Fendalton/Strowan/Bryndwr,Woolston/Opawa,2.55
St Albans East/Edgeware,Woolston/Opawa,2.55
Merivale/St Albans West,Woolston/Opawa,2.55
Ilam/Westburn,Woolston/Opawa,2.55
Avonhead/Yaldhurst,Woolston/Opawa,2.55
Aranui/Bromley/Bexley,Woolston/Opawa,2.55
Richmond/Avonside,Woolston/Opawa,2.55
Avon Loop/Christchurch East,Woolston/Opawa,2.55
Sockburn/Upper Riccarton,Woolston/Opawa,2.55
Linwood/Phillipstown,Woolston/Opawa,2.55
Riccarton,Woolston/Opawa,2.55
Christchurch Central/Hagley,Woolston/Opawa,2.55
Horby/Islington/Hei Hei,Woolston/Opawa,2.55
Addington,Woolston/Opawa,2.55
Sydenham/Waltham,Woolston/Opawa,2.55
Spreydon/Somerfield,Woolston/Opawa,2.55
Hillmorton/Hoon Hay,Woolston/Opawa,2.55
St Martins/Beckenham/Huntsbury,Woolston/Opawa,2.55
Redcliffs/Sumner,Woolston/Opawa,2.55
Halswell/Wigram,Woolston/Opawa,2.55
Westmorland/Cashmere/Barrington,Woolston/Opawa,2.55
Styx/Parklands,Marshland/Redwood,2.55
Sawyers Arms/Northcote/Belfast,Marshland/Redwood,2.55
Burnside/Harewood,Marshland/Redwood,2.55
Bishopdale/Papanui,Marshland/Redwood,2.55
St Albans North/ Mairehau,Marshland/Redwood,2.55
Richmond/Shirley,Marshland/Redwood,2.55
Burwood/Dallington/Avondale,Marshland/Redwood,2.55
North Beach/New Brighton/Southshore,Marshland/Redwood,2.55
Fendalton/Strowan/Bryndwr,Marshland/Redwood,2.55
St Albans East/Edgeware,Marshland/Redwood,2.55
Merivale/St Albans West,Marshland/Redwood,2.55
Ilam/Westburn,Marshland/Redwood,2.55
Avonhead/Yaldhurst,Marshland/Redwood,2.55
Aranui/Bromley/Bexley,Marshland/Redwood,2.55
Richmond/Avonside,Marshland/Redwood,
Avon Loop/Christchurch East,Marshland/Redwood,2.55
Sockburn/Upper Riccarton,Marshland/Redwood,2.55
Linwood/Phillipstown,Marshland/Redwood,2.55
Riccarton,Marshland/Redwood,2.55
Christchurch Central/Hagley,Marshland/Redwood,2.55
Horby/Islington/Hei Hei,Marshland/Redwood,2.55
Addington,Marshland/Redwood,2.55
Woolston/Opawa,Marshland/Redwood,2.55
Sydenham/Waltham,Marshland/Redwood,2.55
Spreydon/Somerfield,Marshland/Redwood,2.55
Hillmorton/Hoon Hay,Marshland/Redwood,2.55
St Martins/Beckenham/Huntsbury,Marshland/Redwood,2.55
Redcliffs/Sumner,Marshland/Redwood,2.55
Halswell/Wigram,Marshland/Redwood,2.55
Westmorland/Cashmere/Barrington,Marshland/Redwood,2.55
Styx/Parklands,Addington,2.55
Sawyers Arms/Northcote/Belfast,Addington,2.55
Marshland/Redwood,Addington,2.55
Burnside/Harewood,Addington,2.55
Bishopdale/Papanui,Addington,2.55
St Albans North/ Mairehau,Addington,2.55
Richmond/Shirley,Addington,2.55
Burwood/Dallington/Avondale,Addington,2.55
North Beach/New Brighton/Southshore,Addington,2.55
Fendalton/Strowan/Bryndwr,Addington,2.55
St Albans East/Edgeware,Addington,2.55
Merivale/St Albans West,Addington,2.55
Ilam/Westburn,Addington,2.55
Avonhead/Yaldhurst,Addington,2.55
Aranui/Bromley/Bexley,Addington,2.55
Richmond/Avonside,Addington,
Avon Loop/Christchurch East,Addington,2.55
Sockburn/Upper Riccarton,Addington,2.55
Linwood/Phillipstown,Addington,2.55
Riccarton,Addington,2.55
Christchurch Central/Hagley,Addington,2.55
Horby/Islington/Hei Hei,Addington,2.55
Woolston/Opawa,Addington,2.55
Sydenham/Waltham,Addington,2.55
Spreydon/Somerfield,Addington,2.55
Hillmorton/Hoon Hay,Addington,2.55
St Martins/Beckenham/Huntsbury,Addington,2.55
Redcliffs/Sumner,Addington,2.55
Halswell/Wigram,Addington,2.55
Westmorland/Cashmere/Barrington,Addington,2.55
Styx/Parklands,Fendalton/Strowan/Bryndwr,2.55
Sawyers Arms/Northcote/Belfast,Fendalton/Strowan/Bryndwr,2.55
Marshland/Redwood,Fendalton/Strowan/Bryndwr,2.55
Burnside/Harewood,Fendalton/Strowan/Bryndwr,2.55
Bishopdale/Papanui,Fendalton/Strowan/Bryndwr,2.55
