au2001,property_type,#bedrooms,quarter,rent_count,rent_mean,rent_geo_mean,au_name,territory,region,rental_area
575902,House,2,2019-03-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,House,3,2019-03-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,House,4,2019-03-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,House,5+,2019-03-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,Flat or Apartment,1,2019-06-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,Flat or Apartment,2,2019-06-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,Flat or Apartment,3,2019-06-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,Flat or Apartment,4,2019-06-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,House,2,2019-06-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,House,3,2019-06-01,7.0,718.0,715.0,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,House,4,2019-06-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
575902,House,5+,2019-06-01,,,,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
576001,Flat or Apartment,1,2019-03-01,8.0,416.0,384.0,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,Flat or Apartment,2,2019-03-01,5.0,538.0,534.0,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,Flat or Apartment,3,2019-03-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,1,2019-03-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,2,2019-03-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,3,2019-03-01,11.0,673.0,667.0,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,4,2019-03-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,5+,2019-03-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,Flat or Apartment,1,2019-06-01,10.0,364.0,363.0,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,Flat or Apartment,2,2019-06-01,5.0,447.0,445.0,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,Flat or Apartment,3,2019-06-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,1,2019-06-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,2,2019-06-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,3,2019-06-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,4,2019-06-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576001,House,5+,2019-06-01,,,,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,1,2019-03-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,2,2019-03-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,3,2019-03-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,4,2019-03-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,5+,2019-03-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,1,2019-03-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,2,2019-03-01,5.0,468.0,435.0,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,3,2019-03-01,8.0,661.0,656.0,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,4,2019-03-01,6.0,1016.0,955.0,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,5+,2019-03-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Room or Boarding House,1,2019-03-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,1,2019-06-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,2,2019-06-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,3,2019-06-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,4,2019-06-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Flat or Apartment,5+,2019-06-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,1,2019-06-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,2,2019-06-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,3,2019-06-01,5.0,642.0,637.0,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,4,2019-06-01,7.0,788.0,781.0,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,House,5+,2019-06-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576002,Room or Boarding House,1,2019-06-01,,,,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576100,Flat or Apartment,1,2019-03-01,5.0,357.0,356.0,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,Flat or Apartment,2,2019-03-01,10.0,506.0,499.0,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,Flat or Apartment,3,2019-03-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,Flat or Apartment,4,2019-03-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,1,2019-03-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,2,2019-03-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,3,2019-03-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,4,2019-03-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,5+,2019-03-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,Room or Boarding House,1,2019-03-01,12.0,161.0,159.0,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,Flat or Apartment,1,2019-06-01,9.0,412.0,396.0,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,Flat or Apartment,2,2019-06-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,Flat or Apartment,3,2019-06-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,Flat or Apartment,4,2019-06-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,1,2019-06-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,2,2019-06-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,3,2019-06-01,8.0,647.0,634.0,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,4,2019-06-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,House,5+,2019-06-01,,,,Melrose,Wellington City,Wellington,Island Bay/Melrose
576100,Room or Boarding House,1,2019-06-01,10.0,159.0,159.0,Melrose,Wellington City,Wellington,Island Bay/Melrose
576200,Flat or Apartment,1,2019-03-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,Flat or Apartment,2,2019-03-01,13.0,445.0,440.0,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,Flat or Apartment,3,2019-03-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,Flat or Apartment,4,2019-03-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,1,2019-03-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,2,2019-03-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,3,2019-03-01,8.0,665.0,663.0,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,4,2019-03-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,5+,2019-03-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,Room or Boarding House,1,2019-03-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,Flat or Apartment,1,2019-06-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,Flat or Apartment,2,2019-06-01,6.0,529.0,529.0,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,Flat or Apartment,3,2019-06-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,Flat or Apartment,4,2019-06-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,1,2019-06-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,2,2019-06-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,3,2019-06-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,4,2019-06-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,House,5+,2019-06-01,,,,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576200,Room or Boarding House,1,2019-06-01,8.0,188.0,181.0,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,1,2019-03-01,20.0,344.0,322.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,2,2019-03-01,20.0,493.0,484.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,3,2019-03-01,15.0,667.0,664.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,4,2019-03-01,,,,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,5+,2019-03-01,,,,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,1,2019-03-01,5.0,330.0,281.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,2,2019-03-01,17.0,594.0,588.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,3,2019-03-01,16.0,638.0,593.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,4,2019-03-01,17.0,802.0,787.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,5+,2019-03-01,13.0,1199.0,1185.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Room or Boarding House,1,2019-03-01,,,,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,1,2019-06-01,16.0,369.0,362.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,2,2019-06-01,10.0,442.0,437.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,3,2019-06-01,9.0,577.0,556.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,4,2019-06-01,,,,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Flat or Apartment,5+,2019-06-01,,,,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,1,2019-06-01,,,,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,2,2019-06-01,5.0,541.0,528.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,3,2019-06-01,13.0,688.0,683.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,4,2019-06-01,12.0,866.0,857.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,House,5+,2019-06-01,9.0,1113.0,1106.0,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Room or Boarding House,1,2019-06-01,,,,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,1,2019-03-01,20.0,366.0,362.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,2,2019-03-01,21.0,469.0,437.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,3,2019-03-01,10.0,643.0,638.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,4,2019-03-01,10.0,751.0,746.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,5+,2019-03-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,1,2019-03-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,2,2019-03-01,7.0,525.0,519.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,3,2019-03-01,18.0,706.0,700.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,4,2019-03-01,19.0,804.0,795.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,5+,2019-03-01,8.0,1014.0,997.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Room or Boarding House,1,2019-03-01,11.0,242.0,237.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,1,2019-06-01,9.0,369.0,364.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,2,2019-06-01,16.0,475.0,469.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,3,2019-06-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,4,2019-06-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Flat or Apartment,5+,2019-06-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,1,2019-06-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,2,2019-06-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,3,2019-06-01,14.0,715.0,712.0,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,4,2019-06-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,House,5+,2019-06-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Room or Boarding House,1,2019-06-01,,,,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576500,Flat or Apartment,1,2019-03-01,10.0,436.0,392.0,Adelaide,Wellington City,Wellington,Mt Cook
576500,Flat or Apartment,2,2019-03-01,6.0,582.0,581.0,Adelaide,Wellington City,Wellington,Mt Cook
576500,Flat or Apartment,3,2019-03-01,6.0,628.0,623.0,Adelaide,Wellington City,Wellington,Mt Cook
576500,Flat or Apartment,4,2019-03-01,8.0,678.0,585.0,Adelaide,Wellington City,Wellington,Mt Cook
576500,Flat or Apartment,5+,2019-03-01,10.0,944.0,943.0,Adelaide,Wellington City,Wellington,Mt Cook
576500,House,2,2019-03-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,House,3,2019-03-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,House,4,2019-03-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,House,5+,2019-03-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,Room or Boarding House,1,2019-03-01,55.0,269.0,243.0,Adelaide,Wellington City,Wellington,Mt Cook
576500,Room or Boarding House,5+,2019-03-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,Flat or Apartment,1,2019-06-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,Flat or Apartment,2,2019-06-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,Flat or Apartment,3,2019-06-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,Flat or Apartment,4,2019-06-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,Flat or Apartment,5+,2019-06-01,6.0,1102.0,1085.0,Adelaide,Wellington City,Wellington,Mt Cook
576500,House,2,2019-06-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,House,3,2019-06-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,House,4,2019-06-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,House,5+,2019-06-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576500,Room or Boarding House,1,2019-06-01,29.0,246.0,244.0,Adelaide,Wellington City,Wellington,Mt Cook
576500,Room or Boarding House,5+,2019-06-01,,,,Adelaide,Wellington City,Wellington,Mt Cook
576600,Flat or Apartment,1,2019-03-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Flat or Apartment,2,2019-03-01,13.0,630.0,616.0,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Flat or Apartment,3,2019-03-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Flat or Apartment,4,2019-03-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Flat or Apartment,5+,2019-03-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,House,2,2019-03-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,House,3,2019-03-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,House,4,2019-03-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,House,5+,2019-03-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Room or Boarding House,1,2019-03-01,6.0,268.0,261.0,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Flat or Apartment,1,2019-06-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Flat or Apartment,2,2019-06-01,5.0,688.0,686.0,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Flat or Apartment,3,2019-06-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Flat or Apartment,4,2019-06-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Flat or Apartment,5+,2019-06-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,House,2,2019-06-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,House,3,2019-06-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,House,4,2019-06-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,House,5+,2019-06-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576600,Room or Boarding House,1,2019-06-01,,,,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576700,Flat or Apartment,1,2019-03-01,6.0,382.0,368.0,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,Flat or Apartment,2,2019-03-01,7.0,507.0,498.0,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,Flat or Apartment,3,2019-03-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,Flat or Apartment,4,2019-03-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,1,2019-03-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,2,2019-03-01,5.0,624.0,611.0,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,3,2019-03-01,5.0,711.0,705.0,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,4,2019-03-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,5+,2019-03-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,Room or Boarding House,1,2019-03-01,6.0,308.0,306.0,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,Flat or Apartment,1,2019-06-01,8.0,476.0,468.0,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,Flat or Apartment,2,2019-06-01,10.0,567.0,558.0,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,Flat or Apartment,3,2019-06-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,Flat or Apartment,4,2019-06-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,1,2019-06-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,2,2019-06-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,3,2019-06-01,5.0,724.0,713.0,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,4,2019-06-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,House,5+,2019-06-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576700,Room or Boarding House,1,2019-06-01,,,,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576800,Flat or Apartment,1,2019-03-01,19.0,369.0,358.0,Hataitai,Wellington City,Wellington,Hataitai
576800,Flat or Apartment,2,2019-03-01,13.0,492.0,488.0,Hataitai,Wellington City,Wellington,Hataitai
576800,Flat or Apartment,3,2019-03-01,5.0,881.0,841.0,Hataitai,Wellington City,Wellington,Hataitai
576800,Flat or Apartment,4,2019-03-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,Flat or Apartment,5+,2019-03-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,House,1,2019-03-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,House,2,2019-03-01,10.0,540.0,534.0,Hataitai,Wellington City,Wellington,Hataitai
576800,House,3,2019-03-01,21.0,740.0,732.0,Hataitai,Wellington City,Wellington,Hataitai
576800,House,4,2019-03-01,19.0,828.0,823.0,Hataitai,Wellington City,Wellington,Hataitai
576800,House,5+,2019-03-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,Room or Boarding House,1,2019-03-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,Flat or Apartment,1,2019-06-01,9.0,381.0,376.0,Hataitai,Wellington City,Wellington,Hataitai
576800,Flat or Apartment,2,2019-06-01,15.0,525.0,509.0,Hataitai,Wellington City,Wellington,Hataitai
576800,Flat or Apartment,3,2019-06-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,Flat or Apartment,4,2019-06-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,Flat or Apartment,5+,2019-06-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,House,1,2019-06-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,House,2,2019-06-01,6.0,542.0,539.0,Hataitai,Wellington City,Wellington,Hataitai
576800,House,3,2019-06-01,10.0,683.0,677.0,Hataitai,Wellington City,Wellington,Hataitai
576800,House,4,2019-06-01,10.0,782.0,771.0,Hataitai,Wellington City,Wellington,Hataitai
576800,House,5+,2019-06-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576800,Room or Boarding House,1,2019-06-01,,,,Hataitai,Wellington City,Wellington,Hataitai
576901,Flat or Apartment,1,2019-03-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,Flat or Apartment,2,2019-03-01,6.0,487.0,483.0,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,Flat or Apartment,3,2019-03-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,Flat or Apartment,4,2019-03-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,House,1,2019-03-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,House,2,2019-03-01,6.0,493.0,486.0,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,House,3,2019-03-01,8.0,679.0,675.0,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,House,4,2019-03-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,Room or Boarding House,1,2019-03-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,Flat or Apartment,1,2019-06-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,Flat or Apartment,2,2019-06-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,Flat or Apartment,3,2019-06-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,Flat or Apartment,4,2019-06-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,House,1,2019-06-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,House,2,2019-06-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,House,3,2019-06-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,House,4,2019-06-01,6.0,715.0,705.0,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576901,Room or Boarding House,1,2019-06-01,,,,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576902,Flat or Apartment,1,2019-03-01,7.0,343.0,338.0,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Flat or Apartment,2,2019-03-01,13.0,484.0,478.0,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Flat or Apartment,3,2019-03-01,6.0,707.0,680.0,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Flat or Apartment,4,2019-03-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Flat or Apartment,5+,2019-03-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,House,1,2019-03-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,House,2,2019-03-01,8.0,568.0,562.0,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,House,3,2019-03-01,7.0,676.0,675.0,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,House,4,2019-03-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,House,5+,2019-03-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Room or Boarding House,1,2019-03-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Flat or Apartment,1,2019-06-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Flat or Apartment,2,2019-06-01,14.0,465.0,456.0,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Flat or Apartment,3,2019-06-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Flat or Apartment,4,2019-06-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,Flat or Apartment,5+,2019-06-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,House,1,2019-06-01,,,,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,House,2,2019-06-01,10.0,541.0,536.0,Kilbirnie West,Wellington City,Wellington,Hataitai
576902,House,3,2019-06-01,7.0,744.0,735.0,Kilbirnie West,Wellington City,Wellington,Hataitai
