au2001,property_type,#bedrooms,quarter,rent_count,rent_mean,rent_geo_mean,au_name,territory,region,rental_area
568101,Flat or Apartment,1,2019-03-01,,,,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,Flat or Apartment,2,2019-03-01,,,,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,Flat or Apartment,3,2019-03-01,,,,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,House,2,2019-03-01,,,,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,House,3,2019-03-01,5.0,441.0,440.0,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,House,4,2019-03-01,,,,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,Flat or Apartment,1,2019-06-01,,,,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,Flat or Apartment,2,2019-06-01,5.0,392.0,391.0,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,Flat or Apartment,3,2019-06-01,,,,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,House,2,2019-06-01,,,,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,House,3,2019-06-01,10.0,463.0,460.0,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568101,House,4,2019-06-01,,,,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568102,Flat or Apartment,1,2019-03-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,Flat or Apartment,2,2019-03-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,House,2,2019-03-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,House,3,2019-03-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,House,4,2019-03-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,Room or Boarding House,1,2019-03-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,Flat or Apartment,1,2019-06-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,Flat or Apartment,2,2019-06-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,House,2,2019-06-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,House,3,2019-06-01,5.0,494.0,494.0,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,House,4,2019-06-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568102,Room or Boarding House,1,2019-06-01,,,,Holborn,Lower Hutt City,Wellington,Stokes Valley
568103,Flat or Apartment,1,2019-03-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,Flat or Apartment,2,2019-03-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,Flat or Apartment,3,2019-03-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,House,2,2019-03-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,House,3,2019-03-01,5.0,490.0,489.0,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,House,4,2019-03-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,Flat or Apartment,1,2019-06-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,Flat or Apartment,2,2019-06-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,Flat or Apartment,3,2019-06-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,House,2,2019-06-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,House,3,2019-06-01,8.0,468.0,466.0,Delaney,Lower Hutt City,Wellington,Stokes Valley
568103,House,4,2019-06-01,,,,Delaney,Lower Hutt City,Wellington,Stokes Valley
568104,Flat or Apartment,2,2019-03-01,,,,Manuka,Lower Hutt City,Wellington,Stokes Valley
568104,House,2,2019-03-01,,,,Manuka,Lower Hutt City,Wellington,Stokes Valley
568104,House,3,2019-03-01,6.0,466.0,466.0,Manuka,Lower Hutt City,Wellington,Stokes Valley
568104,House,4,2019-03-01,,,,Manuka,Lower Hutt City,Wellington,Stokes Valley
568104,Flat or Apartment,2,2019-06-01,,,,Manuka,Lower Hutt City,Wellington,Stokes Valley
568104,House,2,2019-06-01,,,,Manuka,Lower Hutt City,Wellington,Stokes Valley
568104,House,3,2019-06-01,,,,Manuka,Lower Hutt City,Wellington,Stokes Valley
568104,House,4,2019-06-01,,,,Manuka,Lower Hutt City,Wellington,Stokes Valley
568201,Flat or Apartment,1,2019-03-01,5.0,215.0,214.0,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,Flat or Apartment,2,2019-03-01,9.0,358.0,358.0,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,Flat or Apartment,3,2019-03-01,,,,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,House,2,2019-03-01,,,,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,House,3,2019-03-01,5.0,516.0,512.0,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,House,4,2019-03-01,,,,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,Room or Boarding House,1,2019-03-01,,,,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,Flat or Apartment,1,2019-06-01,5.0,218.0,217.0,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,Flat or Apartment,2,2019-06-01,,,,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,Flat or Apartment,3,2019-06-01,,,,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,House,2,2019-06-01,,,,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,House,3,2019-06-01,7.0,472.0,470.0,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,House,4,2019-06-01,,,,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568201,Room or Boarding House,1,2019-06-01,,,,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568202,Flat or Apartment,1,2019-03-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,Flat or Apartment,2,2019-03-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,Flat or Apartment,3,2019-03-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,House,2,2019-03-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,House,3,2019-03-01,8.0,469.0,469.0,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,House,4,2019-03-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,Room or Boarding House,1,2019-03-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,Flat or Apartment,1,2019-06-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,Flat or Apartment,2,2019-06-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,Flat or Apartment,3,2019-06-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,House,2,2019-06-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,House,3,2019-06-01,12.0,447.0,442.0,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,House,4,2019-06-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568202,Room or Boarding House,1,2019-06-01,,,,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568301,Flat or Apartment,1,2019-03-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,Flat or Apartment,2,2019-03-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,Flat or Apartment,3,2019-03-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,House,2,2019-03-01,5.0,429.0,428.0,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,House,3,2019-03-01,10.0,535.0,533.0,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,House,4,2019-03-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,Room or Boarding House,1,2019-03-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,Flat or Apartment,1,2019-06-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,Flat or Apartment,2,2019-06-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,Flat or Apartment,3,2019-06-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,House,2,2019-06-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,House,3,2019-06-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,House,4,2019-06-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568301,Room or Boarding House,1,2019-06-01,,,,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568302,Flat or Apartment,1,2019-03-01,5.0,262.0,261.0,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,Flat or Apartment,2,2019-03-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,Flat or Apartment,3,2019-03-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,House,1,2019-03-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,House,2,2019-03-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,House,3,2019-03-01,6.0,460.0,460.0,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,House,4,2019-03-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,Room or Boarding House,1,2019-03-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,Flat or Apartment,1,2019-06-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,Flat or Apartment,2,2019-06-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,Flat or Apartment,3,2019-06-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,House,1,2019-06-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,House,2,2019-06-01,7.0,425.0,424.0,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,House,3,2019-06-01,7.0,489.0,488.0,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,House,4,2019-06-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568302,Room or Boarding House,1,2019-06-01,,,,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568303,Flat or Apartment,1,2019-03-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,Flat or Apartment,2,2019-03-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,House,1,2019-03-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,House,2,2019-03-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,House,3,2019-03-01,8.0,451.0,450.0,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,House,4,2019-03-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,Flat or Apartment,1,2019-06-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,Flat or Apartment,2,2019-06-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,House,1,2019-06-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,House,2,2019-06-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,House,3,2019-06-01,6.0,456.0,456.0,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568303,House,4,2019-06-01,,,,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568401,Flat or Apartment,2,2019-03-01,5.0,410.0,409.0,Avalon West,Lower Hutt City,Wellington,Epuni/Avalon
568401,House,2,2019-03-01,,,,Avalon West,Lower Hutt City,Wellington,Epuni/Avalon
568401,House,3,2019-03-01,,,,Avalon West,Lower Hutt City,Wellington,Epuni/Avalon
568401,House,4,2019-03-01,,,,Avalon West,Lower Hutt City,Wellington,Epuni/Avalon
568401,Flat or Apartment,2,2019-06-01,,,,Avalon West,Lower Hutt City,Wellington,Epuni/Avalon
568401,House,2,2019-06-01,,,,Avalon West,Lower Hutt City,Wellington,Epuni/Avalon
568401,House,3,2019-06-01,,,,Avalon West,Lower Hutt City,Wellington,Epuni/Avalon
568401,House,4,2019-06-01,,,,Avalon West,Lower Hutt City,Wellington,Epuni/Avalon
568402,Flat or Apartment,1,2019-03-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,Flat or Apartment,2,2019-03-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,Flat or Apartment,3,2019-03-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,House,1,2019-03-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,House,2,2019-03-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,House,3,2019-03-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,House,4,2019-03-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,Flat or Apartment,1,2019-06-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,Flat or Apartment,2,2019-06-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,Flat or Apartment,3,2019-06-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,House,1,2019-06-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,House,2,2019-06-01,6.0,503.0,501.0,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,House,3,2019-06-01,11.0,577.0,566.0,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568402,House,4,2019-06-01,,,,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568501,Flat or Apartment,1,2019-03-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,Flat or Apartment,2,2019-03-01,6.0,446.0,444.0,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,Flat or Apartment,3,2019-03-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,House,1,2019-03-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,House,2,2019-03-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,House,3,2019-03-01,7.0,599.0,594.0,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,House,4,2019-03-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,Room or Boarding House,1,2019-03-01,18.0,192.0,190.0,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,Flat or Apartment,1,2019-06-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,Flat or Apartment,2,2019-06-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,Flat or Apartment,3,2019-06-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,House,1,2019-06-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,House,2,2019-06-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,House,3,2019-06-01,5.0,585.0,573.0,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,House,4,2019-06-01,,,,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568501,Room or Boarding House,1,2019-06-01,31.0,175.0,173.0,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568502,Flat or Apartment,1,2019-03-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,Flat or Apartment,2,2019-03-01,5.0,409.0,409.0,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,Flat or Apartment,3,2019-03-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,House,1,2019-03-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,House,2,2019-03-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,House,3,2019-03-01,7.0,539.0,534.0,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,House,4,2019-03-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,Room or Boarding House,1,2019-03-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,Flat or Apartment,1,2019-06-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,Flat or Apartment,2,2019-06-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,Flat or Apartment,3,2019-06-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,House,1,2019-06-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,House,2,2019-06-01,5.0,461.0,460.0,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,House,3,2019-06-01,6.0,530.0,528.0,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,House,4,2019-06-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568502,Room or Boarding House,1,2019-06-01,,,,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568601,Flat or Apartment,1,2019-03-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568601,Flat or Apartment,2,2019-03-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568601,House,2,2019-03-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568601,House,3,2019-03-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568601,House,4,2019-03-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568601,Flat or Apartment,1,2019-06-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568601,Flat or Apartment,2,2019-06-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568601,House,2,2019-06-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568601,House,3,2019-06-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568601,House,4,2019-06-01,,,,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,Flat or Apartment,1,2019-03-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,Flat or Apartment,2,2019-03-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,Flat or Apartment,3,2019-03-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,1,2019-03-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,2,2019-03-01,8.0,481.0,479.0,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,3,2019-03-01,17.0,588.0,584.0,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,4,2019-03-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,5+,2019-03-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,Flat or Apartment,1,2019-06-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,Flat or Apartment,2,2019-06-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,Flat or Apartment,3,2019-06-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,1,2019-06-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,2,2019-06-01,9.0,453.0,429.0,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,3,2019-06-01,11.0,613.0,609.0,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,4,2019-06-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,House,5+,2019-06-01,,,,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568701,Flat or Apartment,1,2019-03-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,Flat or Apartment,2,2019-03-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,Flat or Apartment,3,2019-03-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,House,2,2019-03-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,House,3,2019-03-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,House,4,2019-03-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,Room or Boarding House,1,2019-03-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,Flat or Apartment,1,2019-06-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,Flat or Apartment,2,2019-06-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,Flat or Apartment,3,2019-06-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,House,2,2019-06-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,House,3,2019-06-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,House,4,2019-06-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568701,Room or Boarding House,1,2019-06-01,,,,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,Flat or Apartment,1,2019-03-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,Flat or Apartment,2,2019-03-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,Flat or Apartment,3,2019-03-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,House,1,2019-03-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,House,2,2019-03-01,6.0,393.0,392.0,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,House,3,2019-03-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,House,4,2019-03-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,Flat or Apartment,1,2019-06-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,Flat or Apartment,2,2019-06-01,5.0,364.0,357.0,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,Flat or Apartment,3,2019-06-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,House,1,2019-06-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,House,2,2019-06-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,House,3,2019-06-01,6.0,832.0,681.0,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,House,4,2019-06-01,,,,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568800,House,2,2019-03-01,,,,Gracefield,Lower Hutt City,Wellington,Eastern Bays
568800,House,3,2019-03-01,,,,Gracefield,Lower Hutt City,Wellington,Eastern Bays
568800,House,2,2019-06-01,,,,Gracefield,Lower Hutt City,Wellington,Eastern Bays
568800,House,3,2019-06-01,,,,Gracefield,Lower Hutt City,Wellington,Eastern Bays
568900,Flat or Apartment,1,2019-03-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,Flat or Apartment,2,2019-03-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,Flat or Apartment,3,2019-03-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,House,2,2019-03-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,House,3,2019-03-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,House,4,2019-03-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,Room or Boarding House,1,2019-03-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,Flat or Apartment,1,2019-06-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,Flat or Apartment,2,2019-06-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,Flat or Apartment,3,2019-06-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,House,2,2019-06-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,House,3,2019-06-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,House,4,2019-06-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
568900,Room or Boarding House,1,2019-06-01,,,,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
569001,Flat or Apartment,1,2019-03-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569001,Flat or Apartment,2,2019-03-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569001,House,2,2019-03-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569001,House,3,2019-03-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569001,House,4,2019-03-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569001,Flat or Apartment,1,2019-06-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569001,Flat or Apartment,2,2019-06-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569001,House,2,2019-06-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569001,House,3,2019-06-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569001,House,4,2019-06-01,,,,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569002,Flat or Apartment,1,2019-03-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569002,Flat or Apartment,2,2019-03-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569002,Flat or Apartment,3,2019-03-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569002,House,2,2019-03-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569002,House,3,2019-03-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569002,Flat or Apartment,1,2019-06-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569002,Flat or Apartment,2,2019-06-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569002,Flat or Apartment,3,2019-06-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569002,House,2,2019-06-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569002,House,3,2019-06-01,,,,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569100,Flat or Apartment,1,2019-03-01,6.0,313.0,309.0,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,Flat or Apartment,2,2019-03-01,7.0,444.0,443.0,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,Flat or Apartment,3,2019-03-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,House,1,2019-03-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,House,2,2019-03-01,8.0,462.0,458.0,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,House,3,2019-03-01,7.0,586.0,582.0,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569100,House,4,2019-03-01,,,,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
