TA,MARKET RENT DESCRIPTION,AU NAME,SAU
Waipa ,Waipa - Rural Waipa,Temple View,527820
Waipa ,Waipa - Rural Waipa,Ngahinapouri,527914
Waipa ,Waipa - Rural Waipa,Lake Cameron,527915
Waipa ,Waipa - Rural Waipa,Te Rore,527921
Waipa ,Waipa - Rural Waipa,Pirongia,527922
Waipa ,Waipa - Rural Waipa,Pokuru,527923
Waipa ,Waipa - Rural Waipa,Lake Ngaroto,527924
Waipa ,Waipa - Rural Waipa,Tokanui,527925
Waipa ,Waipa - Rural Waipa,Pukerimu,527931
Waipa ,Waipa - Rural Waipa,Kaipaki,527932
Waipa ,Waipa - Rural Waipa,Rotoorangi,527934
Waipa ,Waipa - Rural Waipa,Te Rahu,527935
Waipa ,Waipa - Rural Waipa,Kihikihi Flat,527936
Waipa ,Waipa - Rural Waipa,Allen Road,527937
Waipa ,Waipa - Rural Waipa,Rotongata,528000
Waipa ,Waipa - Rural Waipa,Karapiro,535241
Waipa ,Waipa - Te Awamutu,Te Awamutu West,531001
Waipa ,Waipa - Te Awamutu,Te Awamutu Central,531002
Waipa ,Waipa - Te Awamutu,Te Awamutu East,531003
Waipa ,Waipa - Te Awamutu,Te Awamutu South,531004
Wairoa ,Wairoa - Entire District,Tuai,545201
Wairoa ,Wairoa - Entire District,Frasertown,545202
Wairoa ,Wairoa - Entire District,Ruakituri-Morere,545204
Wairoa ,Wairoa - Entire District,Maungataniwha,545205
Wairoa ,Wairoa - Entire District,Raupunga,545301
Wairoa ,Wairoa - Entire District,Whakaki,545302
Wairoa ,Wairoa - Entire District,Nuhaka,545303
Wairoa ,Wairoa - Entire District,Mahia,545304
Wairoa ,Wairoa - Entire District,Wairoa,545500
Waitakere ,Waitakere - Glen Eden,Tangutu,511001
Waitakere ,Waitakere - Glen Eden,Woodglen,511002
Waitakere ,Waitakere - Glen Eden,Parrs Park,512901
Waitakere ,Waitakere - Glendene,Glendene North,511601
Waitakere ,Waitakere - Glendene,Glendene South,511602
Waitakere ,Waitakere - Glendene,Sunnyvale,511800
Waitakere ,Waitakere - Henderson,Henderson North,510700
Waitakere ,Waitakere - Henderson,Henderson South,510800
Waitakere ,Waitakere - Henderson,Mcleod,512500
Waitakere ,Waitakere - Henderson,Sturges South,513010
Waitakere ,Waitakere - Henderson,Sturges North,513220
Waitakere ,Waitakere - Henderson,Kingdale,513301
Waitakere ,Waitakere - Henderson,Fairdene,513302
Waitakere ,Waitakere - Kelston,Glen Eden East,511100
Waitakere ,Waitakere - Kelston,Kelston Central,511700
Waitakere ,Waitakere - Massey/Royal Heights,Westgate,513511
Waitakere ,Waitakere - Massey/Royal Heights,Royal Road West,513512
Waitakere ,Waitakere - Massey/Royal Heights,Royal Heights,513530
Waitakere ,Waitakere - Massey/Royal Heights,Waimumu North,513631
Waitakere ,Waitakere - Massey/Royal Heights,Waimumu South,513632
Waitakere ,Waitakere - New Lynn,New Lynn North,511300
Waitakere ,Waitakere - New Lynn,Fruitvale,511401
Waitakere ,Waitakere - New Lynn,Rewarewa,511402
Waitakere ,Waitakere - Ranui,Ranui North,513210
Waitakere ,Waitakere - Te Atatu,Edmonton,512401
Waitakere ,Waitakere - Te Atatu,Wakeling,512402
Waitakere ,Waitakere - Te Atatu Peninsula,Matipo,512201
Waitakere ,Waitakere - Te Atatu Peninsula,Durham Green,512202
Waitakere ,Waitakere - Te Atatu Peninsula,Te Atatu Central,512300
Waitakere ,Waitakere - Titirangi,Kaurilands,511901
Waitakere ,Waitakere - Titirangi,Crum Park,511902
Waitakere ,Waitakere - Titirangi,Titirangi South,512000
Waitakere ,Waitakere - Titirangi,Green Bay,512100
Waitakere ,Waitakere - Titirangi,Konini,512600
Waitakere ,Waitakere - Titirangi,Waima,512700
Waitakere ,Waitakere - Titirangi,Laingholm,512801
Waitakere ,Waitakere - Titirangi,Armour Bay,512802
Waitakere ,Waitakere - Titirangi,Otimai,512902
Waitakere ,Waitakere - West Harbour,Whenuapai West,513410
Waitakere ,Waitakere - West Harbour,Herald,513420
Waitakere ,Waitakere - West Harbour,Hobsonville,513430
Waitakere ,Waitakere - West Harbour,West Harbour,513521
Waitakere ,Waitakere - West Harbour,Lucken Point,513522
Waitakere ,Waitakere - Western Beaches/Rural,Whangaruru Harbour,501813
Waitakere ,Waitakere - Western Beaches/Rural,Muriwai Beach,506651
Waitakere ,Waitakere - Western Beaches/Rural,Opanuku,513020
Waitakere ,Waitakere - Western Beaches/Rural,Swanson,513100
Waitakere ,Waitakere - Western Beaches/Rural,West Massey,513610
Waitakere ,Waitakere - Western Beaches/Rural,Birdwood,513620
Waitakere ,Waitakere - Western Beaches/Rural,Taupaki,513701
Waitakere ,Waitakere - Western Beaches/Rural,Waitakere,513702
Waitakere ,Waitakere - Western Beaches/Rural,Karekare,513800
Waitaki ,Waitaki - Entire District,Weston,600600
Waitaki ,Waitaki - Entire District,Pukeuri,600811
Waitaki ,Waitaki - Entire District,Ardgowan,600812
Waitaki ,Waitaki - Entire District,Cape Wanbrow,600813
Waitaki ,Waitaki - Entire District,Duntroon,600822
Waitaki ,Waitaki - Entire District,Kurow,600824
Waitaki ,Waitaki - Entire District,Maheno,600826
Waitaki ,Waitaki - Entire District,Omarama,600827
Waitaki ,Waitaki - Entire District,Kakanui,600828
Waitaki ,Waitaki - Entire District,Otematata,600830
Waitaki ,Waitaki - Entire District,Aviemore,600831
Waitaki ,Waitaki - Entire District,Hampden,600840
Waitaki ,Waitaki - Entire District,Oamaru North,601010
Waitaki ,Waitaki - Entire District,Orana Park,601020
Waitaki ,Waitaki - Entire District,Oamaru Central,601030
Waitaki ,Waitaki - Entire District,Oamaru South,601040
Waitaki ,Waitaki - Entire District,Palmerston,601200
Waitaki ,Waitaki - Entire District,Waihemo,601301
Waitaki ,Waitaki - Entire District,Nenthorn,601700
Wanganui ,Wanganui - Entire District,Otamatea,555200
Wanganui ,Wanganui - Entire District,Blueskin,555300
Wanganui ,Wanganui - Entire District,Maxwell,555400
Wanganui ,Wanganui - Entire District,Castlecliff North,555700
Wanganui ,Wanganui - Entire District,Castlecliff South,555800
Wanganui ,Wanganui - Entire District,Mosston,555900
Wanganui ,Wanganui - Entire District,Balgownie,556000
Wanganui ,Wanganui - Entire District,Tawhero,556100
Wanganui ,Wanganui - Entire District,Gonville South,556200
Wanganui ,Wanganui - Entire District,Gonville East,556300
Wanganui ,Wanganui - Entire District,Gonville West,556400
Wanganui ,Wanganui - Entire District,Springvale West,556500
Wanganui ,Wanganui - Entire District,Springvale East,556600
Wanganui ,Wanganui - Entire District,Wanganui Collegiate,556700
Wanganui ,Wanganui - Entire District,Laird Park,556800
Wanganui ,Wanganui - Entire District,Wanganui Central,556900
Wanganui ,Wanganui - Entire District,Spriggens Park,557000
Wanganui ,Wanganui - Entire District,Cooks Gardens,557100
Wanganui ,Wanganui - Entire District,St Johns Hill,557200
Wanganui ,Wanganui - Entire District,Lower Aramoho,557300
Wanganui ,Wanganui - Entire District,Upper Aramoho,557400
Wanganui ,Wanganui - Entire District,Williams Domain,557500
Wanganui ,Wanganui - Entire District,Wembley Park,557600
Wanganui ,Wanganui - Entire District,Kowhai Park,557700
Wanganui ,Wanganui - Entire District,Bastia Hill,557800
Wanganui ,Wanganui - Entire District,Durie Hill,557900
Wanganui ,Wanganui - Entire District,Putiki,558100
Wanganui ,Wanganui - Entire District,Marybank-Gordon Park,558200
Wanganui ,Wanganui - Entire District,Fordell-Kakatahi,558300
Wellington ,Wellington - Brooklyn,Mitchelltown,575500
Wellington ,Wellington - Brooklyn,Brooklyn,575600
Wellington ,Wellington - Hataitai,Hataitai,576800
Wellington ,Wellington - Hataitai,Kilbirnie West,576902
Wellington ,Wellington - Island Bay/Melrose,Island Bay West,576001
Wellington ,Wellington - Island Bay/Melrose,Island Bay East,576002
Wellington ,Wellington - Island Bay/Melrose,Melrose,576100
Wellington ,Wellington - Johnsonville/Newlands,Churton Park,573511
Wellington ,Wellington - Johnsonville/Newlands,Churton,573512
Wellington ,Wellington - Johnsonville/Newlands,Paparangi,573523
Wellington ,Wellington - Johnsonville/Newlands,Newlands East,573524
Wellington ,Wellington - Johnsonville/Newlands,Johnsonville North,573600
Wellington ,Wellington - Johnsonville/Newlands,Johnsonville South,573700
Wellington ,Wellington - Johnsonville/Newlands,Johnsonville East,573800
Wellington ,Wellington - Johnsonville/Newlands,Newlands North,573900
Wellington ,Wellington - Johnsonville/Newlands,Newlands South,574001
Wellington ,Wellington - Johnsonville/Newlands,Ngauranga East,574002
Wellington ,Wellington - Johnsonville/Newlands,Raroa,574100
Wellington ,Wellington - Johnsonville/Newlands,Ngauranga West,574303
Wellington ,Wellington - Karori,Johnston Hill,574800
Wellington ,Wellington - Karori,Karori East,575000
Wellington ,Wellington - Karori,Wright Hill,575100
Wellington ,Wellington - Karori South/Makara,Karori Park,574900
Wellington ,Wellington - Karori South/Makara,Makara-Ohariu,577700
Wellington ,Wellington - Kelburn/Aro Valley,Aro Street-Nairn Street,573200
Wellington ,Wellington - Kelburn/Aro Valley,Kelburn,575300
Wellington ,Wellington - Kelburn/Aro Valley,Taitville,575400
Wellington ,Wellington - Khandallah,Khandallah Park,574200
Wellington ,Wellington - Khandallah,Te Kainga,574302
Wellington ,Wellington - Khandallah,Rangoon Heights,574304
Wellington ,Wellington - Kilbirnie/Lyall Bay,Kilbirnie East,576901
Wellington ,Wellington - Kilbirnie/Lyall Bay,Lyall Bay,577000
Wellington ,Wellington - Kingston/Happy Valley,Kingston,575800
Wellington ,Wellington - Kingston/Happy Valley,Brooklyn South,575901
Wellington ,Wellington - Kingston/Happy Valley,Happy Valley-Owhiro Bay,575902
Wellington ,Wellington - Lambton,Lambton,573000
Wellington ,Wellington - Miramar/Strathmore,Strathmore Park,577100
Wellington ,Wellington - Miramar/Strathmore,Miramar South,577200
Wellington ,Wellington - Miramar/Strathmore,Miramar North,577300
Wellington ,Wellington - Miramar/Strathmore,Maupuia,577600
Wellington ,Wellington - Mt Cook,Mt Cook-Wallace Street,573300
Wellington ,Wellington - Mt Cook,Adelaide,576500
Wellington ,Wellington - Mt Victoria/Roseneath,Mt Victoria West,573400
Wellington ,Wellington - Mt Victoria/Roseneath,Roseneath,576700
Wellington ,Wellington - Ngaio/Kaiwharawhara/Wilton,Awarua,574401
Wellington ,Wellington - Ngaio/Kaiwharawhara/Wilton,Ngaio,574402
Wellington ,Wellington - Ngaio/Kaiwharawhara/Wilton,Kaiwharawhara,574500
Wellington ,Wellington - Ngaio/Kaiwharawhara/Wilton,Wilton-Otari,574700
Wellington ,Wellington - Northland,Northland,575200
Wellington ,Wellington - Oriental Bay/Seatoun,Oriental Bay,576600
Wellington ,Wellington - Oriental Bay/Seatoun,Karaka Bay-Worser Bay,577400
Wellington ,Wellington - Oriental Bay/Seatoun,Seatoun,577500
Wellington ,Wellington - Tawa/Grenada North,Tawa South,572500
Wellington ,Wellington - Tawa/Grenada North,Central Tawa,572600
Wellington ,Wellington - Tawa/Grenada North,Linden,572701
Wellington ,Wellington - Tawa/Grenada North,Greenacres,572702
Wellington ,Wellington - Tawa/Grenada North,Grenada,573521
Wellington ,Wellington - Tawa/Grenada North,Grenada North,573522
Wellington ,Wellington - Te Aro,Willis Street-Cambridge Terrace,573100
Wellington ,Wellington - Vogeltown/Berhampore/Newtown,Vogeltown,575700
Wellington ,Wellington - Vogeltown/Berhampore/Newtown,Berhampore,576200
Wellington ,Wellington - Vogeltown/Berhampore/Newtown,Newtown West,576300
Wellington ,Wellington - Vogeltown/Berhampore/Newtown,Newtown East,576400
Wellington ,Wellington - Wadestown/Thordon,Thorndon-Tinakori Road,572900
Wellington ,Wellington - Wadestown/Thordon,Wadestown,574600
Western Bay of Plenty ,Western Bay of Plenty - Kaimai/Te Puke,Maketu Community,535900
Western Bay of Plenty ,Western Bay of Plenty - Kaimai/Te Puke,Kaimai,536630
Western Bay of Plenty ,Western Bay of Plenty - Kaimai/Te Puke,Ohauiti-Ngapeke,536641
Western Bay of Plenty ,Western Bay of Plenty - Kaimai/Te Puke,Upper Papamoa,536642
Western Bay of Plenty ,Western Bay of Plenty - Kaimai/Te Puke,Paengaroa,536651
Western Bay of Plenty ,Western Bay of Plenty - Kaimai/Te Puke,Rangiuru,536653
Western Bay of Plenty ,Western Bay of Plenty - Kaimai/Te Puke,Pongakawa,536654
Western Bay of Plenty ,Western Bay of Plenty - Kaimai/Te Puke,Te Puke West,538501
Western Bay of Plenty ,Western Bay of Plenty - Kaimai/Te Puke,Te Puke East,538502
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Waihi Beach,534100
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Athenree,535700
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Katikati Community,535800
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Omokoroa Community,536000
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Island View-Pios Beach,536400
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Te Puna,536503
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Matakana Island,536611
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Tahawai,536614
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Aongatete,536615
Western Bay of Plenty ,Western Bay of Plenty - Waihi Beach/Omokoroa,Minden,536620
Westland ,Westland - Entire District,Kumara,585306
Westland ,Westland - Entire District,Kaniere,585307
Westland ,Westland - Entire District,Ross,585309
Westland ,Westland - Entire District,Harihari,585311
Westland ,Westland - Entire District,Franz Josef,585312
Westland ,Westland - Entire District,Fox Glacier,585313
Westland ,Westland - Entire District,Taramakau,585314
Westland ,Westland - Entire District,Otira,585315
Westland ,Westland - Entire District,Waimea-Arahura,585316
Westland ,Westland - Entire District,Hokitika Rural,585317
Westland ,Westland - Entire District,Hokitika Valley,585318
Westland ,Westland - Entire District,Totara River,585319
Westland ,Westland - Entire District,Waitaha,585320
Westland ,Westland - Entire District,Whataroa,585321
Westland ,Westland - Entire District,Waiho,585322
Westland ,Westland - Entire District,Karangarua,585323
Westland ,Westland - Entire District,Bruce Bay-Paringa,585324
Westland ,Westland - Entire District,Haast,585325
Westland ,Westland - Entire District,Hokitika Urban,585400
Whakatane ,Whakatane - Whakatane,Ohope,541900
Whakatane ,Whakatane - Whakatane,Whakatane North,542410
Whakatane ,Whakatane - Whakatane,Coastlands,542421
Whakatane ,Whakatane - Whakatane,Whakatane West,542422
Whakatane ,Whakatane - Whakatane,Trident,542430
Whakatane ,Whakatane - Whakatane,Allandale-Mokorua,542440
Whakatane ,Whakatane - Whakatane,Orini,542511
Whakatane ,Whakatane - Whakatane,Port Ohope,542513
Whakatane ,Whakatane - Whakatane,Maraetotara,542514
Whakatane ,Whakatane - Whakatane,Poroporo,542520
Whakatane ,Whakatane - Whakatane Rural,Matata,542000
Whakatane ,Whakatane - Whakatane Rural,Taneatua Community,542100
Whakatane ,Whakatane - Whakatane Rural,Edgecumbe Community,542200
Whakatane ,Whakatane - Whakatane Rural,Te Teko,542300
Whakatane ,Whakatane - Whakatane Rural,Otakiri,542530
Whakatane ,Whakatane - Whakatane Rural,Rotoma,542540
Whakatane ,Whakatane - Whakatane Rural,Matahina-Minginui,542550
Whakatane ,Whakatane - Whakatane Rural,Waimana,542561
Whakatane ,Whakatane - Whakatane Rural,Urewera,542562
Whakatane ,Whakatane - Whakatane Rural,Murupara,542700
Whangarei ,Whangarei - Kamo/Tikipunga/Kensington,Three Mile Bush,502002
Whangarei ,Whangarei - Kamo/Tikipunga/Kensington,Kamo West,502101
Whangarei ,Whangarei - Kamo/Tikipunga/Kensington,Kamo East,502102
Whangarei ,Whangarei - Kamo/Tikipunga/Kensington,Tikipunga West,502201
Whangarei ,Whangarei - Kamo/Tikipunga/Kensington,Tikipunga East,502202
Whangarei ,Whangarei - Kamo/Tikipunga/Kensington,Whau Valley,502300
Whangarei ,Whangarei - Kamo/Tikipunga/Kensington,Western Hills,502500
Whangarei ,Whangarei - Kamo/Tikipunga/Kensington,Kensington,502600
Whangarei ,Whangarei - Morningside/Raumanga/Maunu,Otaika-Portland,502005
Whangarei ,Whangarei - Morningside/Raumanga/Maunu,Horahora,503300
Whangarei ,Whangarei - Morningside/Raumanga/Maunu,Maunu,503400
Whangarei ,Whangarei - Morningside/Raumanga/Maunu,Raumanga East,503500
Whangarei ,Whangarei - Morningside/Raumanga/Maunu,Morningside,503600
Whangarei ,Whangarei - Morningside/Raumanga/Maunu,Raumanga West,503800
Whangarei ,Whangarei - Morningside/Raumanga/Maunu,Port-Limeburners,503900
Whangarei ,Whangarei - Ngunguru/Onerahi/Whangarei Heads/Waipu,Bream Head,501805
Whangarei ,Whangarei - Ngunguru/Onerahi/Whangarei Heads/Waipu,Marsden Point-Ruakaka,501806
Whangarei ,Whangarei - Ngunguru/Onerahi/Whangarei Heads/Waipu,Ngunguru,501807
Whangarei ,Whangarei - Ngunguru/Onerahi/Whangarei Heads/Waipu,Waipu,501812
Whangarei ,Whangarei - Ngunguru/Onerahi/Whangarei Heads/Waipu,Abbey Caves,502004
Whangarei ,Whangarei - Ngunguru/Onerahi/Whangarei Heads/Waipu,Parahaki,503700
Whangarei ,Whangarei - Ngunguru/Onerahi/Whangarei Heads/Waipu,Sherwood Rise,504000
Whangarei ,Whangarei - Ngunguru/Onerahi/Whangarei Heads/Waipu,Onerahi,504100
Whangarei ,Whangarei - North West Rural,Opouteke-Tanekaha,501802
Whangarei ,Whangarei - North West Rural,Wharekohe-Oakleigh,501809
Whangarei ,Whangarei - North West Rural,Maungatapere,501810
Whangarei ,Whangarei - North West Rural,Waiotira-Springfield,501811
Whangarei ,Whangarei - North West Rural,Punaruku-Kiripaka,501814
Whangarei ,Whangarei - North West Rural,Springs Flat,502001
Whangarei ,Whangarei - North West Rural,Te Hihi,502003
Whangarei ,Whangarei - North West Rural,Hikurangi,504300
Whangarei ,Whangarei - Whangarei Central/Otangarei,Otangarei,502400
Whangarei ,Whangarei - Whangarei Central/Otangarei,Mairtown,502700
Whangarei ,Whangarei - Whangarei Central/Otangarei,Regent,502800
Whangarei ,Whangarei - Whangarei Central/Otangarei,Woodhill,502900
Whangarei ,Whangarei - Whangarei Central/Otangarei,Vinetown,503000
Whangarei ,Whangarei - Whangarei Central/Otangarei,Whangarei Central,503100
Whangarei ,Whangarei - Whangarei Central/Otangarei,Riverside,503200
