TA,MARKET RENT DESCRIPTION,AU NAME,SAU
Far North ,Far North - Kaikohe,Kaikohe,501700
Far North ,Far North - Mangonui/Kaeo,Mangonui East,500202
Far North ,Far North - Mangonui/Kaeo,Taipa Bay-Mangonui,500203
Far North ,Far North - Mangonui/Kaeo,Kaeo,500401
Far North ,Far North - Mangonui/Kaeo,Mangapa-Matauri Bay,500402
Far North ,Far North - Rural Far North,Awanui,500100
Far North ,Far North - Rural Far North,Mangonui West,500204
Far North ,Far North - Rural Far North,North Cape,500206
Far North ,Far North - Rural Far North,Houhora,500207
Far North ,Far North - Rural Far North,Motutangi-Kareponia,500208
Far North ,Far North - Rural Far North,Kohukohu,500500
Far North ,Far North - Rural Far North,Rawene,500600
Far North ,Far North - Rural Far North,Omapere and Opononi,500700
Far North ,Far North - Rural Far North,Hokianga North,500801
Far North ,Far North - Rural Far North,Hokianga South,500802
Far North ,Far North - Rural Far North,Kawakawa,501400
Far North ,Far North - Rural Far North,Moerewa,501500
Far North ,Far North - Rural Far North,Pokere-Waihaha,501620
Far North ,Far North - Rural Far North,Okaihau,501631
Far North ,Far North - Rural Far North,Ohaeawai,501632
Far North ,Far North - Rural Far North,Waihou Valley-Hupara,501633
Far North ,Far North - Rural Far North,Ngapuhi-Kaikou,501634
Franklin ,Franklin - Pukekohe/Tuakau,Paerata-Cape Hill,521111
Franklin ,Franklin - Pukekohe/Tuakau,Eden Road-Hill Top,521112
Franklin ,Franklin - Pukekohe/Tuakau,Buckland,521113
Franklin ,Franklin - Pukekohe/Tuakau,Pukekohe North,525910
Franklin ,Franklin - Pukekohe/Tuakau,Pukekohe West,525921
Franklin ,Franklin - Pukekohe/Tuakau,Bledisloe Park,525922
Franklin ,Franklin - Pukekohe/Tuakau,Tuakau,526200
Franklin ,Franklin - Rural Franklin,Redoubt,521114
Franklin ,Franklin - Rural Franklin,Opuawhanga,521115
Franklin ,Franklin - Rural Franklin,Patumahoe,521121
Franklin ,Franklin - Rural Franklin,Kingseat,521122
Franklin ,Franklin - Rural Franklin,Pokeno,521131
Franklin ,Franklin - Rural Franklin,Hunua,521132
Franklin ,Franklin - Rural Franklin,Mangatawhiri,521133
Franklin ,Franklin - Rural Franklin,Awhitu,521151
Franklin ,Franklin - Rural Franklin,Glenbrook,521152
Franklin ,Franklin - Rural Franklin,Otaua,521153
Franklin ,Franklin - Rural Franklin,Bombay,521160
Franklin ,Franklin - Rural Franklin,Runciman,521302
Franklin ,Franklin - Rural Franklin,Onewhero,526701
Franklin ,Franklin - Waiuku,Waiuku,526101
Franklin ,Franklin - Waiuku,South Waiuku,526102
Gisborne ,Gisborne - Gisborne,Mangapapa,544200
Gisborne ,Gisborne - Gisborne,Te Hapara,544300
Gisborne ,Gisborne - Gisborne,Gisborne Airport,544400
Gisborne ,Gisborne - Gisborne,Whataupoko,544500
Gisborne ,Gisborne - Gisborne,Gisborne Central,544600
Gisborne ,Gisborne - Gisborne,Kaiti North,544701
Gisborne ,Gisborne - Gisborne,Outer Kaiti,544702
Gisborne ,Gisborne - Gisborne,Kaiti South,544801
Gisborne ,Gisborne - Gisborne,Tamarau,544802
Gisborne ,Gisborne - Gisborne,Riverdale,544900
Gisborne ,Gisborne - Rural Gisborne,East Cape,543301
Gisborne ,Gisborne - Rural Gisborne,Ruatoria,543302
Gisborne ,Gisborne - Rural Gisborne,Tokomaru Bay,543303
Gisborne ,Gisborne - Rural Gisborne,Tarndale-Rakauroa,543601
Gisborne ,Gisborne - Rural Gisborne,Te Karaka,543602
Gisborne ,Gisborne - Rural Gisborne,Patutahi,543800
Gisborne ,Gisborne - Rural Gisborne,Makaraka,543901
Gisborne ,Gisborne - Rural Gisborne,Matokitoki,543902
Gisborne ,Gisborne - Rural Gisborne,Wainui,543903
Gisborne ,Gisborne - Rural Gisborne,Wharekaka,544001
Gisborne ,Gisborne - Rural Gisborne,Tiniroto,544002
Gisborne ,Gisborne - Rural Gisborne,Manutuke,544003
Gisborne ,Gisborne - Rural Gisborne,Tolaga Bay,544004
Gore ,Gore - Entire District,Charlton,610010
Gore ,Gore - Entire District,Chatton,610032
Gore ,Gore - Entire District,Kaiwera,610033
Gore ,Gore - Entire District,North Gore,610210
Gore ,Gore - Entire District,East Gore,610220
Gore ,Gore - Entire District,Central Gore,610230
Gore ,Gore - Entire District,West Gore,610240
Gore ,Gore - Entire District,South Gore,610250
Gore ,Gore - Entire District,Mataura,610400
Grey ,Grey - Entire District,Karoro,584800
Grey ,Grey - Entire District,Kaiata,584911
Grey ,Grey - Entire District,South Beach-Camerons,584912
Grey ,Grey - Entire District,Blackball,584922
Grey ,Grey - Entire District,Point Elizabeth,584923
Grey ,Grey - Entire District,Dobson,584930
Grey ,Grey - Entire District,Barrytown,584931
Grey ,Grey - Entire District,Coal Creek,584932
Grey ,Grey - Entire District,Atarau,584933
Grey ,Grey - Entire District,Greymouth Rural,584934
Grey ,Grey - Entire District,Marsden-Hohonu,584935
Grey ,Grey - Entire District,Arnold Valley,584936
Grey ,Grey - Entire District,Nelson Creek-Ngahere,584937
Grey ,Grey - Entire District,Ahaura,584938
Grey ,Grey - Entire District,Lake Brunner,584939
Grey ,Grey - Entire District,Haupiri,584940
Grey ,Grey - Entire District,Runanga-Rapahoe,585000
Grey ,Grey - Entire District,Cobden,585110
Grey ,Grey - Entire District,Blaketown,585120
Grey ,Grey - Entire District,Greymouth Central,585130
Grey ,Grey - Entire District,Greymouth South,585140
Hamilton ,Hamilton - Claudelands,Claudelands,529900
Hamilton ,Hamilton - Deanwell/Melville/Fitzroy,Hamilton Lake,529100
Hamilton ,Hamilton - Deanwell/Melville/Fitzroy,Melville,529200
Hamilton ,Hamilton - Deanwell/Melville/Fitzroy,Glenview,529300
Hamilton ,Hamilton - Deanwell/Melville/Fitzroy,Bader,530400
Hamilton ,Hamilton - Dinsdale North/Nawton,Nawton,528501
Hamilton ,Hamilton - Dinsdale North/Nawton,Brymer,528502
Hamilton ,Hamilton - Dinsdale North/Nawton,Dinsdale North,528601
Hamilton ,Hamilton - Dinsdale South/Frankton,Dinsdale South,528602
Hamilton ,Hamilton - Dinsdale South/Frankton,Swarbrick,529000
Hamilton ,Hamilton - Fairfield/Fairview Downs,Porritt,529501
Hamilton ,Hamilton - Fairfield/Fairview Downs,Insoll,529502
Hamilton ,Hamilton - Fairfield/Fairview Downs,Fairview Downs,529503
Hamilton ,Hamilton - Fairfield/Fairview Downs,Clarkin,529800
Hamilton ,Hamilton - Fairfield/Fairview Downs,Enderley,530000
Hamilton ,Hamilton - Flagstaff/Rototuna,Flagstaff,527006
Hamilton ,Hamilton - Flagstaff/Rototuna,Horsham Downs,527007
Hamilton ,Hamilton - Flagstaff/Rototuna,Rototuna,527008
Hamilton ,Hamilton - Flagstaff/Rototuna,Huntington,527009
Hamilton ,Hamilton - Flagstaff/Rototuna,Gordonton,527122
Hamilton ,Hamilton - Hamilton Central/Maeroa/Frankton Junction,Maeroa,528800
Hamilton ,Hamilton - Hamilton Central/Maeroa/Frankton Junction,Frankton Junction,528900
Hamilton ,Hamilton - Hamilton Central/Maeroa/Frankton Junction,Hamilton Central,529700
Hamilton ,Hamilton - Hamilton East/University,Eureka,527121
Hamilton ,Hamilton - Hamilton East/University,Peachgrove,530100
Hamilton ,Hamilton - Hamilton East/University,Hamilton East,530200
Hamilton ,Hamilton - Hamilton East/University,Naylor,530300
Hamilton ,Hamilton - Hamilton East/University,University,530500
Hamilton ,Hamilton - Hillcrest/Silverdale/Tamahere,Tamahere-Tauwhare,527131
Hamilton ,Hamilton - Hillcrest/Silverdale/Tamahere,Peacocke,527810
Hamilton ,Hamilton - Hillcrest/Silverdale/Tamahere,Silverdale,530600
Hamilton ,Hamilton - Hillcrest/Silverdale/Tamahere,Hillcrest West,530700
Hamilton ,Hamilton - Hillcrest/Silverdale/Tamahere,Riverlea,530800
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Sylvester,527005
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Te Kowhai,527912
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Bryant,528310
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Pukete,528320
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Pukete West,528402
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Te Rapa,528403
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Burbush,528405
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Rotokauri,528406
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Beerescourt,528700
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Queenwood,529401
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Chedworth,529402
Hamilton ,Hamilton - Te Kowhai/St Andrews/Queenwood,Chartwell,529600
Hasting ,Hasting - Rural Hasting,Twyford,545710
Hasting ,Hasting - Rural Hasting,Brookvale,545750
Hasting ,Hasting - Rural Hasting,Irongate,545761
Hasting ,Hasting - Rural Hasting,Tangoio,545811
Hasting ,Hasting - Rural Hasting,Eskdale,545812
Hasting ,Hasting - Rural Hasting,Sherenden-Puketapu,545821
Hasting ,Hasting - Rural Hasting,Omahu,545822
Hasting ,Hasting - Rural Hasting,Waiohiki,545831
Hasting ,Hasting - Rural Hasting,Maraekakaho,545841
Hasting ,Hasting - Rural Hasting,Bridge Pa,545842
Hasting ,Hasting - Rural Hasting,Poukawa,545851
Hasting ,Hasting - Rural Hasting,Pakipaki,545852
Hasting ,Hasting - Rural Hasting,Waimarama,545860
Hasting ,Hasting - Rural Hasting,Tutira,545911
Hasting ,Hasting - Rural Hasting,Puketitiri,545912
Hasting ,Hasting - Rural Hasting,Whanawhana,545913
Hastings ,Hastings - Flaxmere,Woolwich,548400
Hastings ,Hastings - Flaxmere,Kingsley-Chatham,548611
Hastings ,Hastings - Flaxmere,Lochain,548612
Hastings ,Hastings - Flaxmere,Flaxmere East,548620
Hastings ,Hastings - Hastings/Clive,Karamu,545721
Hastings ,Hastings - Hastings/Clive,Whakatu,545722
Hastings ,Hastings - Hastings/Clive,Clive,545730
Hastings ,Hastings - Hastings/Clive,Haumoana,545740
Hastings ,Hastings - Hastings/Clive,Longlands South,545762
Hastings ,Hastings - Hastings/Clive,Pakowhai,545832
Hastings ,Hastings - Hastings/Clive,Mahora,547600
Hastings ,Hastings - Hastings/Clive,St Leonards,547700
Hastings ,Hastings - Hastings/Clive,Frimley,547800
Hastings ,Hastings - Hastings/Clive,Raureka,547900
Hastings ,Hastings - Hastings/Clive,Mayfair,548000
Hastings ,Hastings - Hastings/Clive,Parkvale,548100
Hastings ,Hastings - Hastings/Clive,Hastings Central,548200
Hastings ,Hastings - Hastings/Clive,Akina,548300
Hastings ,Hastings - Hastings/Clive,Camberley,548500
Hastings ,Hastings - Havelock North,Anderson Park,548810
Hastings ,Hastings - Havelock North,Iona,548820
Hastings ,Hastings - Havelock North,Te Mata,548830
Hauraki ,Hauraki - Entire District,Ngatea,533800
Hauraki ,Hauraki - Entire District,Hauraki Plains,533901
Hauraki ,Hauraki - Entire District,Turua,533902
Hauraki ,Hauraki - Entire District,Kerepehi,533903
Hauraki ,Hauraki - Entire District,Ohinemuri,534200
Hauraki ,Hauraki - Entire District,Paeroa,534300
Hauraki ,Hauraki - Entire District,Waihi,534400
Horowhenua ,Horowhenua - Entire District,Foxton Beach,561300
Horowhenua ,Horowhenua - Entire District,Moutoa,561500
Horowhenua ,Horowhenua - Entire District,Foxton,561700
Horowhenua ,Horowhenua - Entire District,Shannon,563500
Horowhenua ,Horowhenua - Entire District,Waitarere,563600
Horowhenua ,Horowhenua - Entire District,Tokomaru,563801
Horowhenua ,Horowhenua - Entire District,Opiki,563802
Horowhenua ,Horowhenua - Entire District,Lake Horowhenua,564011
Horowhenua ,Horowhenua - Entire District,Waiopehu,564012
Horowhenua ,Horowhenua - Entire District,Kohitere,564013
Horowhenua ,Horowhenua - Entire District,Mangaore-Manakau,564021
Horowhenua ,Horowhenua - Entire District,Levin North,564210
Horowhenua ,Horowhenua - Entire District,Levin West,564220
Horowhenua ,Horowhenua - Entire District,Playford Park,564231
Horowhenua ,Horowhenua - Entire District,Levin South,564232
Horowhenua ,Horowhenua - Entire District,Levin East,564240
Invercargill ,Invercargill - Central Invercargill/Bluff,Gladstone-Avenal,610800
Invercargill ,Invercargill - Central Invercargill/Bluff,Otakaro Park,611210
Invercargill ,Invercargill - Central Invercargill/Bluff,Crinan,611220
Invercargill ,Invercargill - Central Invercargill/Bluff,West Invercargill,611300
Invercargill ,Invercargill - Central Invercargill/Bluff,Georgetown,611400
Invercargill ,Invercargill - Central Invercargill/Bluff,Strathern,611602
Invercargill ,Invercargill - Suburbs,Makarewa,609912
Invercargill ,Invercargill - Suburbs,Bay Road West,609913
Invercargill ,Invercargill - Suburbs,Mill Road-Woodend,609914
Invercargill ,Invercargill - Suburbs,Bushy Point,609921
Invercargill ,Invercargill - Suburbs,Otatara,609922
Invercargill ,Invercargill - Suburbs,Oreti Beach,610052
Invercargill ,Invercargill - Suburbs,Myross Bush,610062
Invercargill ,Invercargill - Suburbs,Greenhills,610074
Invercargill ,Invercargill - Suburbs,Tiwai Point,610075
Invercargill ,Invercargill - Suburbs,Grasmere,610601
Invercargill ,Invercargill - Suburbs,Waikiwi,610602
Invercargill ,Invercargill - Suburbs,Rosedale,610700
Invercargill ,Invercargill - Suburbs,Windsor,610900
Invercargill ,Invercargill - Suburbs,Waverley-Glengarry,611001
Invercargill ,Invercargill - Suburbs,Hawthorndale,611002
Invercargill ,Invercargill - Suburbs,Richmond,611100
Invercargill ,Invercargill - Suburbs,Newfield-Rockdale,611500
Invercargill ,Invercargill - Suburbs,Heidelberg,611601
Invercargill ,Invercargill - Suburbs,Appleby-Kew,611700
Invercargill ,Invercargill - Suburbs,Kingswell-Clifton,611800
Invercargill ,Invercargill - Suburbs,Tisbury,611900
Invercargill ,Invercargill - Suburbs,Bluff,612100
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Lake Tennyson,580900
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Kaikoura Township,581400
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Kaikoura Rural,581500
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Hanmer Springs,585502
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Amuri,585503
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Culverden,585504
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Parnassus,585601
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Cheviot,585602
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Hurunui,585700
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Amberley,585802
Kaikoura/Hurunui ,Kaikoura/Hurunui - Both Districts,Leithfield,585803
Kaipara ,Kaipara - Entire District,Te Kopuru,504400
Kaipara ,Kaipara - Entire District,Kaipara Coastal,504501
Kaipara ,Kaipara - Entire District,Maungaru,504502
Kaipara ,Kaipara - Entire District,Dargaville,504600
Kaipara ,Kaipara - Entire District,Maungaturoto,504700
Kaipara ,Kaipara - Entire District,Ruawai,504800
Kaipara ,Kaipara - Entire District,Kaiwaka,504900
Kaipara ,Kaipara - Entire District,Rehia-Oneriri,505010
Kaipara ,Kaipara - Entire District,Mangawhai,505021
Kaipara ,Kaipara - Entire District,Mangawhai Heads,505022
Kapiti Coast ,Kapiti Coast - Paraparaumu/Raumati,Paraparaumu Beach North,565901
Kapiti Coast ,Kapiti Coast - Paraparaumu/Raumati,Otaihanga,565902
Kapiti Coast ,Kapiti Coast - Paraparaumu/Raumati,Paraparaumu Beach South,565903
Kapiti Coast ,Kapiti Coast - Paraparaumu/Raumati,Paraparaumu Central,566000
Kapiti Coast ,Kapiti Coast - Paraparaumu/Raumati,Raumati Beach,566101
Kapiti Coast ,Kapiti Coast - Paraparaumu/Raumati,Raumati South,566102
Kapiti Coast ,Kapiti Coast - Paraparaumu/Raumati,Paekakariki,566200
Kapiti Coast ,Kapiti Coast - Paraparaumu/Raumati,Kapiti Island,566301
Kapiti Coast ,Kapiti Coast - Paraparaumu/Raumati,Maungakotukutuku,566302
Kapiti Coast ,Kapiti Coast - Waikanae/Otaki,Waikanae Beach,563701
Kapiti Coast ,Kapiti Coast - Waikanae/Otaki,Waikanae East,563703
Kapiti Coast ,Kapiti Coast - Waikanae/Otaki,Peka Peka,563704
Kapiti Coast ,Kapiti Coast - Waikanae/Otaki,Waikanae Park,563705
Kapiti Coast ,Kapiti Coast - Waikanae/Otaki,Waikanae West,563706
Kapiti Coast ,Kapiti Coast - Waikanae/Otaki,Kaitawa,563920
Kapiti Coast ,Kapiti Coast - Waikanae/Otaki,Otaki Forks,564022
Kapiti Coast ,Kapiti Coast - Waikanae/Otaki,Te Horo,564023
Kapiti Coast ,Kapiti Coast - Waikanae/Otaki,Otaki,564400
Kawerau ,Kawerau - Entire District,Kawerau,542600
Lower Hutt ,Lower Hutt - Eastern Bays,Gracefield,568800
Lower Hutt ,Lower Hutt - Eastern Bays,Eastbourne,570300
Lower Hutt ,Lower Hutt - Epuni/Avalon,Avalon East,568301
Lower Hutt ,Lower Hutt - Epuni/Avalon,Avalon West,568401
Lower Hutt ,Lower Hutt - Epuni/Avalon,Boulcott,568402
Lower Hutt ,Lower Hutt - Epuni/Avalon,Epuni West,568501
Lower Hutt ,Lower Hutt - Epuni/Avalon,Epuni East,568502
Lower Hutt ,Lower Hutt - Hutt Central/Waterloo,Waterloo West,568601
Lower Hutt ,Lower Hutt - Hutt Central/Waterloo,Waterloo East,568602
Lower Hutt ,Lower Hutt - Hutt Central/Waterloo,Woburn North,569001
Lower Hutt ,Lower Hutt - Hutt Central/Waterloo,Hutt Central,569100
Lower Hutt ,Lower Hutt - Moera/Waiwhetu,Waiwhetu North,568701
Lower Hutt ,Lower Hutt - Moera/Waiwhetu,Waiwhetu South,568702
Lower Hutt ,Lower Hutt - Moera/Waiwhetu,Moera,568900
Lower Hutt ,Lower Hutt - Moera/Waiwhetu,Woburn South,569002
Lower Hutt ,Lower Hutt - Petone West/Alicetown,Melling,569201
Lower Hutt ,Lower Hutt - Petone West/Alicetown,Alicetown,569202
Lower Hutt ,Lower Hutt - Petone West/Alicetown,Petone Central,569900
Lower Hutt ,Lower Hutt - Petone/Esplanade,Esplanade,570000
Lower Hutt ,Lower Hutt - Petone/Esplanade,Wilford,570100
Lower Hutt ,Lower Hutt - Stokes Valley,Tawhai,568101
Lower Hutt ,Lower Hutt - Stokes Valley,Holborn,568102
Lower Hutt ,Lower Hutt - Stokes Valley,Delaney,568103
Lower Hutt ,Lower Hutt - Stokes Valley,Manuka,568104
Lower Hutt ,Lower Hutt - Taita/Naenae,Taita North,568201
Lower Hutt ,Lower Hutt - Taita/Naenae,Taita South,568202
Lower Hutt ,Lower Hutt - Taita/Naenae,Naenae North,568302
Lower Hutt ,Lower Hutt - Taita/Naenae,Naenae South,568303
Lower Hutt ,Lower Hutt - Wainuiomata,Glendale,564800
Lower Hutt ,Lower Hutt - Wainuiomata,Parkway,564900
Lower Hutt ,Lower Hutt - Wainuiomata,Fernlea,565000
Lower Hutt ,Lower Hutt - Wainuiomata,Arakura,565100
Lower Hutt ,Lower Hutt - Wainuiomata,Homedale West,565200
Lower Hutt ,Lower Hutt - Wainuiomata,Homedale East,565300
Lower Hutt ,Lower Hutt - Wainuiomata,Pencarrow,565400
Lower Hutt ,Lower Hutt - Western Hills/Haywards,Normandale,569301
Lower Hutt ,Lower Hutt - Western Hills/Haywards,Maungaraki,569302
Lower Hutt ,Lower Hutt - Western Hills/Haywards,Belmont,569400
Lower Hutt ,Lower Hutt - Western Hills/Haywards,Kelson,569500
Lower Hutt ,Lower Hutt - Western Hills/Haywards,Haywards-Manor Park,569600
Lower Hutt ,Lower Hutt - Western Hills/Haywards,Korokoro,569800
MacKenzie/Waimate ,MacKenzie/Waimate - Both Districts,Twizel Community,600100
MacKenzie/Waimate ,MacKenzie/Waimate - Both Districts,Fairlie,600200
MacKenzie/Waimate ,MacKenzie/Waimate - Both Districts,Mt Cook,600312
MacKenzie/Waimate ,MacKenzie/Waimate - Both Districts,Lake Tekapo,600320
MacKenzie/Waimate ,MacKenzie/Waimate - Both Districts,Mackenzie,600323
MacKenzie/Waimate ,MacKenzie/Waimate - Both Districts,Waihao,600410
MacKenzie/Waimate ,MacKenzie/Waimate - Both Districts,St Andrews,600420
MacKenzie/Waimate ,MacKenzie/Waimate - Both Districts,Waimate,600500
Manawatu ,Manawatu - Entire District,Kiwitea,559700
Manawatu ,Manawatu - Entire District,Pohangina,560000
Manawatu ,Manawatu - Entire District,Stoney Creek,560301
Manawatu ,Manawatu - Entire District,Oroua Bridge,560411
Manawatu ,Manawatu - Entire District,Maewa,560412
Manawatu ,Manawatu - Entire District,Halcombe,560421
Manawatu ,Manawatu - Entire District,Tokorangi-Hiwinui,560422
Manawatu ,Manawatu - Entire District,Feilding North,560710
Manawatu ,Manawatu - Entire District,Feilding West,560720
Manawatu ,Manawatu - Entire District,Feilding Central,560730
Manawatu ,Manawatu - Entire District,Feilding East,560740
Manawatu ,Manawatu - Entire District,Sanson,560900
Manawatu ,Manawatu - Entire District,Rongotea,561000
Manawatu ,Manawatu - Entire District,Tangimoana,561100
Manawatu ,Manawatu - Entire District,Himatangi Beach,561200
Manawatu ,Manawatu - Entire District,Rakiraki,561410
Manawatu ,Manawatu - Entire District,Ohakea,561421
Manawatu ,Manawatu - Entire District,Oroua Downs-Waitohi,561422
Manawatu ,Manawatu - Entire District,Kairanga,561811
Manawatu ,Manawatu - Entire District,Longburn,561812
Manawatu ,Manawatu - Entire District,Kauwhata,561901
Manukau ,Manukau - Botony Downs,Botany Downs,523101
Manukau ,Manukau - Botony Downs,Maungamaungaroa,523102
Manukau ,Manukau - Botony Downs,Golfland,523105
Manukau ,Manukau - Botony Downs,Millhouse,523106
Manukau ,Manukau - Botony Downs,Kilkenny,523110
Manukau ,Manukau - Bucklands Beach,Bucklands and Eastern Beaches,522601
Manukau ,Manukau - Bucklands Beach,Bucklands Beach South,522602
Manukau ,Manukau - Bucklands Beach,Bleakhouse,522603
Manukau ,Manukau - Dannemora,East Tamaki,523108
Manukau ,Manukau - Dannemora,Dannemora,523109
Manukau ,Manukau - Dannemora,Point View,523111
Manukau ,Manukau - Half Moon Bay/Farm Cove,Elsmore Park,522723
Manukau ,Manukau - Half Moon Bay/Farm Cove,Half Moon Bay,522730
Manukau ,Manukau - Half Moon Bay/Farm Cove,Pakuranga North,522810
Manukau ,Manukau - Half Moon Bay/Farm Cove,Burswood,523107
Manukau ,Manukau - Highland Park,Howick West,521601
Manukau ,Manukau - Highland Park,Pigeon Mountain North,522711
Manukau ,Manukau - Highland Park,Murvale,522712
Manukau ,Manukau - Highland Park,Pigeon Mountain South,522721
Manukau ,Manukau - Highland Park,Aberfeldy,522722
Manukau ,Manukau - Howick,Mellons Bay,521501
Manukau ,Manukau - Howick,Cockle Bay,521502
Manukau ,Manukau - Howick,Howick Central,521602
Manukau ,Manukau - Howick,Shelly Park,523201
Manukau ,Manukau - Mangere,Mangere Central,524111
Manukau ,Manukau - Mangere,Mascot,524112
Manukau ,Manukau - Mangere,Arahanga,524121
Manukau ,Manukau - Mangere,Viscount,524122
Manukau ,Manukau - Mangere,Favona,524401
Manukau ,Manukau - Mangere,Harania North,524510
Manukau ,Manukau - Mangere,Harania West,524520
Manukau ,Manukau - Mangere Bridge/Airport,Ambury,524001
Manukau ,Manukau - Mangere Bridge/Airport,Mangere Bridge,524002
Manukau ,Manukau - Mangere Bridge/Airport,Mangere South,524200
Manukau ,Manukau - Mangere East,Mangere East,524301
Manukau ,Manukau - Mangere East,Aorere,524302
Manukau ,Manukau - Mangere East,Mangere Station,524402
Manukau ,Manukau - Mangere East,Harania East,524530
Manukau ,Manukau - Manukau Central,Redoubt North,523722
Manukau ,Manukau - Manukau Central,Manukau Central,524601
Manukau ,Manukau - Manukau Central,Wiri,524602
Manukau ,Manukau - Manukau Heights and Manurewa Heights,Donegal Park,523712
Manukau ,Manukau - Manukau Heights and Manurewa Heights,Totara Heights,523814
Manukau ,Manukau - Manukau Heights and Manurewa Heights,Wairere,523815
Manukau ,Manukau - Manukau Heights and Manurewa Heights,Redoubt South,523820
Manukau ,Manukau - Manurewa North,Randwick Park,523816
Manukau ,Manukau - Manurewa North,Hyperion,523817
Manukau ,Manukau - Manurewa North,Burbank,524711
Manukau ,Manukau - Manurewa North,Homai West,524712
Manukau ,Manukau - Manurewa North,Rowandale,524713
Manukau ,Manukau - Manurewa North,Homai East,524720
Manukau ,Manukau - Manurewa North,Clendon,524820
Manukau ,Manukau - Manurewa North,Hillpark,524901
Manukau ,Manukau - Manurewa North,Manurewa East,524902
Manukau ,Manukau - Manurewa North,Manurewa Central,525001
Manukau ,Manukau - Manurewa North,Beaumont,525002
Manukau ,Manukau - Manurewa North,Leabank,525101
Manukau ,Manukau - Maraetai/Clevedon,Turanga,523202
Manukau ,Manukau - Maraetai/Clevedon,Beachlands-Maraetai,523300
Manukau ,Manukau - Maraetai/Clevedon,Ormiston,523713
Manukau ,Manukau - Maraetai/Clevedon,Clevedon,525200
Manukau ,Manukau - Otara,Otara West,523402
Manukau ,Manukau - Otara,Otara North,523501
Manukau ,Manukau - Otara,Otara East,523502
Manukau ,Manukau - Otara,Otara South,523601
Manukau ,Manukau - Otara,Ferguson,523602
Manukau ,Manukau - Otara,Flat Bush,523711
Manukau ,Manukau - Otara,Clover Park,523721
Manukau ,Manukau - Pakuranga,Sunnyhills,522820
Manukau ,Manukau - Pakuranga,Pakuranga Central,522910
Manukau ,Manukau - Pakuranga,Edgewater,522920
Manukau ,Manukau - Pakuranga,Pakuranga East,523000
Manukau ,Manukau - Papatoetoe North,Middlemore,521902
Manukau ,Manukau - Papatoetoe North,Papatoetoe North,522201
Manukau ,Manukau - Papatoetoe North,Dingwall,522301
Manukau ,Manukau - Papatoetoe North,Grange,523401
Manukau ,Manukau - Papatoetoe South,Papatoetoe Central,522202
Manukau ,Manukau - Papatoetoe South,Papatoetoe East,522302
Manukau ,Manukau - Papatoetoe South,Puhinui,522400
Manukau ,Manukau - Papatoetoe West,Papatoetoe West,522100
Manukau ,Manukau - Papatoetoe West,Kohuora,524303
Manukau ,Manukau - Wattle Downs/Conifer Grove,Takanini West,523920
Manukau ,Manukau - Wattle Downs/Conifer Grove,Wattle Farm,525102
Manukau ,Manukau - Weymouth,Weymouth,524810
Marlborough ,Marlborough - Blenheim Central,Mayfield,581220
Marlborough ,Marlborough - Blenheim Central,Blenheim Central,581230
Marlborough ,Marlborough - Blenheim Central,Whitney,581240
Marlborough ,Marlborough - Blenheim Central,Redwoodtown,581250
Marlborough ,Marlborough - Blenheim Outer/Renwick,Renwick,580300
Marlborough ,Marlborough - Blenheim Outer/Renwick,Woodbourne,580410
Marlborough ,Marlborough - Blenheim Outer/Renwick,Omaka,580420
Marlborough ,Marlborough - Blenheim Outer/Renwick,Spring Creek-Riverlands,580430
Marlborough ,Marlborough - Blenheim Outer/Renwick,Springlands,581210
Marlborough ,Marlborough - Blenheim Outer/Renwick,Witherlea,581260
Marlborough ,Marlborough - Sounds/Rural Marlborough,Havelock,580200
Marlborough ,Marlborough - Sounds/Rural Marlborough,Waikawa,580442
Marlborough ,Marlborough - Sounds/Rural Marlborough,Wairau,580444
Marlborough ,Marlborough - Sounds/Rural Marlborough,Marlborough Sounds Terrestrial,580446
Marlborough ,Marlborough - Sounds/Rural Marlborough,Severn,580600
Marlborough ,Marlborough - Sounds/Rural Marlborough,Ward,580801
