au2001,property_type,num_bedrooms,quarter,rent_count,rent_mean,rent_geo_mean,au_name,territory,region,rental_area
511601,Flat or Apartment,1,2019-12-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,Flat or Apartment,2,2019-12-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,Flat or Apartment,3,2019-12-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,House,1,2019-12-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,House,2,2019-12-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,House,3,2019-12-01,7.0,508.0,506.0,Glendene North,Waitakere City,Auckland,Glendene
511601,House,4,2019-12-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,House,5+,2019-12-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,Room or Boarding House,1,2019-12-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,Flat or Apartment,1,2020-03-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,Flat or Apartment,2,2020-03-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,Flat or Apartment,3,2020-03-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,House,1,2020-03-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,House,2,2020-03-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,House,3,2020-03-01,17.0,552.0,548.0,Glendene North,Waitakere City,Auckland,Glendene
511601,House,4,2020-03-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,House,5+,2020-03-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511601,Room or Boarding House,1,2020-03-01,,,,Glendene North,Waitakere City,Auckland,Glendene
511602,Flat or Apartment,1,2019-12-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,Flat or Apartment,2,2019-12-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,Flat or Apartment,3,2019-12-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,House,1,2019-12-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,House,2,2019-12-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,House,3,2019-12-01,10.0,546.0,543.0,Glendene South,Waitakere City,Auckland,Glendene
511602,House,4,2019-12-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,House,5+,2019-12-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,Flat or Apartment,1,2020-03-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,Flat or Apartment,2,2020-03-01,5.0,424.0,422.0,Glendene South,Waitakere City,Auckland,Glendene
511602,Flat or Apartment,3,2020-03-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,House,1,2020-03-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,House,2,2020-03-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,House,3,2020-03-01,5.0,550.0,550.0,Glendene South,Waitakere City,Auckland,Glendene
511602,House,4,2020-03-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511602,House,5+,2020-03-01,,,,Glendene South,Waitakere City,Auckland,Glendene
511700,Flat or Apartment,1,2019-12-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,Flat or Apartment,2,2019-12-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,Flat or Apartment,3,2019-12-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,1,2019-12-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,2,2019-12-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,3,2019-12-01,9.0,496.0,492.0,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,4,2019-12-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,5+,2019-12-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,Room or Boarding House,1,2019-12-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,Flat or Apartment,1,2020-03-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,Flat or Apartment,2,2020-03-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,Flat or Apartment,3,2020-03-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,1,2020-03-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,2,2020-03-01,7.0,415.0,342.0,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,3,2020-03-01,15.0,526.0,523.0,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,4,2020-03-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,House,5+,2020-03-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511700,Room or Boarding House,1,2020-03-01,,,,Kelston Central,Waitakere City,Auckland,Kelston
511800,Flat or Apartment,1,2019-12-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,Flat or Apartment,2,2019-12-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,Flat or Apartment,3,2019-12-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,1,2019-12-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,2,2019-12-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,3,2019-12-01,11.0,524.0,523.0,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,4,2019-12-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,5+,2019-12-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,Room or Boarding House,1,2019-12-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,Flat or Apartment,1,2020-03-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,Flat or Apartment,2,2020-03-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,Flat or Apartment,3,2020-03-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,1,2020-03-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,2,2020-03-01,7.0,350.0,276.0,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,3,2020-03-01,8.0,518.0,517.0,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,4,2020-03-01,6.0,619.0,616.0,Sunnyvale,Waitakere City,Auckland,Glendene
511800,House,5+,2020-03-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511800,Room or Boarding House,1,2020-03-01,,,,Sunnyvale,Waitakere City,Auckland,Glendene
511901,Flat or Apartment,1,2019-12-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,Flat or Apartment,2,2019-12-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,1,2019-12-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,2,2019-12-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,3,2019-12-01,5.0,621.0,615.0,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,4,2019-12-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,5+,2019-12-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,Flat or Apartment,1,2020-03-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,Flat or Apartment,2,2020-03-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,1,2020-03-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,2,2020-03-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,3,2020-03-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,4,2020-03-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511901,House,5+,2020-03-01,,,,Kaurilands,Waitakere City,Auckland,Titirangi
511902,Flat or Apartment,1,2019-12-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,Flat or Apartment,2,2019-12-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,Flat or Apartment,3,2019-12-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,1,2019-12-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,2,2019-12-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,3,2019-12-01,10.0,561.0,559.0,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,4,2019-12-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,5+,2019-12-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,Flat or Apartment,1,2020-03-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,Flat or Apartment,2,2020-03-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,Flat or Apartment,3,2020-03-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,1,2020-03-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,2,2020-03-01,5.0,512.0,509.0,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,3,2020-03-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,4,2020-03-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
511902,House,5+,2020-03-01,,,,Crum Park,Waitakere City,Auckland,Titirangi
512000,Flat or Apartment,1,2019-12-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,Flat or Apartment,2,2019-12-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,1,2019-12-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,2,2019-12-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,3,2019-12-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,4,2019-12-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,5+,2019-12-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,Flat or Apartment,1,2020-03-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,Flat or Apartment,2,2020-03-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,1,2020-03-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,2,2020-03-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,3,2020-03-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,4,2020-03-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512000,House,5+,2020-03-01,,,,Titirangi South,Waitakere City,Auckland,Titirangi
512100,Flat or Apartment,1,2019-12-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,Flat or Apartment,2,2019-12-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,Flat or Apartment,3,2019-12-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,1,2019-12-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,2,2019-12-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,3,2019-12-01,10.0,605.0,603.0,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,4,2019-12-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,5+,2019-12-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,Room or Boarding House,1,2019-12-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,Flat or Apartment,1,2020-03-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,Flat or Apartment,2,2020-03-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,Flat or Apartment,3,2020-03-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,1,2020-03-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,2,2020-03-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,3,2020-03-01,8.0,602.0,600.0,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,4,2020-03-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,House,5+,2020-03-01,,,,Green Bay,Waitakere City,Auckland,Titirangi
512100,Room or Boarding House,1,2020-03-01,5.0,204.0,204.0,Green Bay,Waitakere City,Auckland,Titirangi
512201,Flat or Apartment,1,2019-12-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,Flat or Apartment,2,2019-12-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,Flat or Apartment,3,2019-12-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,1,2019-12-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,2,2019-12-01,5.0,472.0,470.0,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,3,2019-12-01,7.0,582.0,576.0,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,4,2019-12-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,5+,2019-12-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,Flat or Apartment,1,2020-03-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,Flat or Apartment,2,2020-03-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,Flat or Apartment,3,2020-03-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,1,2020-03-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,2,2020-03-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,3,2020-03-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,4,2020-03-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512201,House,5+,2020-03-01,,,,Matipo,Waitakere City,Auckland,Te Atatu Peninsula
512202,Flat or Apartment,1,2019-12-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,Flat or Apartment,2,2019-12-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,Flat or Apartment,3,2019-12-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,1,2019-12-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,2,2019-12-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,3,2019-12-01,14.0,534.0,531.0,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,4,2019-12-01,5.0,632.0,619.0,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,5+,2019-12-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,Room or Boarding House,1,2019-12-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,Flat or Apartment,1,2020-03-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,Flat or Apartment,2,2020-03-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,Flat or Apartment,3,2020-03-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,1,2020-03-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,2,2020-03-01,7.0,471.0,468.0,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,3,2020-03-01,12.0,563.0,560.0,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,4,2020-03-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,House,5+,2020-03-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512202,Room or Boarding House,1,2020-03-01,,,,Durham Green,Waitakere City,Auckland,Te Atatu Peninsula
512300,Flat or Apartment,1,2019-12-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,Flat or Apartment,2,2019-12-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,Flat or Apartment,3,2019-12-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,1,2019-12-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,2,2019-12-01,7.0,482.0,482.0,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,3,2019-12-01,12.0,591.0,588.0,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,4,2019-12-01,5.0,653.0,649.0,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,5+,2019-12-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,Flat or Apartment,1,2020-03-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,Flat or Apartment,2,2020-03-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,Flat or Apartment,3,2020-03-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,1,2020-03-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,2,2020-03-01,9.0,518.0,510.0,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,3,2020-03-01,10.0,612.0,605.0,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,4,2020-03-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512300,House,5+,2020-03-01,,,,Te Atatu Central,Waitakere City,Auckland,Te Atatu Peninsula
512401,Flat or Apartment,1,2019-12-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,Flat or Apartment,2,2019-12-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,Flat or Apartment,3,2019-12-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,1,2019-12-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,2,2019-12-01,7.0,418.0,393.0,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,3,2019-12-01,14.0,533.0,532.0,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,4,2019-12-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,5+,2019-12-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,Flat or Apartment,1,2020-03-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,Flat or Apartment,2,2020-03-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,Flat or Apartment,3,2020-03-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,1,2020-03-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,2,2020-03-01,5.0,461.0,458.0,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,3,2020-03-01,13.0,539.0,537.0,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,4,2020-03-01,5.0,664.0,662.0,Edmonton,Waitakere City,Auckland,Te Atatu
512401,House,5+,2020-03-01,,,,Edmonton,Waitakere City,Auckland,Te Atatu
512402,Flat or Apartment,1,2019-12-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,Flat or Apartment,2,2019-12-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,Flat or Apartment,3,2019-12-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,1,2019-12-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,2,2019-12-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,3,2019-12-01,12.0,539.0,537.0,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,4,2019-12-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,5+,2019-12-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,Room or Boarding House,1,2019-12-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,Flat or Apartment,1,2020-03-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,Flat or Apartment,2,2020-03-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,Flat or Apartment,3,2020-03-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,1,2020-03-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,2,2020-03-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,3,2020-03-01,13.0,564.0,561.0,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,4,2020-03-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,House,5+,2020-03-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512402,Room or Boarding House,1,2020-03-01,,,,Wakeling,Waitakere City,Auckland,Te Atatu
512500,Flat or Apartment,1,2019-12-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,Flat or Apartment,2,2019-12-01,6.0,455.0,453.0,Mcleod,Waitakere City,Auckland,Henderson
512500,Flat or Apartment,3,2019-12-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,Flat or Apartment,4,2019-12-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,House,1,2019-12-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,House,2,2019-12-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,House,3,2019-12-01,19.0,552.0,549.0,Mcleod,Waitakere City,Auckland,Henderson
512500,House,4,2019-12-01,7.0,631.0,629.0,Mcleod,Waitakere City,Auckland,Henderson
512500,House,5+,2019-12-01,5.0,638.0,636.0,Mcleod,Waitakere City,Auckland,Henderson
512500,Room or Boarding House,1,2019-12-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,Flat or Apartment,1,2020-03-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,Flat or Apartment,2,2020-03-01,5.0,439.0,438.0,Mcleod,Waitakere City,Auckland,Henderson
512500,Flat or Apartment,3,2020-03-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,Flat or Apartment,4,2020-03-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,House,1,2020-03-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,House,2,2020-03-01,10.0,450.0,446.0,Mcleod,Waitakere City,Auckland,Henderson
512500,House,3,2020-03-01,13.0,552.0,549.0,Mcleod,Waitakere City,Auckland,Henderson
512500,House,4,2020-03-01,8.0,648.0,647.0,Mcleod,Waitakere City,Auckland,Henderson
512500,House,5+,2020-03-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512500,Room or Boarding House,1,2020-03-01,,,,Mcleod,Waitakere City,Auckland,Henderson
512600,Flat or Apartment,1,2019-12-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,Flat or Apartment,2,2019-12-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,Flat or Apartment,3,2019-12-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,House,1,2019-12-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,House,2,2019-12-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,House,3,2019-12-01,7.0,556.0,552.0,Konini,Waitakere City,Auckland,Titirangi
512600,House,4,2019-12-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,House,5+,2019-12-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,Flat or Apartment,1,2020-03-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,Flat or Apartment,2,2020-03-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,Flat or Apartment,3,2020-03-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,House,1,2020-03-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,House,2,2020-03-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,House,3,2020-03-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,House,4,2020-03-01,,,,Konini,Waitakere City,Auckland,Titirangi
512600,House,5+,2020-03-01,,,,Konini,Waitakere City,Auckland,Titirangi
512700,Flat or Apartment,1,2019-12-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,Flat or Apartment,2,2019-12-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,Flat or Apartment,3,2019-12-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,House,1,2019-12-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,House,2,2019-12-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,House,3,2019-12-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,House,4,2019-12-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,Flat or Apartment,1,2020-03-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,Flat or Apartment,2,2020-03-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,Flat or Apartment,3,2020-03-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,House,1,2020-03-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,House,2,2020-03-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,House,3,2020-03-01,,,,Waima,Waitakere City,Auckland,Titirangi
512700,House,4,2020-03-01,,,,Waima,Waitakere City,Auckland,Titirangi
512801,Flat or Apartment,1,2019-12-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,Flat or Apartment,2,2019-12-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,1,2019-12-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,2,2019-12-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,3,2019-12-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,4,2019-12-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,5+,2019-12-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,Flat or Apartment,1,2020-03-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,Flat or Apartment,2,2020-03-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,1,2020-03-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,2,2020-03-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,3,2020-03-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,4,2020-03-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512801,House,5+,2020-03-01,,,,Laingholm,Waitakere City,Auckland,Titirangi
512802,House,2,2019-12-01,,,,Armour Bay,Waitakere City,Auckland,Titirangi
512802,House,3,2019-12-01,,,,Armour Bay,Waitakere City,Auckland,Titirangi
512802,House,2,2020-03-01,,,,Armour Bay,Waitakere City,Auckland,Titirangi
512802,House,3,2020-03-01,,,,Armour Bay,Waitakere City,Auckland,Titirangi
512901,Flat or Apartment,1,2019-12-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,Flat or Apartment,2,2019-12-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,Flat or Apartment,3,2019-12-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,House,1,2019-12-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,House,2,2019-12-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,House,3,2019-12-01,28.0,532.0,531.0,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,House,4,2019-12-01,6.0,610.0,608.0,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,House,5+,2019-12-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,Room or Boarding House,1,2019-12-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,Flat or Apartment,1,2020-03-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,Flat or Apartment,2,2020-03-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,Flat or Apartment,3,2020-03-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,House,1,2020-03-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,House,2,2020-03-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,House,3,2020-03-01,19.0,528.0,526.0,Parrs Park,Waitakere City,Auckland,Glen Eden
512901,House,4,2020-03-01,,,,Parrs Park,Waitakere City,Auckland,Glen Eden
