origin,destination,time,distance
Glen Eden,Bucklands Beach,21519.0,30.449
Glen Eden,Central East,11124.0,15.738
Glen Eden,Central West,10751.0,15.205
Glen Eden,Chatswood/Birkenhead/Northcote Point,14765.0,22.457
Glen Eden,Dannemora,21529.0,30.451
Glen Eden,Devonport,19937.0,29.777
Glen Eden,East Coast Bays,18211.0,27.333
Glen Eden,Eden Terrace,9624.0,13.618
Glen Eden,Ellerslie,13554.0,19.179
Glen Eden,Epsom,10748.0,15.211
Glen Eden,Glen Eden,0.0,0.0
Glen Eden,Glen Innes/Pt England/Wai O Taiki,17232.0,24.381
Glen Eden,Glendene,2669.0,3.78
Glen Eden,Glendhu/Glenfield,17558.0,26.413
Glen Eden,Greenhithe/Unsworth Heights,15836.0,22.421
Glen Eden,Grey Lynn/Arch Hill,9320.0,13.181
Glen Eden,Gulf Harbour,,
Glen Eden,Half Moon Bay/Farm Cove,18909.0,26.754
Glen Eden,Henderson,3701.0,5.238
Glen Eden,Herne Bay/St Marys,10569.0,14.959
Glen Eden,Highland Park,20003.0,28.301
Glen Eden,Hillcrest/Northcote,15690.0,23.766
Glen Eden,Hillsborough,9062.0,12.827
Glen Eden,Howick,21823.0,30.877
Glen Eden,Kelston,2015.0,2.855
Glen Eden,Kingsland,8668.0,12.267
Glen Eden,Kohimarama,16092.0,22.771
Glen Eden,Lynfield,6958.0,9.85
Glen Eden,Mangere,14979.0,21.199
Glen Eden,Mangere Bridge/Airport,13878.0,19.641
Glen Eden,Mangere East,16541.0,23.414
Glen Eden,Manukau Central,20923.0,29.59
Glen Eden,Manukau Heights and Manurewa Heights,22579.0,31.94
Glen Eden,Manurewa North,23974.0,33.916
Glen Eden,Maraetai/Clevedon,,
Glen Eden,Massey/Royal Heights,6757.0,9.565
Glen Eden,Meadowbank,14915.0,21.104
Glen Eden,Mission Bay/Orakei,14916.0,21.104
Glen Eden,Mt Albert/Owairaka,6468.0,9.156
Glen Eden,Mt Eden,9355.0,13.239
Glen Eden,Mt Roskill/Wesley,7218.0,10.211
Glen Eden,Mt Wellington,14626.0,20.689
Glen Eden,Mt Wellington North,15047.0,21.292
Glen Eden,New Lynn,3336.0,4.725
Glen Eden,Newmarket,11320.0,16.017
Glen Eden,Newton/Grafton,10063.0,14.238
Glen Eden,North Harbour/Pine Hill,19652.0,27.827
Glen Eden,Onehunga/Oranga/Te Papapa,11109.0,15.71
Glen Eden,Orewa/Whangaparaoa,,
Glen Eden,Otahuhu,16239.0,22.965
Glen Eden,Otara,19723.0,27.901
Glen Eden,Pakuranga,17758.0,25.122
Glen Eden,Panmure,16399.0,23.187
Glen Eden,Papakura/Drury/Karaka,,
Glen Eden,Papatoetoe North,18409.0,26.043
Glen Eden,Papatoetoe South,19293.0,27.295
Glen Eden,Papatoetoe West,18007.0,25.487
Glen Eden,Parnell,12061.0,17.063
Glen Eden,Penrose/Mt Wellington South,15134.0,21.407
Glen Eden,Ponsonby/Freemans Bay,10270.0,14.543
Glen Eden,Pt Chevalier,7587.0,10.742
Glen Eden,Pukekohe/Tuakau,,
Glen Eden,Ranui,5500.0,7.781
Glen Eden,Remuera,12903.0,18.26
Glen Eden,Remuera South/Meadowbank South,14260.0,20.174
Glen Eden,Rewiti/Kumeu/Riverhead,14982.0,21.214
Glen Eden,Rothesay/Murrays/Mairangi Bays,20544.0,29.086
Glen Eden,Royal Oak/One Tree Hill,10675.0,15.088
Glen Eden,Rural Franklin,,
Glen Eden,St Helliers/Glendowie,17666.0,25.0
Glen Eden,St Johns,15758.0,22.294
Glen Eden,St Lukes/Sandringham,8149.0,11.53
Glen Eden,Sunnynook/Westlake,18067.0,27.129
Glen Eden,Takanini/Ardmore,27088.0,38.318
Glen Eden,Takapuna,17255.0,25.978
Glen Eden,Te Atatu,4681.0,6.623
Glen Eden,Te Atatu Peninsula,7061.0,9.987
Glen Eden,Three Kings,8306.0,11.754
Glen Eden,Titirangi,3137.0,4.445
Glen Eden,Torbay,22875.0,32.383
Glen Eden,Waiheke Island,26059.0,50.571
Glen Eden,Wairau Park/Glenfield North,17922.0,25.375
Glen Eden,Waiuku,,
Glen Eden,Waterview/Avondale Heights,5503.0,7.792
Glen Eden,Wattle Downs/Conifer Grove,25127.0,35.548
Glen Eden,Wellsford/Warkworth/Helensville,,
Glen Eden,West Harbour,9957.0,14.097
Glen Eden,Western Beaches/Rural,7485.0,10.599
Glen Eden,Western Springs/Morningside,7940.0,11.236
Glen Eden,Westmere/Surrey Crescent,8954.0,12.677
Glen Eden,Weymouth,23436.0,33.156
Glen Innes/Pt England/Wai O Taiki,Albany,19469.0,29.135
Glen Innes/Pt England/Wai O Taiki,Avondale,13229.0,18.715
Glen Innes/Pt England/Wai O Taiki,Balmoral,8389.0,11.871
Glen Innes/Pt England/Wai O Taiki,Beachhaven/Birkdale,13286.0,20.385
Glen Innes/Pt England/Wai O Taiki,Blockhouse Bay/New Windsor,13395.0,18.956
Glen Innes/Pt England/Wai O Taiki,Botony Downs,7930.0,11.222
Glen Innes/Pt England/Wai O Taiki,Browns Bay,18778.0,28.157
Glen Innes/Pt England/Wai O Taiki,Bucklands Beach,8253.0,11.676
Glen Innes/Pt England/Wai O Taiki,Central East,7628.0,10.789
Glen Innes/Pt England/Wai O Taiki,Central West,8324.0,11.774
Glen Innes/Pt England/Wai O Taiki,Chatswood/Birkenhead/Northcote Point,10784.0,16.841
Glen Innes/Pt England/Wai O Taiki,Dannemora,8262.0,11.678
Glen Innes/Pt England/Wai O Taiki,Devonport,15956.0,24.161
Glen Innes/Pt England/Wai O Taiki,East Coast Bays,14233.0,21.722
Glen Innes/Pt England/Wai O Taiki,Eden Terrace,8167.0,11.558
Glen Innes/Pt England/Wai O Taiki,Ellerslie,4766.0,6.745
Glen Innes/Pt England/Wai O Taiki,Epsom,6720.0,9.509
Glen Innes/Pt England/Wai O Taiki,Glen Eden,17231.0,24.381
Glen Innes/Pt England/Wai O Taiki,Glen Innes/Pt England/Wai O Taiki,0.0,0.0
Glen Innes/Pt England/Wai O Taiki,Glendene,16576.0,23.454
Glen Innes/Pt England/Wai O Taiki,Glendhu/Glenfield,13577.0,20.797
Glen Innes/Pt England/Wai O Taiki,Greenhithe/Unsworth Heights,16170.0,24.465
Glen Innes/Pt England/Wai O Taiki,Grey Lynn/Arch Hill,9313.0,13.173
Glen Innes/Pt England/Wai O Taiki,Gulf Harbour,,
Glen Innes/Pt England/Wai O Taiki,Half Moon Bay/Farm Cove,5643.0,7.981
Glen Innes/Pt England/Wai O Taiki,Henderson,18582.0,26.273
Glen Innes/Pt England/Wai O Taiki,Herne Bay/St Marys,9702.0,13.724
Glen Innes/Pt England/Wai O Taiki,Highland Park,6737.0,9.528
Glen Innes/Pt England/Wai O Taiki,Hillcrest/Northcote,11709.0,18.15
Glen Innes/Pt England/Wai O Taiki,Hillsborough,9831.0,13.912
Glen Innes/Pt England/Wai O Taiki,Howick,8556.0,12.104
Glen Innes/Pt England/Wai O Taiki,Kelston,15336.0,21.697
Glen Innes/Pt England/Wai O Taiki,Kingsland,9092.0,12.86
Glen Innes/Pt England/Wai O Taiki,Kohimarama,2214.0,3.136
Glen Innes/Pt England/Wai O Taiki,Lynfield,11890.0,16.828
Glen Innes/Pt England/Wai O Taiki,Mangere,10429.0,14.755
Glen Innes/Pt England/Wai O Taiki,Mangere Bridge/Airport,10687.0,15.129
Glen Innes/Pt England/Wai O Taiki,Mangere East,9081.0,12.854
Glen Innes/Pt England/Wai O Taiki,Manukau Central,11482.0,16.236
Glen Innes/Pt England/Wai O Taiki,Manukau Heights and Manurewa Heights,12357.0,17.472
Glen Innes/Pt England/Wai O Taiki,Manurewa North,14533.0,20.562
Glen Innes/Pt England/Wai O Taiki,Maraetai/Clevedon,16716.0,23.662
Glen Innes/Pt England/Wai O Taiki,Massey/Royal Heights,18418.0,26.047
Glen Innes/Pt England/Wai O Taiki,Meadowbank,2878.0,4.07
Glen Innes/Pt England/Wai O Taiki,Mission Bay/Orakei,3302.0,4.672
Glen Innes/Pt England/Wai O Taiki,Mt Albert/Owairaka,10847.0,15.347
Glen Innes/Pt England/Wai O Taiki,Mt Eden,8007.0,11.326
Glen Innes/Pt England/Wai O Taiki,Mt Roskill/Wesley,10326.0,14.616
Glen Innes/Pt England/Wai O Taiki,Mt Wellington,3764.0,5.327
Glen Innes/Pt England/Wai O Taiki,Mt Wellington North,2993.0,4.235
Glen Innes/Pt England/Wai O Taiki,New Lynn,14398.0,20.368
Glen Innes/Pt England/Wai O Taiki,Newmarket,6271.0,8.877
Glen Innes/Pt England/Wai O Taiki,Newton/Grafton,7953.0,11.257
Glen Innes/Pt England/Wai O Taiki,North Harbour/Pine Hill,17391.0,26.192
Glen Innes/Pt England/Wai O Taiki,Onehunga/Oranga/Te Papapa,7125.0,10.086
Glen Innes/Pt England/Wai O Taiki,Orewa/Whangaparaoa,,
Glen Innes/Pt England/Wai O Taiki,Otahuhu,6541.0,9.245
Glen Innes/Pt England/Wai O Taiki,Otara,9386.0,13.273
Glen Innes/Pt England/Wai O Taiki,Pakuranga,4492.0,6.349
Glen Innes/Pt England/Wai O Taiki,Panmure,2225.0,3.147
Glen Innes/Pt England/Wai O Taiki,Papakura/Drury/Karaka,19271.0,27.269
Glen Innes/Pt England/Wai O Taiki,Papatoetoe North,8968.0,12.689
Glen Innes/Pt England/Wai O Taiki,Papatoetoe South,9852.0,13.941
Glen Innes/Pt England/Wai O Taiki,Papatoetoe West,10607.0,15.01
Glen Innes/Pt England/Wai O Taiki,Parnell,6711.0,9.502
Glen Innes/Pt England/Wai O Taiki,Penrose/Mt Wellington South,4231.0,5.984
Glen Innes/Pt England/Wai O Taiki,Ponsonby/Freemans Bay,9496.0,13.434
Glen Innes/Pt England/Wai O Taiki,Pt Chevalier,11705.0,16.553
Glen Innes/Pt England/Wai O Taiki,Pukekohe/Tuakau,,
Glen Innes/Pt England/Wai O Taiki,Ranui,19336.0,27.348
Glen Innes/Pt England/Wai O Taiki,Remuera,5197.0,7.357
Glen Innes/Pt England/Wai O Taiki,Remuera South/Meadowbank South,3560.0,5.036
Glen Innes/Pt England/Wai O Taiki,Rewiti/Kumeu/Riverhead,,
Glen Innes/Pt England/Wai O Taiki,Rothesay/Murrays/Mairangi Bays,17569.0,26.446
Glen Innes/Pt England/Wai O Taiki,Royal Oak/One Tree Hill,7459.0,10.557
Glen Innes/Pt England/Wai O Taiki,Rural Franklin,,
Glen Innes/Pt England/Wai O Taiki,St Helliers/Glendowie,1932.0,2.734
Glen Innes/Pt England/Wai O Taiki,St Johns,1680.0,2.376
Glen Innes/Pt England/Wai O Taiki,St Lukes/Sandringham,9386.0,13.279
Glen Innes/Pt England/Wai O Taiki,Sunnynook/Westlake,14090.0,21.518
Glen Innes/Pt England/Wai O Taiki,Takanini/Ardmore,17646.0,24.964
Glen Innes/Pt England/Wai O Taiki,Takapuna,13274.0,20.362
Glen Innes/Pt England/Wai O Taiki,Te Atatu,16257.0,22.994
Glen Innes/Pt England/Wai O Taiki,Te Atatu Peninsula,17318.0,24.488
Glen Innes/Pt England/Wai O Taiki,Three Kings,9138.0,12.933
Glen Innes/Pt England/Wai O Taiki,Titirangi,17057.0,24.149
Glen Innes/Pt England/Wai O Taiki,Torbay,20768.0,30.97
Glen Innes/Pt England/Wai O Taiki,Waiheke Island,12793.0,31.798
Glen Innes/Pt England/Wai O Taiki,Wairau Park/Glenfield North,14076.0,21.495
Glen Innes/Pt England/Wai O Taiki,Waiuku,,
Glen Innes/Pt England/Wai O Taiki,Waterview/Avondale Heights,12116.0,17.14
Glen Innes/Pt England/Wai O Taiki,Wattle Downs/Conifer Grove,16266.0,23.018
Glen Innes/Pt England/Wai O Taiki,Wellsford/Warkworth/Helensville,,
Glen Innes/Pt England/Wai O Taiki,West Harbour,21618.0,30.579
Glen Innes/Pt England/Wai O Taiki,Western Beaches/Rural,24162.0,34.195
Glen Innes/Pt England/Wai O Taiki,Western Springs/Morningside,9837.0,13.919
Glen Innes/Pt England/Wai O Taiki,Westmere/Surrey Crescent,10475.0,14.821
Glen Innes/Pt England/Wai O Taiki,Weymouth,15495.0,21.916
Glendene,Albany,18952.0,26.829
Glendene,Avondale,3802.0,5.386
Glendene,Balmoral,8297.0,11.741
Glendene,Beachhaven/Birkdale,16612.0,25.074
Glendene,Blockhouse Bay/New Windsor,4792.0,6.783
Glendene,Botony Downs,20541.0,29.068
Glendene,Browns Bay,19964.0,28.259
Glendene,Bucklands Beach,20864.0,29.522
Glendene,Central East,10469.0,14.811
Glendene,Central West,10096.0,14.278
Glendene,Chatswood/Birkenhead/Northcote Point,14109.0,21.53
Glendene,Dannemora,20873.0,29.524
Glendene,Devonport,19282.0,28.85
Glendene,East Coast Bays,17555.0,26.406
Glendene,Eden Terrace,8968.0,12.691
Glendene,Ellerslie,12898.0,18.252
Glendene,Epsom,10093.0,14.284
Glendene,Glen Eden,2669.0,3.78
Glendene,Glen Innes/Pt England/Wai O Taiki,16577.0,23.454
Glendene,Glendene,0.0,0.0
Glendene,Glendhu/Glenfield,16902.0,25.486
Glendene,Greenhithe/Unsworth Heights,14517.0,20.552
Glendene,Grey Lynn/Arch Hill,8664.0,12.254
Glendene,Gulf Harbour,,
Glendene,Half Moon Bay/Farm Cove,18253.0,25.827
Glendene,Henderson,2476.0,3.501
Glendene,Herne Bay/St Marys,9782.0,13.847
Glendene,Highland Park,19348.0,27.374
Glendene,Hillcrest/Northcote,15034.0,22.839
Glendene,Hillsborough,8407.0,11.9
Glendene,Howick,21167.0,29.95
Glendene,Kelston,1529.0,2.166
Glendene,Kingsland,8013.0,11.34
Glendene,Kohimarama,15436.0,21.844
Glendene,Lynfield,6302.0,8.923
Glendene,Mangere,14323.0,20.272
Glendene,Mangere Bridge/Airport,13222.0,18.714
Glendene,Mangere East,15886.0,22.487
Glendene,Manukau Central,20268.0,28.663
Glendene,Manukau Heights and Manurewa Heights,21923.0,31.013
Glendene,Manurewa North,23318.0,32.989
Glendene,Maraetai/Clevedon,,
Glendene,Massey/Royal Heights,5438.0,7.696
Glendene,Meadowbank,14259.0,20.177
Glendene,Mission Bay/Orakei,14260.0,20.177
Glendene,Mt Albert/Owairaka,5812.0,8.229
Glendene,Mt Eden,8699.0,12.312
Glendene,Mt Roskill/Wesley,6562.0,9.284
Glendene,Mt Wellington,13970.0,19.762
Glendene,Mt Wellington North,14391.0,20.365
Glendene,New Lynn,2826.0,4.004
Glendene,Newmarket,10665.0,15.09
Glendene,Newton/Grafton,9408.0,13.311
Glendene,North Harbour/Pine Hill,18333.0,25.958
Glendene,Onehunga/Oranga/Te Papapa,10453.0,14.783
Glendene,Orewa/Whangaparaoa,,
Glendene,Otahuhu,15583.0,22.038
Glendene,Otara,19068.0,26.974
Glendene,Pakuranga,17103.0,24.195
Glendene,Panmure,15744.0,22.26
Glendene,Papakura/Drury/Karaka,,
Glendene,Papatoetoe North,17754.0,25.116
Glendene,Papatoetoe South,18638.0,26.368
Glendene,Papatoetoe West,17351.0,24.56
Glendene,Parnell,11406.0,16.136
Glendene,Penrose/Mt Wellington South,14478.0,20.48
Glendene,Ponsonby/Freemans Bay,9482.0,13.431
Glendene,Pt Chevalier,6799.0,9.63
Glendene,Pukekohe/Tuakau,,
Glendene,Ranui,4415.0,6.248
Glendene,Remuera,12248.0,17.333
Glendene,Remuera South/Meadowbank South,13605.0,19.247
Glendene,Rewiti/Kumeu/Riverhead,13663.0,19.345
Glendene,Rothesay/Murrays/Mairangi Bays,19164.0,27.13
Glendene,Royal Oak/One Tree Hill,10020.0,14.161
Glendene,Rural Franklin,,
Glendene,St Helliers/Glendowie,17010.0,24.073
Glendene,St Johns,15102.0,21.367
Glendene,St Lukes/Sandringham,7493.0,10.603
Glendene,Sunnynook/Westlake,17412.0,26.202
Glendene,Takanini/Ardmore,26432.0,37.391
Glendene,Takapuna,16600.0,25.051
Glendene,Te Atatu,2621.0,3.713
Glendene,Te Atatu Peninsula,4876.0,6.897
Glendene,Three Kings,7650.0,10.827
Glendene,Titirangi,4486.0,6.355
Glendene,Torbay,21556.0,30.514
Glendene,Waiheke Island,25404.0,49.644
Glendene,Wairau Park/Glenfield North,16603.0,23.506
Glendene,Waiuku,,
Glendene,Waterview/Avondale Heights,4716.0,6.68
Glendene,Wattle Downs/Conifer Grove,24471.0,34.621
Glendene,Wellsford/Warkworth/Helensville,,
Glendene,West Harbour,8638.0,12.228
Glendene,Western Beaches/Rural,8284.0,11.736
Glendene,Western Springs/Morningside,7285.0,10.309
Glendene,Westmere/Surrey Crescent,8167.0,11.565
Glendene,Weymouth,22780.0,32.229
Glendhu/Glenfield,Albany,6474.0,9.131
Glendhu/Glenfield,Avondale,13376.0,20.503
Glendhu/Glenfield,Balmoral,10718.0,16.739
Glendhu/Glenfield,Beachhaven/Birkdale,2292.0,3.247
Glendhu/Glenfield,Blockhouse Bay/New Windsor,14196.0,21.655
Glendhu/Glenfield,Botony Downs,20464.0,30.528
Glendhu/Glenfield,Browns Bay,6787.0,9.613
Glendhu/Glenfield,Bucklands Beach,20787.0,30.982
Glendhu/Glenfield,Central East,6768.0,11.147
Glendhu/Glenfield,Central West,6970.0,11.444
Glendhu/Glenfield,Chatswood/Birkenhead/Northcote Point,2917.0,4.13
Glendhu/Glenfield,Dannemora,20796.0,30.984
Glendhu/Glenfield,Devonport,7903.0,11.183
Glendhu/Glenfield,East Coast Bays,4156.0,5.877
Glendhu/Glenfield,Eden Terrace,8061.0,12.974
Glendhu/Glenfield,Ellerslie,12538.0,19.302
Glendhu/Glenfield,Epsom,10217.0,16.014
Glendhu/Glenfield,Glen Eden,17556.0,26.413
Glendhu/Glenfield,Glen Innes/Pt England/Wai O Taiki,13577.0,20.797
Glendhu/Glenfield,Glendene,16900.0,25.486
Glendhu/Glenfield,Glendhu/Glenfield,0.0,0.0
Glendhu/Glenfield,Greenhithe/Unsworth Heights,3412.0,4.832
Glendhu/Glenfield,Grey Lynn/Arch Hill,8516.0,13.619
Glendhu/Glenfield,Gulf Harbour,26488.0,37.501
Glendhu/Glenfield,Half Moon Bay/Farm Cove,18177.0,27.287
Glendhu/Glenfield,Henderson,15463.0,21.896
Glendhu/Glenfield,Herne Bay/St Marys,8290.0,13.311
Glendhu/Glenfield,Highland Park,19271.0,28.834
Glendhu/Glenfield,Hillcrest/Northcote,2198.0,3.113
Glendhu/Glenfield,Hillsborough,12824.0,19.704
Glendhu/Glenfield,Howick,21090.0,31.41
Glendhu/Glenfield,Kelston,15660.0,23.729
Glendhu/Glenfield,Kingsland,9345.0,14.795
Glendhu/Glenfield,Kohimarama,11959.0,18.506
Glendhu/Glenfield,Lynfield,13621.0,20.845
Glendhu/Glenfield,Mangere,17617.0,26.475
Glendhu/Glenfield,Mangere Bridge/Airport,16596.0,25.029
Glendhu/Glenfield,Mangere East,18299.0,27.455
Glendhu/Glenfield,Manukau Central,21204.0,31.553
Glendhu/Glenfield,Manukau Heights and Manurewa Heights,22860.0,33.903
Glendhu/Glenfield,Manurewa North,24255.0,35.879
Glendhu/Glenfield,Maraetai/Clevedon,,
Glendhu/Glenfield,Massey/Royal Heights,12009.0,17.005
Glendhu/Glenfield,Meadowbank,11292.0,17.565
Glendhu/Glenfield,Mission Bay/Orakei,10736.0,16.776
Glendhu/Glenfield,Mt Albert/Owairaka,11346.0,17.621
Glendhu/Glenfield,Mt Eden,9478.0,14.98
Glendhu/Glenfield,Mt Roskill/Wesley,12057.0,18.633
Glendhu/Glenfield,Mt Wellington,13893.0,21.22
Glendhu/Glenfield,Mt Wellington North,13788.0,21.071
Glendhu/Glenfield,New Lynn,14765.0,22.464
Glendhu/Glenfield,Newmarket,9004.0,14.296
Glendhu/Glenfield,Newton/Grafton,7767.0,12.552
Glendhu/Glenfield,North Harbour/Pine Hill,5181.0,7.338
Glendhu/Glenfield,Onehunga/Oranga/Te Papapa,13015.0,19.972
Glendhu/Glenfield,Orewa/Whangaparaoa,,
Glendhu/Glenfield,Otahuhu,16520.0,24.928
Glendhu/Glenfield,Otara,20004.0,29.864
Glendhu/Glenfield,Pakuranga,17026.0,25.655
Glendhu/Glenfield,Panmure,14997.0,22.776
Glendhu/Glenfield,Papakura/Drury/Karaka,,
Glendhu/Glenfield,Papatoetoe North,18690.0,28.006
Glendhu/Glenfield,Papatoetoe South,19574.0,29.258
Glendhu/Glenfield,Papatoetoe West,19954.0,29.799
Glendhu/Glenfield,Parnell,7928.0,12.8
Glendhu/Glenfield,Penrose/Mt Wellington South,15029.0,22.825
Glendhu/Glenfield,Ponsonby/Freemans Bay,8052.0,12.974
Glendhu/Glenfield,Pt Chevalier,11093.0,17.28
Glendhu/Glenfield,Pukekohe/Tuakau,,
Glendhu/Glenfield,Ranui,14972.0,21.202
Glendhu/Glenfield,Remuera,10143.0,15.935
Glendhu/Glenfield,Remuera South/Meadowbank South,12340.0,19.044
Glendhu/Glenfield,Rewiti/Kumeu/Riverhead,15610.0,22.107
Glendhu/Glenfield,Rothesay/Murrays/Mairangi Bays,5575.0,7.897
Glendhu/Glenfield,Royal Oak/One Tree Hill,12077.0,18.645
Glendhu/Glenfield,Rural Franklin,,
Glendhu/Glenfield,St Helliers/Glendowie,13455.0,20.613
Glendhu/Glenfield,St Johns,12832.0,19.746
Glendhu/Glenfield,St Lukes/Sandringham,10561.0,16.515
Glendhu/Glenfield,Sunnynook/Westlake,3327.0,4.705
Glendhu/Glenfield,Takanini/Ardmore,27369.0,40.281
Glendhu/Glenfield,Takapuna,5221.0,7.384
Glendhu/Glenfield,Te Atatu,14807.0,20.964
Glendhu/Glenfield,Te Atatu Peninsula,16733.0,25.243
Glendhu/Glenfield,Three Kings,11250.0,17.49
Glendhu/Glenfield,Titirangi,17989.0,27.032
Glendhu/Glenfield,Torbay,8887.0,12.586
Glendhu/Glenfield,Waiheke Island,25327.0,51.104
Glendhu/Glenfield,Wairau Park/Glenfield North,1599.0,2.261
Glendhu/Glenfield,Waiuku,,
Glendhu/Glenfield,Waterview/Avondale Heights,12361.0,19.067
Glendhu/Glenfield,Wattle Downs/Conifer Grove,25988.0,38.335
Glendhu/Glenfield,Wellsford/Warkworth/Helensville,,
Glendhu/Glenfield,West Harbour,8707.0,12.331
Glendhu/Glenfield,Western Beaches/Rural,20115.0,28.49
Glendhu/Glenfield,Western Springs/Morningside,9808.0,15.432
Glendhu/Glenfield,Westmere/Surrey Crescent,9358.0,14.822
Glendhu/Glenfield,Weymouth,25161.0,37.155
Greenhithe/Unsworth Heights,Albany,5432.0,7.686
Greenhithe/Unsworth Heights,Avondale,15966.0,24.166
Greenhithe/Unsworth Heights,Balmoral,13308.0,20.402
Greenhithe/Unsworth Heights,Beachhaven/Birkdale,5376.0,7.615
Greenhithe/Unsworth Heights,Blockhouse Bay/New Windsor,16786.0,25.318
Greenhithe/Unsworth Heights,Botony Downs,,
Greenhithe/Unsworth Heights,Browns Bay,6089.0,8.615
Greenhithe/Unsworth Heights,Bucklands Beach,,
Greenhithe/Unsworth Heights,Central East,9358.0,14.81
Greenhithe/Unsworth Heights,Central West,9560.0,15.107
Greenhithe/Unsworth Heights,Chatswood/Birkenhead/Northcote Point,5804.0,8.215
Greenhithe/Unsworth Heights,Dannemora,,
Greenhithe/Unsworth Heights,Devonport,9808.0,13.883
Greenhithe/Unsworth Heights,East Coast Bays,5476.0,7.75
Greenhithe/Unsworth Heights,Eden Terrace,10651.0,16.637
Greenhithe/Unsworth Heights,Ellerslie,15128.0,22.965
Greenhithe/Unsworth Heights,Epsom,12807.0,19.677
Greenhithe/Unsworth Heights,Glen Eden,15836.0,22.421
Greenhithe/Unsworth Heights,Glen Innes/Pt England/Wai O Taiki,16170.0,24.465
Greenhithe/Unsworth Heights,Glendene,14518.0,20.552
Greenhithe/Unsworth Heights,Glendhu/Glenfield,3412.0,4.832
Greenhithe/Unsworth Heights,Greenhithe/Unsworth Heights,0.0,0.0
Greenhithe/Unsworth Heights,Grey Lynn/Arch Hill,11106.0,17.282
Greenhithe/Unsworth Heights,Gulf Harbour,25252.0,35.758
Greenhithe/Unsworth Heights,Half Moon Bay/Farm Cove,,
Greenhithe/Unsworth Heights,Henderson,12692.0,17.972
Greenhithe/Unsworth Heights,Herne Bay/St Marys,10880.0,16.974
Greenhithe/Unsworth Heights,Highland Park,,
Greenhithe/Unsworth Heights,Hillcrest/Northcote,4792.0,6.786
Greenhithe/Unsworth Heights,Hillsborough,15414.0,23.367
Greenhithe/Unsworth Heights,Howick,,
Greenhithe/Unsworth Heights,Kelston,15896.0,22.506
Greenhithe/Unsworth Heights,Kingsland,11935.0,18.458
Greenhithe/Unsworth Heights,Kohimarama,14548.0,22.169
Greenhithe/Unsworth Heights,Lynfield,16211.0,24.508
Greenhithe/Unsworth Heights,Mangere,20206.0,30.138
Greenhithe/Unsworth Heights,Mangere Bridge/Airport,19186.0,28.692
Greenhithe/Unsworth Heights,Mangere East,,
Greenhithe/Unsworth Heights,Manukau Central,,
Greenhithe/Unsworth Heights,Manukau Heights and Manurewa Heights,,
Greenhithe/Unsworth Heights,Manurewa North,,
Greenhithe/Unsworth Heights,Maraetai/Clevedon,,
Greenhithe/Unsworth Heights,Massey/Royal Heights,9237.0,13.081
Greenhithe/Unsworth Heights,Meadowbank,13878.0,21.223
Greenhithe/Unsworth Heights,Mission Bay/Orakei,13326.0,20.439
Greenhithe/Unsworth Heights,Mt Albert/Owairaka,13936.0,21.284
Greenhithe/Unsworth Heights,Mt Eden,12068.0,18.643
Greenhithe/Unsworth Heights,Mt Roskill/Wesley,14647.0,22.296
Greenhithe/Unsworth Heights,Mt Wellington,16483.0,24.883
Greenhithe/Unsworth Heights,Mt Wellington North,16378.0,24.734
Greenhithe/Unsworth Heights,New Lynn,17355.0,26.127
Greenhithe/Unsworth Heights,Newmarket,11594.0,17.959
Greenhithe/Unsworth Heights,Newton/Grafton,10356.0,16.215
Greenhithe/Unsworth Heights,North Harbour/Pine Hill,4457.0,6.314
Greenhithe/Unsworth Heights,Onehunga/Oranga/Te Papapa,15605.0,23.635
Greenhithe/Unsworth Heights,Orewa/Whangaparaoa,,
Greenhithe/Unsworth Heights,Otahuhu,,
Greenhithe/Unsworth Heights,Otara,,
Greenhithe/Unsworth Heights,Pakuranga,19616.0,29.318
Greenhithe/Unsworth Heights,Panmure,17586.0,26.439
Greenhithe/Unsworth Heights,Papakura/Drury/Karaka,,
Greenhithe/Unsworth Heights,Papatoetoe North,,
Greenhithe/Unsworth Heights,Papatoetoe South,,
Greenhithe/Unsworth Heights,Papatoetoe West,,
Greenhithe/Unsworth Heights,Parnell,10518.0,16.463
Greenhithe/Unsworth Heights,Penrose/Mt Wellington South,17619.0,26.488
Greenhithe/Unsworth Heights,Ponsonby/Freemans Bay,10642.0,16.637
Greenhithe/Unsworth Heights,Pt Chevalier,13683.0,20.943
Greenhithe/Unsworth Heights,Pukekohe/Tuakau,,
Greenhithe/Unsworth Heights,Ranui,12201.0,17.278
Greenhithe/Unsworth Heights,Remuera,12733.0,19.598
Greenhithe/Unsworth Heights,Remuera South/Meadowbank South,14914.0,22.688
Greenhithe/Unsworth Heights,Rewiti/Kumeu/Riverhead,12839.0,18.183
Greenhithe/Unsworth Heights,Rothesay/Murrays/Mairangi Bays,5288.0,7.486
Greenhithe/Unsworth Heights,Royal Oak/One Tree Hill,14589.0,22.199
Greenhithe/Unsworth Heights,Rural Franklin,,
Greenhithe/Unsworth Heights,St Helliers/Glendowie,16045.0,24.276
Greenhithe/Unsworth Heights,St Johns,15421.0,23.409
Greenhithe/Unsworth Heights,St Lukes/Sandringham,13151.0,20.178
Greenhithe/Unsworth Heights,Sunnynook/Westlake,4187.0,5.928
Greenhithe/Unsworth Heights,Takanini/Ardmore,,
