origin,destination,time,distance
Glendhu/Glenfield,Greenhithe/Unsworth Heights,833.0,5.091
Glendhu/Glenfield,Grey Lynn/Arch Hill,4904.0,31.115
Glendhu/Glenfield,Gulf Harbour,6493.0,42.74
Glendhu/Glenfield,Half Moon Bay/Farm Cove,7210.0,47.38
Glendhu/Glenfield,Henderson,3523.0,22.622
Glendhu/Glenfield,Herne Bay/St Marys,5102.0,32.529
Glendhu/Glenfield,Highland Park,7436.0,48.893
Glendhu/Glenfield,Hillcrest/Northcote,476.0,3.116
Glendhu/Glenfield,Hillsborough,5508.0,35.189
Glendhu/Glenfield,Howick,7842.0,51.483
Glendhu/Glenfield,Kelston,4277.0,27.371
Glendhu/Glenfield,Kingsland,4969.0,31.38
Glendhu/Glenfield,Kohimarama,6967.0,43.833
Glendhu/Glenfield,Lynfield,5373.0,34.569
Glendhu/Glenfield,Mangere,6734.0,43.568
Glendhu/Glenfield,Mangere Bridge/Airport,6469.0,41.855
Glendhu/Glenfield,Mangere East,7103.0,46.014
Glendhu/Glenfield,Manukau Central,7832.0,51.008
Glendhu/Glenfield,Manukau Heights and Manurewa Heights,8231.0,53.265
Glendhu/Glenfield,Manurewa North,8409.0,55.161
Glendhu/Glenfield,Maraetai/Clevedon,10014.0,64.359
Glendhu/Glenfield,Massey/Royal Heights,2769.0,17.503
Glendhu/Glenfield,Meadowbank,6331.0,40.925
Glendhu/Glenfield,Mission Bay/Orakei,6656.0,41.733
Glendhu/Glenfield,Mt Albert/Owairaka,4670.0,29.485
Glendhu/Glenfield,Mt Eden,5145.0,32.508
Glendhu/Glenfield,Mt Roskill/Wesley,5160.0,33.016
Glendhu/Glenfield,Mt Wellington,6338.0,41.113
Glendhu/Glenfield,Mt Wellington North,6346.0,41.165
Glendhu/Glenfield,New Lynn,4708.0,30.377
Glendhu/Glenfield,Newmarket,5668.0,35.593
Glendhu/Glenfield,Newton/Grafton,5253.0,32.911
Glendhu/Glenfield,North Harbour/Pine Hill,1188.0,7.6
Glendhu/Glenfield,Onehunga/Oranga/Te Papapa,5733.0,36.838
Glendhu/Glenfield,Orewa/Whangaparaoa,,
Glendhu/Glenfield,Otahuhu,6829.0,44.281
Glendhu/Glenfield,Otara,7555.0,49.326
Glendhu/Glenfield,Pakuranga,6996.0,45.791
Glendhu/Glenfield,Panmure,6606.0,43.05
Glendhu/Glenfield,Papakura/Drury/Karaka,,
Glendhu/Glenfield,Papatoetoe North,7251.0,47.237
Glendhu/Glenfield,Papatoetoe South,7440.0,48.586
Glendhu/Glenfield,Papatoetoe West,7340.0,47.711
Glendhu/Glenfield,Parnell,5752.0,36.441
Glendhu/Glenfield,Penrose/Mt Wellington South,6556.0,42.522
Glendhu/Glenfield,Ponsonby/Freemans Bay,5105.0,32.536
Glendhu/Glenfield,Pt Chevalier,4433.0,28.183
Glendhu/Glenfield,Pukekohe/Tuakau,,
Glendhu/Glenfield,Ranui,3589.0,22.76
Glendhu/Glenfield,Remuera,6043.0,38.865
Glendhu/Glenfield,Remuera South/Meadowbank South,6247.0,39.972
Glendhu/Glenfield,Rewiti/Kumeu/Riverhead,3777.0,23.547
Glendhu/Glenfield,Rothesay/Murrays/Mairangi Bays,1222.0,8.168
Glendhu/Glenfield,Royal Oak/One Tree Hill,5742.0,36.489
Glendhu/Glenfield,Rural Franklin,,
Glendhu/Glenfield,St Helliers/Glendowie,7224.0,45.456
Glendhu/Glenfield,St Johns,6569.0,42.13
Glendhu/Glenfield,St Lukes/Sandringham,4995.0,31.994
Glendhu/Glenfield,Sunnynook/Westlake,733.0,4.956
Glendhu/Glenfield,Takanini/Ardmore,9093.0,59.766
Glendhu/Glenfield,Takapuna,1141.0,7.803
Glendhu/Glenfield,Te Atatu,3433.0,21.695
Glendhu/Glenfield,Te Atatu Peninsula,3864.0,24.402
Glendhu/Glenfield,Three Kings,5132.0,32.831
Glendhu/Glenfield,Titirangi,5084.0,31.916
Glendhu/Glenfield,Torbay,1986.0,13.242
Glendhu/Glenfield,Waiheke Island,10589.0,71.344
Glendhu/Glenfield,Wairau Park/Glenfield North,432.0,2.679
Glendhu/Glenfield,Waiuku,,
Glendhu/Glenfield,Waterview/Avondale Heights,4547.0,28.796
Glendhu/Glenfield,Wattle Downs/Conifer Grove,8795.0,57.954
Glendhu/Glenfield,Wellsford/Warkworth/Helensville,,
Glendhu/Glenfield,West Harbour,2034.0,12.683
Glendhu/Glenfield,Western Beaches/Rural,6089.0,34.912
Glendhu/Glenfield,Western Springs/Morningside,4790.0,30.537
Glendhu/Glenfield,Westmere/Surrey Crescent,4814.0,30.694
Glendhu/Glenfield,Weymouth,8496.0,55.303
Greenhithe/Unsworth Heights,Albany,1106.0,7.569
Greenhithe/Unsworth Heights,Avondale,3720.0,24.058
Greenhithe/Unsworth Heights,Balmoral,4558.0,29.225
Greenhithe/Unsworth Heights,Beachhaven/Birkdale,1202.0,7.686
Greenhithe/Unsworth Heights,Blockhouse Bay/New Windsor,4163.0,27.037
Greenhithe/Unsworth Heights,Botony Downs,7133.0,47.236
Greenhithe/Unsworth Heights,Browns Bay,1409.0,9.313
Greenhithe/Unsworth Heights,Bucklands Beach,7065.0,46.808
Greenhithe/Unsworth Heights,Central East,4856.0,30.438
Greenhithe/Unsworth Heights,Central West,4785.0,30.186
Greenhithe/Unsworth Heights,Chatswood/Birkenhead/Northcote Point,1321.0,8.289
Greenhithe/Unsworth Heights,Dannemora,7167.0,47.256
Greenhithe/Unsworth Heights,Devonport,2028.0,13.922
Greenhithe/Unsworth Heights,East Coast Bays,1223.0,7.778
Greenhithe/Unsworth Heights,Eden Terrace,4535.0,28.591
Greenhithe/Unsworth Heights,Ellerslie,5440.0,35.084
Greenhithe/Unsworth Heights,Epsom,4846.0,30.847
Greenhithe/Unsworth Heights,Glen Eden,3570.0,23.183
Greenhithe/Unsworth Heights,Glen Innes/Pt England/Wai O Taiki,6734.0,42.697
Greenhithe/Unsworth Heights,Glendene,3332.0,21.234
Greenhithe/Unsworth Heights,Glendhu/Glenfield,799.0,5.126
Greenhithe/Unsworth Heights,Greenhithe/Unsworth Heights,0.0,0.0
Greenhithe/Unsworth Heights,Grey Lynn/Arch Hill,4242.0,26.932
Greenhithe/Unsworth Heights,Gulf Harbour,6200.0,40.762
Greenhithe/Unsworth Heights,Half Moon Bay/Farm Cove,6548.0,43.197
Greenhithe/Unsworth Heights,Henderson,2861.0,18.439
Greenhithe/Unsworth Heights,Herne Bay/St Marys,4439.0,28.346
Greenhithe/Unsworth Heights,Highland Park,6774.0,44.71
Greenhithe/Unsworth Heights,Hillcrest/Northcote,1068.0,6.94
Greenhithe/Unsworth Heights,Hillsborough,4846.0,31.006
Greenhithe/Unsworth Heights,Howick,7179.0,47.3
Greenhithe/Unsworth Heights,Kelston,3615.0,23.188
Greenhithe/Unsworth Heights,Kingsland,4307.0,27.197
Greenhithe/Unsworth Heights,Kohimarama,6305.0,39.65
Greenhithe/Unsworth Heights,Lynfield,4711.0,30.386
Greenhithe/Unsworth Heights,Mangere,6072.0,39.385
Greenhithe/Unsworth Heights,Mangere Bridge/Airport,5806.0,37.672
Greenhithe/Unsworth Heights,Mangere East,6441.0,41.831
Greenhithe/Unsworth Heights,Manukau Central,7169.0,46.825
Greenhithe/Unsworth Heights,Manukau Heights and Manurewa Heights,7569.0,49.082
Greenhithe/Unsworth Heights,Manurewa North,7747.0,50.978
Greenhithe/Unsworth Heights,Maraetai/Clevedon,9352.0,60.176
Greenhithe/Unsworth Heights,Massey/Royal Heights,2107.0,13.32
Greenhithe/Unsworth Heights,Meadowbank,5669.0,36.742
Greenhithe/Unsworth Heights,Mission Bay/Orakei,5993.0,37.55
Greenhithe/Unsworth Heights,Mt Albert/Owairaka,4008.0,25.302
Greenhithe/Unsworth Heights,Mt Eden,4483.0,28.325
Greenhithe/Unsworth Heights,Mt Roskill/Wesley,4498.0,28.833
Greenhithe/Unsworth Heights,Mt Wellington,5676.0,36.93
Greenhithe/Unsworth Heights,Mt Wellington North,5684.0,36.982
Greenhithe/Unsworth Heights,New Lynn,4046.0,26.194
Greenhithe/Unsworth Heights,Newmarket,5006.0,31.41
Greenhithe/Unsworth Heights,Newton/Grafton,4591.0,28.728
Greenhithe/Unsworth Heights,North Harbour/Pine Hill,1026.0,6.562
Greenhithe/Unsworth Heights,Onehunga/Oranga/Te Papapa,5071.0,32.655
Greenhithe/Unsworth Heights,Orewa/Whangaparaoa,,
Greenhithe/Unsworth Heights,Otahuhu,6167.0,40.098
Greenhithe/Unsworth Heights,Otara,6892.0,45.143
Greenhithe/Unsworth Heights,Pakuranga,6334.0,41.608
Greenhithe/Unsworth Heights,Panmure,5944.0,38.867
Greenhithe/Unsworth Heights,Papakura/Drury/Karaka,,
Greenhithe/Unsworth Heights,Papatoetoe North,6589.0,43.054
Greenhithe/Unsworth Heights,Papatoetoe South,6778.0,44.403
Greenhithe/Unsworth Heights,Papatoetoe West,6678.0,43.528
Greenhithe/Unsworth Heights,Parnell,5090.0,32.258
Greenhithe/Unsworth Heights,Penrose/Mt Wellington South,5894.0,38.339
Greenhithe/Unsworth Heights,Ponsonby/Freemans Bay,4443.0,28.353
Greenhithe/Unsworth Heights,Pt Chevalier,3771.0,24.0
Greenhithe/Unsworth Heights,Pukekohe/Tuakau,,
Greenhithe/Unsworth Heights,Ranui,2926.0,18.577
Greenhithe/Unsworth Heights,Remuera,5381.0,34.682
Greenhithe/Unsworth Heights,Remuera South/Meadowbank South,5585.0,35.789
Greenhithe/Unsworth Heights,Rewiti/Kumeu/Riverhead,3115.0,19.364
Greenhithe/Unsworth Heights,Rothesay/Murrays/Mairangi Bays,1187.0,7.951
Greenhithe/Unsworth Heights,Royal Oak/One Tree Hill,5080.0,32.306
Greenhithe/Unsworth Heights,Rural Franklin,,
Greenhithe/Unsworth Heights,St Helliers/Glendowie,6562.0,41.273
Greenhithe/Unsworth Heights,St Johns,5907.0,37.947
Greenhithe/Unsworth Heights,St Lukes/Sandringham,4333.0,27.811
Greenhithe/Unsworth Heights,Sunnynook/Westlake,1001.0,6.641
Greenhithe/Unsworth Heights,Takanini/Ardmore,8431.0,55.583
Greenhithe/Unsworth Heights,Takapuna,1522.0,10.164
Greenhithe/Unsworth Heights,Te Atatu,2771.0,17.512
Greenhithe/Unsworth Heights,Te Atatu Peninsula,3269.0,20.707
Greenhithe/Unsworth Heights,Three Kings,4469.0,28.648
Greenhithe/Unsworth Heights,Titirangi,4422.0,27.733
Greenhithe/Unsworth Heights,Torbay,1670.0,11.426
Greenhithe/Unsworth Heights,Waiheke Island,9926.0,67.161
Greenhithe/Unsworth Heights,Wairau Park/Glenfield North,616.0,3.89
Greenhithe/Unsworth Heights,Waiuku,,
Greenhithe/Unsworth Heights,Waterview/Avondale Heights,3885.0,24.613
Greenhithe/Unsworth Heights,Wattle Downs/Conifer Grove,8133.0,53.771
Greenhithe/Unsworth Heights,Wellsford/Warkworth/Helensville,,
Greenhithe/Unsworth Heights,West Harbour,1372.0,8.5
Greenhithe/Unsworth Heights,Western Beaches/Rural,5427.0,30.729
Greenhithe/Unsworth Heights,Western Springs/Morningside,4128.0,26.354
Greenhithe/Unsworth Heights,Westmere/Surrey Crescent,4152.0,26.511
Greenhithe/Unsworth Heights,Weymouth,7834.0,51.12
Grey Lynn/Arch Hill,Albany,5513.0,35.491
Grey Lynn/Arch Hill,Avondale,1107.0,7.309
Grey Lynn/Arch Hill,Balmoral,820.0,5.018
Grey Lynn/Arch Hill,Beachhaven/Birkdale,5512.0,35.293
Grey Lynn/Arch Hill,Blockhouse Bay/New Windsor,1372.0,9.35
Grey Lynn/Arch Hill,Botony Downs,3246.0,21.795
Grey Lynn/Arch Hill,Browns Bay,5841.0,37.632
Grey Lynn/Arch Hill,Bucklands Beach,3178.0,21.367
Grey Lynn/Arch Hill,Central East,697.0,3.885
Grey Lynn/Arch Hill,Central West,533.0,2.937
Grey Lynn/Arch Hill,Chatswood/Birkenhead/Northcote Point,5631.0,35.896
Grey Lynn/Arch Hill,Dannemora,3280.0,21.815
Grey Lynn/Arch Hill,Devonport,6338.0,41.529
Grey Lynn/Arch Hill,East Coast Bays,5533.0,35.385
Grey Lynn/Arch Hill,Eden Terrace,519.0,3.045
Grey Lynn/Arch Hill,Ellerslie,1604.0,10.135
Grey Lynn/Arch Hill,Epsom,1008.0,5.832
Grey Lynn/Arch Hill,Glen Eden,2154.0,14.036
Grey Lynn/Arch Hill,Glen Innes/Pt England/Wai O Taiki,2498.0,16.241
Grey Lynn/Arch Hill,Glendene,1967.0,12.916
Grey Lynn/Arch Hill,Glendhu/Glenfield,5109.0,32.733
Grey Lynn/Arch Hill,Greenhithe/Unsworth Heights,4475.0,28.515
Grey Lynn/Arch Hill,Grey Lynn/Arch Hill,0.0,0.0
Grey Lynn/Arch Hill,Gulf Harbour,10610.0,69.351
Grey Lynn/Arch Hill,Half Moon Bay/Farm Cove,2661.0,17.756
Grey Lynn/Arch Hill,Henderson,2149.0,14.059
Grey Lynn/Arch Hill,Herne Bay/St Marys,313.0,1.974
Grey Lynn/Arch Hill,Highland Park,2887.0,19.269
Grey Lynn/Arch Hill,Hillcrest/Northcote,5378.0,34.547
Grey Lynn/Arch Hill,Hillsborough,1584.0,10.183
Grey Lynn/Arch Hill,Howick,3292.0,21.859
Grey Lynn/Arch Hill,Kelston,1680.0,10.992
Grey Lynn/Arch Hill,Kingsland,439.0,2.443
Grey Lynn/Arch Hill,Kohimarama,2068.0,13.194
Grey Lynn/Arch Hill,Lynfield,1449.0,9.563
Grey Lynn/Arch Hill,Mangere,2512.0,16.414
Grey Lynn/Arch Hill,Mangere Bridge/Airport,2247.0,14.701
Grey Lynn/Arch Hill,Mangere East,2718.0,18.025
Grey Lynn/Arch Hill,Manukau Central,3350.0,22.256
Grey Lynn/Arch Hill,Manukau Heights and Manurewa Heights,3750.0,24.513
Grey Lynn/Arch Hill,Manurewa North,3928.0,26.409
Grey Lynn/Arch Hill,Maraetai/Clevedon,5533.0,35.607
Grey Lynn/Arch Hill,Massey/Royal Heights,2106.0,13.621
Grey Lynn/Arch Hill,Meadowbank,1791.0,11.274
Grey Lynn/Arch Hill,Mission Bay/Orakei,1757.0,11.094
Grey Lynn/Arch Hill,Mt Albert/Owairaka,844.0,5.196
Grey Lynn/Arch Hill,Mt Eden,595.0,3.431
Grey Lynn/Arch Hill,Mt Roskill/Wesley,1236.0,8.01
Grey Lynn/Arch Hill,Mt Wellington,1846.0,11.86
Grey Lynn/Arch Hill,Mt Wellington North,1810.0,11.632
Grey Lynn/Arch Hill,New Lynn,1469.0,9.736
Grey Lynn/Arch Hill,Newmarket,847.0,4.857
Grey Lynn/Arch Hill,Newton/Grafton,531.0,2.851
Grey Lynn/Arch Hill,North Harbour/Pine Hill,5336.0,34.169
Grey Lynn/Arch Hill,Onehunga/Oranga/Te Papapa,1511.0,9.684
Grey Lynn/Arch Hill,Orewa/Whangaparaoa,,
Grey Lynn/Arch Hill,Otahuhu,2347.0,15.529
Grey Lynn/Arch Hill,Otara,3073.0,20.574
Grey Lynn/Arch Hill,Pakuranga,2447.0,16.167
Grey Lynn/Arch Hill,Panmure,2057.0,13.426
Grey Lynn/Arch Hill,Papakura/Drury/Karaka,4904.0,33.241
Grey Lynn/Arch Hill,Papatoetoe North,2770.0,18.485
Grey Lynn/Arch Hill,Papatoetoe South,2958.0,19.834
Grey Lynn/Arch Hill,Papatoetoe West,3070.0,20.369
Grey Lynn/Arch Hill,Parnell,931.0,5.705
Grey Lynn/Arch Hill,Penrose/Mt Wellington South,2057.0,13.39
Grey Lynn/Arch Hill,Ponsonby/Freemans Bay,266.0,1.717
Grey Lynn/Arch Hill,Pt Chevalier,621.0,4.114
Grey Lynn/Arch Hill,Pukekohe/Tuakau,8741.0,58.308
Grey Lynn/Arch Hill,Ranui,2334.0,15.066
Grey Lynn/Arch Hill,Remuera,1225.0,7.538
Grey Lynn/Arch Hill,Remuera South/Meadowbank South,1604.0,10.07
Grey Lynn/Arch Hill,Rewiti/Kumeu/Riverhead,4333.0,27.312
Grey Lynn/Arch Hill,Rothesay/Murrays/Mairangi Bays,5497.0,35.558
Grey Lynn/Arch Hill,Royal Oak/One Tree Hill,1390.0,8.487
Grey Lynn/Arch Hill,Rural Franklin,9212.0,61.429
Grey Lynn/Arch Hill,St Helliers/Glendowie,2326.0,14.817
Grey Lynn/Arch Hill,St Johns,1924.0,12.268
Grey Lynn/Arch Hill,St Lukes/Sandringham,773.0,4.942
Grey Lynn/Arch Hill,Sunnynook/Westlake,5311.0,34.248
Grey Lynn/Arch Hill,Takanini/Ardmore,4612.0,31.014
Grey Lynn/Arch Hill,Takapuna,5832.0,37.771
Grey Lynn/Arch Hill,Te Atatu,1655.0,10.689
Grey Lynn/Arch Hill,Te Atatu Peninsula,1912.0,12.362
Grey Lynn/Arch Hill,Three Kings,901.0,5.752
Grey Lynn/Arch Hill,Titirangi,2347.0,14.366
Grey Lynn/Arch Hill,Torbay,6078.0,39.348
Grey Lynn/Arch Hill,Waiheke Island,6039.0,41.72
Grey Lynn/Arch Hill,Wairau Park/Glenfield North,4927.0,31.497
Grey Lynn/Arch Hill,Waiuku,11870.0,79.208
Grey Lynn/Arch Hill,Waterview/Avondale Heights,919.0,5.873
Grey Lynn/Arch Hill,Wattle Downs/Conifer Grove,4314.0,29.202
Grey Lynn/Arch Hill,Wellsford/Warkworth/Helensville,,
Grey Lynn/Arch Hill,West Harbour,3098.0,20.108
Grey Lynn/Arch Hill,Western Beaches/Rural,5650.0,32.318
Grey Lynn/Arch Hill,Western Springs/Morningside,584.0,3.715
Grey Lynn/Arch Hill,Westmere/Surrey Crescent,325.0,2.183
Grey Lynn/Arch Hill,Weymouth,4198.0,27.815
Gulf Harbour,Albany,5511.0,36.414
Gulf Harbour,Avondale,10199.0,66.861
Gulf Harbour,Balmoral,,
Gulf Harbour,Beachhaven/Birkdale,7010.0,45.819
Gulf Harbour,Blockhouse Bay/New Windsor,10642.0,69.84
Gulf Harbour,Botony Downs,,
Gulf Harbour,Browns Bay,6051.0,39.707
Gulf Harbour,Bucklands Beach,,
Gulf Harbour,Central East,,
Gulf Harbour,Central West,,
Gulf Harbour,Chatswood/Birkenhead/Northcote Point,7130.0,46.422
Gulf Harbour,Dannemora,,
Gulf Harbour,Devonport,7754.0,51.609
Gulf Harbour,East Coast Bays,6584.0,43.455
Gulf Harbour,Eden Terrace,,
Gulf Harbour,Ellerslie,,
Gulf Harbour,Epsom,,
Gulf Harbour,Glen Eden,10052.0,65.586
Gulf Harbour,Glen Innes/Pt England/Wai O Taiki,,
Gulf Harbour,Glendene,10677.0,69.46
Gulf Harbour,Glendhu/Glenfield,6608.0,43.259
Gulf Harbour,Greenhithe/Unsworth Heights,6197.0,40.583
Gulf Harbour,Grey Lynn/Arch Hill,10721.0,69.735
Gulf Harbour,Gulf Harbour,0.0,0.0
Gulf Harbour,Half Moon Bay/Farm Cove,,
Gulf Harbour,Henderson,9311.0,60.749
Gulf Harbour,Herne Bay/St Marys,10919.0,71.149
Gulf Harbour,Highland Park,,
Gulf Harbour,Hillcrest/Northcote,6877.0,45.073
Gulf Harbour,Hillsborough,,
Gulf Harbour,Howick,,
Gulf Harbour,Kelston,10090.0,65.803
Gulf Harbour,Kingsland,,
Gulf Harbour,Kohimarama,,
Gulf Harbour,Lynfield,,
Gulf Harbour,Mangere,,
Gulf Harbour,Mangere Bridge/Airport,,
Gulf Harbour,Mangere East,,
Gulf Harbour,Manukau Central,,
Gulf Harbour,Manukau Heights and Manurewa Heights,,
Gulf Harbour,Manurewa North,,
Gulf Harbour,Maraetai/Clevedon,,
Gulf Harbour,Massey/Royal Heights,8586.0,56.123
Gulf Harbour,Meadowbank,,
Gulf Harbour,Mission Bay/Orakei,,
Gulf Harbour,Mt Albert/Owairaka,10487.0,68.105
Gulf Harbour,Mt Eden,,
Gulf Harbour,Mt Roskill/Wesley,,
Gulf Harbour,Mt Wellington,,
Gulf Harbour,Mt Wellington North,,
Gulf Harbour,New Lynn,10345.0,67.782
Gulf Harbour,Newmarket,,
Gulf Harbour,Newton/Grafton,,
Gulf Harbour,North Harbour/Pine Hill,5923.0,38.768
Gulf Harbour,Onehunga/Oranga/Te Papapa,,
Gulf Harbour,Orewa/Whangaparaoa,,
Gulf Harbour,Otahuhu,,
Gulf Harbour,Otara,,
Gulf Harbour,Pakuranga,,
Gulf Harbour,Panmure,,
Gulf Harbour,Papakura/Drury/Karaka,,
Gulf Harbour,Papatoetoe North,,
Gulf Harbour,Papatoetoe South,,
Gulf Harbour,Papatoetoe West,,
Gulf Harbour,Parnell,,
Gulf Harbour,Penrose/Mt Wellington South,,
Gulf Harbour,Ponsonby/Freemans Bay,10922.0,71.156
Gulf Harbour,Pt Chevalier,10250.0,66.803
Gulf Harbour,Pukekohe/Tuakau,,
Gulf Harbour,Ranui,8940.0,58.156
Gulf Harbour,Remuera,,
Gulf Harbour,Remuera South/Meadowbank South,,
Gulf Harbour,Rewiti/Kumeu/Riverhead,6940.0,44.824
Gulf Harbour,Rothesay/Murrays/Mairangi Bays,6153.0,40.574
Gulf Harbour,Royal Oak/One Tree Hill,,
Gulf Harbour,Rural Franklin,,
Gulf Harbour,St Helliers/Glendowie,,
Gulf Harbour,St Johns,,
Gulf Harbour,St Lukes/Sandringham,,
Gulf Harbour,Sunnynook/Westlake,6544.0,43.232
Gulf Harbour,Takanini/Ardmore,,
Gulf Harbour,Takapuna,7247.0,47.851
Gulf Harbour,Te Atatu,9250.0,60.315
Gulf Harbour,Te Atatu Peninsula,10494.0,68.4
Gulf Harbour,Three Kings,,
Gulf Harbour,Titirangi,13846.0,85.592
Gulf Harbour,Torbay,6014.0,39.426
Gulf Harbour,Waiheke Island,,
Gulf Harbour,Wairau Park/Glenfield North,6425.0,42.023
Gulf Harbour,Waiuku,,
Gulf Harbour,Waterview/Avondale Heights,10364.0,67.416
Gulf Harbour,Wattle Downs/Conifer Grove,,
Gulf Harbour,Wellsford/Warkworth/Helensville,,
Gulf Harbour,West Harbour,7398.0,48.175
Gulf Harbour,Western Beaches/Rural,11264.0,70.018
Gulf Harbour,Western Springs/Morningside,10607.0,69.157
Gulf Harbour,Westmere/Surrey Crescent,10631.0,69.314
Gulf Harbour,Weymouth,,
Half Moon Bay/Farm Cove,Albany,7791.0,51.39
Half Moon Bay/Farm Cove,Avondale,3211.0,21.928
Half Moon Bay/Farm Cove,Balmoral,2249.0,15.088
Half Moon Bay/Farm Cove,Beachhaven/Birkdale,7887.0,51.507
Half Moon Bay/Farm Cove,Blockhouse Bay/New Windsor,3235.0,21.636
Half Moon Bay/Farm Cove,Botony Downs,728.0,4.974
Half Moon Bay/Farm Cove,Browns Bay,8095.0,53.134
Half Moon Bay/Farm Cove,Bucklands Beach,577.0,3.916
Half Moon Bay/Farm Cove,Central East,2631.0,17.174
Half Moon Bay/Farm Cove,Central West,2666.0,17.452
Half Moon Bay/Farm Cove,Chatswood/Birkenhead/Northcote Point,8007.0,52.11
Half Moon Bay/Farm Cove,Dannemora,1009.0,6.804
Half Moon Bay/Farm Cove,Devonport,8714.0,57.743
Half Moon Bay/Farm Cove,East Coast Bays,7909.0,51.599
Half Moon Bay/Farm Cove,Eden Terrace,2397.0,15.822
Half Moon Bay/Farm Cove,Ellerslie,1322.0,8.816
Half Moon Bay/Farm Cove,Epsom,1980.0,13.008
Half Moon Bay/Farm Cove,Glen Eden,4139.0,27.938
Half Moon Bay/Farm Cove,Glen Innes/Pt England/Wai O Taiki,1162.0,7.936
Half Moon Bay/Farm Cove,Glendene,4071.0,27.535
Half Moon Bay/Farm Cove,Glendhu/Glenfield,7485.0,48.947
Half Moon Bay/Farm Cove,Greenhithe/Unsworth Heights,6851.0,44.729
Half Moon Bay/Farm Cove,Grey Lynn/Arch Hill,2737.0,18.085
Half Moon Bay/Farm Cove,Gulf Harbour,12986.0,85.565
Half Moon Bay/Farm Cove,Half Moon Bay/Farm Cove,0.0,0.0
Half Moon Bay/Farm Cove,Henderson,4525.0,30.273
Half Moon Bay/Farm Cove,Herne Bay/St Marys,2904.0,19.26
Half Moon Bay/Farm Cove,Highland Park,328.0,2.098
Half Moon Bay/Farm Cove,Hillcrest/Northcote,7754.0,50.761
Half Moon Bay/Farm Cove,Hillsborough,2438.0,16.162
Half Moon Bay/Farm Cove,Howick,734.0,4.688
Half Moon Bay/Farm Cove,Kelston,3668.0,24.903
Half Moon Bay/Farm Cove,Kingsland,2607.0,17.398
Half Moon Bay/Farm Cove,Kohimarama,1597.0,10.919
Half Moon Bay/Farm Cove,Lynfield,2796.0,18.775
Half Moon Bay/Farm Cove,Mangere,2302.0,15.556
Half Moon Bay/Farm Cove,Mangere Bridge/Airport,2286.0,15.6
Half Moon Bay/Farm Cove,Mangere East,1997.0,13.603
Half Moon Bay/Farm Cove,Manukau Central,1858.0,12.387
Half Moon Bay/Farm Cove,Manukau Heights and Manurewa Heights,2090.0,13.66
Half Moon Bay/Farm Cove,Manurewa North,2435.0,16.54
Half Moon Bay/Farm Cove,Maraetai/Clevedon,2809.0,17.077
Half Moon Bay/Farm Cove,Massey/Royal Heights,4482.0,29.835
Half Moon Bay/Farm Cove,Meadowbank,1571.0,10.488
Half Moon Bay/Farm Cove,Mission Bay/Orakei,1820.0,12.3
Half Moon Bay/Farm Cove,Mt Albert/Owairaka,2803.0,18.713
Half Moon Bay/Farm Cove,Mt Eden,2367.0,15.709
Half Moon Bay/Farm Cove,Mt Roskill/Wesley,2583.0,17.222
Half Moon Bay/Farm Cove,Mt Wellington,1111.0,7.519
Half Moon Bay/Farm Cove,Mt Wellington North,946.0,6.427
Half Moon Bay/Farm Cove,New Lynn,3454.0,23.638
Half Moon Bay/Farm Cove,Newmarket,1924.0,12.839
Half Moon Bay/Farm Cove,Newton/Grafton,2411.0,15.644
Half Moon Bay/Farm Cove,North Harbour/Pine Hill,7712.0,50.383
Half Moon Bay/Farm Cove,Onehunga/Oranga/Te Papapa,1778.0,11.904
Half Moon Bay/Farm Cove,Orewa/Whangaparaoa,,
Half Moon Bay/Farm Cove,Otahuhu,1479.0,10.061
Half Moon Bay/Farm Cove,Otara,1313.0,8.932
Half Moon Bay/Farm Cove,Pakuranga,368.0,2.355
Half Moon Bay/Farm Cove,Panmure,729.0,4.916
Half Moon Bay/Farm Cove,Papakura/Drury/Karaka,3411.0,23.372
Half Moon Bay/Farm Cove,Papatoetoe North,1670.0,11.207
Half Moon Bay/Farm Cove,Papatoetoe South,1753.0,12.007
Half Moon Bay/Farm Cove,Papatoetoe West,2004.0,13.449
Half Moon Bay/Farm Cove,Parnell,2264.0,15.385
Half Moon Bay/Farm Cove,Penrose/Mt Wellington South,1051.0,7.16
Half Moon Bay/Farm Cove,Ponsonby/Freemans Bay,2752.0,18.247
Half Moon Bay/Farm Cove,Pt Chevalier,3179.0,20.98
Half Moon Bay/Farm Cove,Pukekohe/Tuakau,7248.0,48.439
Half Moon Bay/Farm Cove,Ranui,4709.0,31.28
Half Moon Bay/Farm Cove,Remuera,1725.0,11.596
Half Moon Bay/Farm Cove,Remuera South/Meadowbank South,1341.0,8.966
Half Moon Bay/Farm Cove,Rewiti/Kumeu/Riverhead,6709.0,43.526
Half Moon Bay/Farm Cove,Rothesay/Murrays/Mairangi Bays,7872.0,51.772
Half Moon Bay/Farm Cove,Royal Oak/One Tree Hill,2134.0,13.787
Half Moon Bay/Farm Cove,Rural Franklin,7719.0,51.56
Half Moon Bay/Farm Cove,St Helliers/Glendowie,1512.0,10.266
Half Moon Bay/Farm Cove,St Johns,1243.0,8.411
Half Moon Bay/Farm Cove,St Lukes/Sandringham,2439.0,16.45
Half Moon Bay/Farm Cove,Sunnynook/Westlake,7687.0,50.462
