au2001,au_name,territory,region,rental_area
553302,Kahui,South Taranaki District,Taranaki,Rural South Taranaki
553400,Kaponga,South Taranaki District,Taranaki,Rural South Taranaki
553500,Mangatoki-Moeroa,South Taranaki District,Taranaki,Rural South Taranaki
553601,Eltham,South Taranaki District,Taranaki,Rural South Taranaki
553700,Kapuni,South Taranaki District,Taranaki,Rural South Taranaki
553800,Manaia,South Taranaki District,Taranaki,Rural South Taranaki
553900,Normanby,South Taranaki District,Taranaki,Hawera
554010,Hawera North,South Taranaki District,Taranaki,Hawera
554020,Hawera South,South Taranaki District,Taranaki,Hawera
554111,Ohawe Beach,South Taranaki District,Taranaki,Hawera
554113,Tawhiti,South Taranaki District,Taranaki,Hawera
554114,Waingongoro,South Taranaki District,Taranaki,Hawera
554115,Hawera West,South Taranaki District,Taranaki,Hawera
554120,Ohangai,South Taranaki District,Taranaki,Rural South Taranaki
554130,Okaiawa,South Taranaki District,Taranaki,Rural South Taranaki
554300,Waitotara,South Taranaki District,Taranaki,Rural South Taranaki
554400,Whenuakura,South Taranaki District,Taranaki,Rural South Taranaki
554500,Makakaho,South Taranaki District,Taranaki,Rural South Taranaki
554700,Patea,South Taranaki District,Taranaki,Rural South Taranaki
554800,Waverley,South Taranaki District,Taranaki,Rural South Taranaki
554900,Tangiwai,Ruapehu District,Manawatu-Wanganui,Ruapehu
555000,Ohakune,Ruapehu District,Manawatu-Wanganui,Ruapehu
555100,Raetihi,Ruapehu District,Manawatu-Wanganui,Ruapehu
555200,Otamatea,Wanganui District,Manawatu-Wanganui,Wanganui
555300,Blueskin,Wanganui District,Manawatu-Wanganui,Wanganui
555400,Maxwell,Wanganui District,Manawatu-Wanganui,Wanganui
555700,Castlecliff North,Wanganui District,Manawatu-Wanganui,Wanganui
555800,Castlecliff South,Wanganui District,Manawatu-Wanganui,Wanganui
555900,Mosston,Wanganui District,Manawatu-Wanganui,Wanganui
556000,Balgownie,Wanganui District,Manawatu-Wanganui,Wanganui
556100,Tawhero,Wanganui District,Manawatu-Wanganui,Wanganui
556200,Gonville South,Wanganui District,Manawatu-Wanganui,Wanganui
556300,Gonville East,Wanganui District,Manawatu-Wanganui,Wanganui
556400,Gonville West,Wanganui District,Manawatu-Wanganui,Wanganui
556500,Springvale West,Wanganui District,Manawatu-Wanganui,Wanganui
556600,Springvale East,Wanganui District,Manawatu-Wanganui,Wanganui
556700,Wanganui Collegiate,Wanganui District,Manawatu-Wanganui,Wanganui
556800,Laird Park,Wanganui District,Manawatu-Wanganui,Wanganui
556900,Wanganui Central,Wanganui District,Manawatu-Wanganui,Wanganui
557000,Spriggens Park,Wanganui District,Manawatu-Wanganui,Wanganui
557100,Cooks Gardens,Wanganui District,Manawatu-Wanganui,Wanganui
557200,St Johns Hill,Wanganui District,Manawatu-Wanganui,Wanganui
557300,Lower Aramoho,Wanganui District,Manawatu-Wanganui,Wanganui
557400,Upper Aramoho,Wanganui District,Manawatu-Wanganui,Wanganui
557500,Williams Domain,Wanganui District,Manawatu-Wanganui,Wanganui
557600,Wembley Park,Wanganui District,Manawatu-Wanganui,Wanganui
557700,Kowhai Park,Wanganui District,Manawatu-Wanganui,Wanganui
557800,Bastia Hill,Wanganui District,Manawatu-Wanganui,Wanganui
557900,Durie Hill,Wanganui District,Manawatu-Wanganui,Wanganui
558100,Putiki,Wanganui District,Manawatu-Wanganui,Wanganui
558200,Marybank-Gordon Park,Wanganui District,Manawatu-Wanganui,Wanganui
558300,Fordell-Kakatahi,Wanganui District,Manawatu-Wanganui,Wanganui
558500,Waiouru,Ruapehu District,Manawatu-Wanganui,Ruapehu
558600,Mangaweka,Rangitikei District,Manawatu-Wanganui,Rangitikei
558700,Hunterville,Rangitikei District,Manawatu-Wanganui,Rangitikei
558800,Ratana Community,Rangitikei District,Manawatu-Wanganui,Rangitikei
558900,Bulls,Rangitikei District,Manawatu-Wanganui,Rangitikei
559000,Ngamatea,Rangitikei District,Manawatu-Wanganui,Rangitikei
559210,Moawhango,Rangitikei District,Manawatu-Wanganui,Rangitikei
559220,Pohonui-Porewa,Rangitikei District,Manawatu-Wanganui,Rangitikei
559230,Lake Alice,Rangitikei District,Manawatu-Wanganui,Rangitikei
559240,Koitiata,Rangitikei District,Manawatu-Wanganui,Rangitikei
559400,Taihape,Rangitikei District,Manawatu-Wanganui,Rangitikei
559500,Marton,Rangitikei District,Manawatu-Wanganui,Rangitikei
559700,Kiwitea,Manawatu District,Manawatu-Wanganui,Manawatu
560000,Pohangina,Manawatu District,Manawatu-Wanganui,Manawatu
560200,Ashhurst,Palmerston North City,Manawatu-Wanganui,Massey/Linton/Ashhurst
560301,Stoney Creek,Manawatu District,Manawatu-Wanganui,Manawatu
560302,Whakarongo,Palmerston North City,Manawatu-Wanganui,Massey/Linton/Ashhurst
560411,Oroua Bridge,Manawatu District,Manawatu-Wanganui,Manawatu
560412,Maewa,Manawatu District,Manawatu-Wanganui,Manawatu
560421,Halcombe,Manawatu District,Manawatu-Wanganui,Manawatu
560422,Tokorangi-Hiwinui,Manawatu District,Manawatu-Wanganui,Manawatu
560710,Feilding North,Manawatu District,Manawatu-Wanganui,Manawatu
560720,Feilding West,Manawatu District,Manawatu-Wanganui,Manawatu
560730,Feilding Central,Manawatu District,Manawatu-Wanganui,Manawatu
560740,Feilding East,Manawatu District,Manawatu-Wanganui,Manawatu
560900,Sanson,Manawatu District,Manawatu-Wanganui,Manawatu
561000,Rongotea,Manawatu District,Manawatu-Wanganui,Manawatu
561100,Tangimoana,Manawatu District,Manawatu-Wanganui,Manawatu
561200,Himatangi Beach,Manawatu District,Manawatu-Wanganui,Manawatu
561300,Foxton Beach,Horowhenua District,Manawatu-Wanganui,Horowhenua
561410,Rakiraki,Manawatu District,Manawatu-Wanganui,Manawatu
561421,Ohakea,Manawatu District,Manawatu-Wanganui,Manawatu
561422,Oroua Downs-Waitohi,Manawatu District,Manawatu-Wanganui,Manawatu
561500,Moutoa,Horowhenua District,Manawatu-Wanganui,Horowhenua
561700,Foxton,Horowhenua District,Manawatu-Wanganui,Horowhenua
561811,Kairanga,Manawatu District,Manawatu-Wanganui,Manawatu
561812,Longburn,Manawatu District,Manawatu-Wanganui,Manawatu
561813,Massey University,Palmerston North City,Manawatu-Wanganui,Massey/Linton/Ashhurst
561820,Linton Military Camp,Palmerston North City,Manawatu-Wanganui,Massey/Linton/Ashhurst
561901,Kauwhata,Manawatu District,Manawatu-Wanganui,Manawatu
561902,Turitea,Palmerston North City,Manawatu-Wanganui,Massey/Linton/Ashhurst
562100,Milson,Palmerston North City,Manawatu-Wanganui,Takaro/Cloverlea/Milson
562200,Kelvin Grove,Palmerston North City,Manawatu-Wanganui,Kelvin Grove/Roslyn
562310,Takaro,Palmerston North City,Manawatu-Wanganui,Takaro/Cloverlea/Milson
562320,Cloverlea,Palmerston North City,Manawatu-Wanganui,Takaro/Cloverlea/Milson
562401,Palmerston North Hospital,Palmerston North City,Manawatu-Wanganui,Hospital/Papaeoia
562402,Papaeoia,Palmerston North City,Manawatu-Wanganui,Hospital/Papaeoia
562500,Roslyn,Palmerston North City,Manawatu-Wanganui,Kelvin Grove/Roslyn
562600,Terrace End,Palmerston North City,Manawatu-Wanganui,Terrace End/Hokowhitu East
562710,Highbury,Palmerston North City,Manawatu-Wanganui,Highbury/Westbrook
562720,Westbrook,Palmerston North City,Manawatu-Wanganui,Highbury/Westbrook
562800,Palmerston North Central,Palmerston North City,Manawatu-Wanganui,Palmerston North Central
562910,Awapuni North,Palmerston North City,Manawatu-Wanganui,Awapuni North and West
562921,Awapuni West,Palmerston North City,Manawatu-Wanganui,Awapuni North and West
562922,Awapuni South,Palmerston North City,Manawatu-Wanganui,Awapuni South/Westend
563000,West End,Palmerston North City,Manawatu-Wanganui,Awapuni South/Westend
563101,Hokowhitu West,Palmerston North City,Manawatu-Wanganui,Hokowhitu West and Lagoon
563102,Hokowhitu Lagoon,Palmerston North City,Manawatu-Wanganui,Hokowhitu West and Lagoon
563200,Hokowhitu East,Palmerston North City,Manawatu-Wanganui,Terrace End/Hokowhitu East
563300,Aokautere,Palmerston North City,Manawatu-Wanganui,Massey/Linton/Ashhurst
563500,Shannon,Horowhenua District,Manawatu-Wanganui,Horowhenua
563600,Waitarere,Horowhenua District,Manawatu-Wanganui,Horowhenua
563701,Waikanae Beach,Kapiti Coast District,Wellington,Waikanae/Otaki
563703,Waikanae East,Kapiti Coast District,Wellington,Waikanae/Otaki
563704,Peka Peka,Kapiti Coast District,Wellington,Waikanae/Otaki
563705,Waikanae Park,Kapiti Coast District,Wellington,Waikanae/Otaki
563706,Waikanae West,Kapiti Coast District,Wellington,Waikanae/Otaki
563801,Tokomaru,Horowhenua District,Manawatu-Wanganui,Horowhenua
563802,Opiki,Horowhenua District,Manawatu-Wanganui,Horowhenua
563920,Kaitawa,Kapiti Coast District,Wellington,Waikanae/Otaki
564011,Lake Horowhenua,Horowhenua District,Manawatu-Wanganui,Horowhenua
564012,Waiopehu,Horowhenua District,Manawatu-Wanganui,Horowhenua
564013,Kohitere,Horowhenua District,Manawatu-Wanganui,Horowhenua
564021,Mangaore-Manakau,Horowhenua District,Manawatu-Wanganui,Horowhenua
564022,Otaki Forks,Kapiti Coast District,Wellington,Waikanae/Otaki
564023,Te Horo,Kapiti Coast District,Wellington,Waikanae/Otaki
564210,Levin North,Horowhenua District,Manawatu-Wanganui,Horowhenua
564220,Levin West,Horowhenua District,Manawatu-Wanganui,Horowhenua
564231,Playford Park,Horowhenua District,Manawatu-Wanganui,Horowhenua
564232,Levin South,Horowhenua District,Manawatu-Wanganui,Horowhenua
564240,Levin East,Horowhenua District,Manawatu-Wanganui,Horowhenua
564400,Otaki,Kapiti Coast District,Wellington,Waikanae/Otaki
564510,Heretaunga Park,Upper Hutt City,Wellington,Heretaunga/Silverstream
564520,Trentham South,Upper Hutt City,Wellington,Heretaunga/Silverstream
564530,Pinehaven,Upper Hutt City,Wellington,Heretaunga/Silverstream
564600,Nabhra,Upper Hutt City,Wellington,Heretaunga/Silverstream
564800,Glendale,Lower Hutt City,Wellington,Wainuiomata
564900,Parkway,Lower Hutt City,Wellington,Wainuiomata
565000,Fernlea,Lower Hutt City,Wellington,Wainuiomata
565100,Arakura,Lower Hutt City,Wellington,Wainuiomata
565200,Homedale West,Lower Hutt City,Wellington,Wainuiomata
565300,Homedale East,Lower Hutt City,Wellington,Wainuiomata
565400,Pencarrow,Lower Hutt City,Wellington,Wainuiomata
565601,Pauatahanui,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565602,Endeavour,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565603,Resolution,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565604,Adventure,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
565700,Paekakariki Hill,Porirua City,Wellington,Paramata/Mana/Pukerua Bay
565901,Paraparaumu Beach North,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565902,Otaihanga,Kapiti Coast District,Wellington,Paraparaumu/Raumati
565903,Paraparaumu Beach South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566000,Paraparaumu Central,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566101,Raumati Beach,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566102,Raumati South,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566200,Paekakariki,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566301,Kapiti Island,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566302,Maungakotukutuku,Kapiti Coast District,Wellington,Paraparaumu/Raumati
566500,Te Marua,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566610,Akatarawa,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566620,Emerald Hill,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566700,Maoribank,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
566800,Clouston Park,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
566900,Totara Park,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
567000,Ebdentown,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567100,Upper Hutt Central,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567200,Maidstone,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567300,Wallaceville,Upper Hutt City,Wellington,Trentham North/Wallaceville
567400,Elderslea,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567500,Moonshine,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567600,Brentwood,Upper Hutt City,Wellington,Trentham West/Eldersley/Clouston Park
567700,Trentham North,Upper Hutt City,Wellington,Trentham North/Wallaceville
567800,Heretaunga-Silverstream,Upper Hutt City,Wellington,Heretaunga/Silverstream
567901,Cloustonville,Upper Hutt City,Wellington,Totara Park/Maoribank/Te Marua
567902,Mangaroa,Upper Hutt City,Wellington,Heretaunga/Silverstream
568101,Tawhai,Lower Hutt City,Wellington,Stokes Valley
568102,Holborn,Lower Hutt City,Wellington,Stokes Valley
568103,Delaney,Lower Hutt City,Wellington,Stokes Valley
568104,Manuka,Lower Hutt City,Wellington,Stokes Valley
568201,Taita North,Lower Hutt City,Wellington,Taita/Naenae
568202,Taita South,Lower Hutt City,Wellington,Taita/Naenae
568301,Avalon East,Lower Hutt City,Wellington,Epuni/Avalon
568302,Naenae North,Lower Hutt City,Wellington,Taita/Naenae
568303,Naenae South,Lower Hutt City,Wellington,Taita/Naenae
568401,Avalon West,Lower Hutt City,Wellington,Epuni/Avalon
568402,Boulcott,Lower Hutt City,Wellington,Epuni/Avalon
568501,Epuni West,Lower Hutt City,Wellington,Epuni/Avalon
568502,Epuni East,Lower Hutt City,Wellington,Epuni/Avalon
568601,Waterloo West,Lower Hutt City,Wellington,Hutt Central/Waterloo
568602,Waterloo East,Lower Hutt City,Wellington,Hutt Central/Waterloo
568701,Waiwhetu North,Lower Hutt City,Wellington,Moera/Waiwhetu
568702,Waiwhetu South,Lower Hutt City,Wellington,Moera/Waiwhetu
568800,Gracefield,Lower Hutt City,Wellington,Eastern Bays
568900,Moera,Lower Hutt City,Wellington,Moera/Waiwhetu
569001,Woburn North,Lower Hutt City,Wellington,Hutt Central/Waterloo
569002,Woburn South,Lower Hutt City,Wellington,Moera/Waiwhetu
569100,Hutt Central,Lower Hutt City,Wellington,Hutt Central/Waterloo
569201,Melling,Lower Hutt City,Wellington,Petone West/Alicetown
569202,Alicetown,Lower Hutt City,Wellington,Petone West/Alicetown
569301,Normandale,Lower Hutt City,Wellington,Western Hills/Haywards
569302,Maungaraki,Lower Hutt City,Wellington,Western Hills/Haywards
569400,Belmont,Lower Hutt City,Wellington,Western Hills/Haywards
569500,Kelson,Lower Hutt City,Wellington,Western Hills/Haywards
569600,Haywards-Manor Park,Lower Hutt City,Wellington,Western Hills/Haywards
569800,Korokoro,Lower Hutt City,Wellington,Western Hills/Haywards
569900,Petone Central,Lower Hutt City,Wellington,Petone West/Alicetown
570000,Esplanade,Lower Hutt City,Wellington,Petone/Esplanade
570100,Wilford,Lower Hutt City,Wellington,Petone/Esplanade
570300,Eastbourne,Lower Hutt City,Wellington,Eastern Bays
570400,Titahi Bay North,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570500,Onepoto,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570600,Titahi Bay South,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570700,Elsdon-Takapuwahia,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570800,Porirua Central,Porirua City,Wellington,Titahi Bay/Onepoto/Elsdon
570900,Porirua East,Porirua City,Wellington,Porirua East/Waitangirua
571000,Ranui Heights,Porirua City,Wellington,Porirua East/Waitangirua
571100,Cannons Creek North,Porirua City,Wellington,Porirua East/Waitangirua
571200,Cannons Creek South,Porirua City,Wellington,Porirua East/Waitangirua
571300,Cannons Creek East,Porirua City,Wellington,Porirua East/Waitangirua
571400,Waitangirua,Porirua City,Wellington,Porirua East/Waitangirua
571500,Papakowhai,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
571600,Ascot Park,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
571800,Pukerua Bay,Porirua City,Wellington,Paramata/Mana/Pukerua Bay
571900,Plimmerton,Porirua City,Wellington,Paramata/Mana/Pukerua Bay
572000,Mana-Camborne,Porirua City,Wellington,Paramata/Mana/Pukerua Bay
572100,Paremata-Postgate,Porirua City,Wellington,Paramata/Mana/Pukerua Bay
572200,Discovery,Porirua City,Wellington,Papakowhai/Whitby/Pauatahanui
572500,Tawa South,Wellington City,Wellington,Tawa/Grenada North
572600,Central Tawa,Wellington City,Wellington,Tawa/Grenada North
572701,Linden,Wellington City,Wellington,Tawa/Grenada North
572702,Greenacres,Wellington City,Wellington,Tawa/Grenada North
572900,Thorndon-Tinakori Road,Wellington City,Wellington,Wadestown/Thordon
573000,Lambton,Wellington City,Wellington,Lambton
573100,Willis Street-Cambridge Terrace,Wellington City,Wellington,Te Aro
573200,Aro Street-Nairn Street,Wellington City,Wellington,Kelburn/Aro Valley
573300,Mt Cook-Wallace Street,Wellington City,Wellington,Mt Cook
573400,Mt Victoria West,Wellington City,Wellington,Mt Victoria/Roseneath
573511,Churton Park,Wellington City,Wellington,Johnsonville/Newlands
573512,Churton,Wellington City,Wellington,Johnsonville/Newlands
573521,Grenada,Wellington City,Wellington,Tawa/Grenada North
573522,Grenada North,Wellington City,Wellington,Tawa/Grenada North
573523,Paparangi,Wellington City,Wellington,Johnsonville/Newlands
573524,Newlands East,Wellington City,Wellington,Johnsonville/Newlands
573600,Johnsonville North,Wellington City,Wellington,Johnsonville/Newlands
573700,Johnsonville South,Wellington City,Wellington,Johnsonville/Newlands
573800,Johnsonville East,Wellington City,Wellington,Johnsonville/Newlands
573900,Newlands North,Wellington City,Wellington,Johnsonville/Newlands
574001,Newlands South,Wellington City,Wellington,Johnsonville/Newlands
574002,Ngauranga East,Wellington City,Wellington,Johnsonville/Newlands
574100,Raroa,Wellington City,Wellington,Johnsonville/Newlands
574200,Khandallah Park,Wellington City,Wellington,Khandallah
574302,Te Kainga,Wellington City,Wellington,Khandallah
574303,Ngauranga West,Wellington City,Wellington,Johnsonville/Newlands
574304,Rangoon Heights,Wellington City,Wellington,Khandallah
574401,Awarua,Wellington City,Wellington,Ngaio/Kaiwharawhara/Wilton
574402,Ngaio,Wellington City,Wellington,Ngaio/Kaiwharawhara/Wilton
574500,Kaiwharawhara,Wellington City,Wellington,Ngaio/Kaiwharawhara/Wilton
574600,Wadestown,Wellington City,Wellington,Wadestown/Thordon
574700,Wilton-Otari,Wellington City,Wellington,Ngaio/Kaiwharawhara/Wilton
574800,Johnston Hill,Wellington City,Wellington,Karori
574900,Karori Park,Wellington City,Wellington,Karori South/Makara
575000,Karori East,Wellington City,Wellington,Karori
575100,Wright Hill,Wellington City,Wellington,Karori
575200,Northland,Wellington City,Wellington,Northland
575300,Kelburn,Wellington City,Wellington,Kelburn/Aro Valley
575400,Taitville,Wellington City,Wellington,Kelburn/Aro Valley
575500,Mitchelltown,Wellington City,Wellington,Brooklyn
575600,Brooklyn,Wellington City,Wellington,Brooklyn
575700,Vogeltown,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
575800,Kingston,Wellington City,Wellington,Kingston/Happy Valley
575901,Brooklyn South,Wellington City,Wellington,Kingston/Happy Valley
575902,Happy Valley-Owhiro Bay,Wellington City,Wellington,Kingston/Happy Valley
576001,Island Bay West,Wellington City,Wellington,Island Bay/Melrose
576002,Island Bay East,Wellington City,Wellington,Island Bay/Melrose
576100,Melrose,Wellington City,Wellington,Island Bay/Melrose
576200,Berhampore,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576300,Newtown West,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576400,Newtown East,Wellington City,Wellington,Vogeltown/Berhampore/Newtown
576500,Adelaide,Wellington City,Wellington,Mt Cook
576600,Oriental Bay,Wellington City,Wellington,Oriental Bay/Seatoun
576700,Roseneath,Wellington City,Wellington,Mt Victoria/Roseneath
576800,Hataitai,Wellington City,Wellington,Hataitai
576901,Kilbirnie East,Wellington City,Wellington,Kilbirnie/Lyall Bay
576902,Kilbirnie West,Wellington City,Wellington,Hataitai
577000,Lyall Bay,Wellington City,Wellington,Kilbirnie/Lyall Bay
577100,Strathmore Park,Wellington City,Wellington,Miramar/Strathmore
577200,Miramar South,Wellington City,Wellington,Miramar/Strathmore
577300,Miramar North,Wellington City,Wellington,Miramar/Strathmore
577400,Karaka Bay-Worser Bay,Wellington City,Wellington,Oriental Bay/Seatoun
577500,Seatoun,Wellington City,Wellington,Oriental Bay/Seatoun
577600,Maupuia,Wellington City,Wellington,Miramar/Strathmore
577700,Makara-Ohariu,Wellington City,Wellington,Karori South/Makara
577900,Mangatainoka,Tararua District,Manawatu-Wanganui,Tararua
578000,Pahiatua,Tararua District,Manawatu-Wanganui,Tararua
578100,Eketahuna,Tararua District,Manawatu-Wanganui,Tararua
578200,Nireaha-Tiraumea,Tararua District,Manawatu-Wanganui,Tararua
578301,Homebush-Te Ore Ore,Masterton District,Wellington,Masterton
578302,Opaki-Fernridge,Masterton District,Wellington,Masterton
578401,Kopuaranga,Masterton District,Wellington,Masterton
578402,Whareama,Masterton District,Wellington,Masterton
578600,Masterton Central,Masterton District,Wellington,Masterton
578700,Masterton West,Masterton District,Wellington,Masterton
578800,Masterton East,Masterton District,Wellington,Masterton
578901,Solway North,Masterton District,Wellington,Masterton
578902,Solway South,Masterton District,Wellington,Masterton
579000,Ngaumutawa,Masterton District,Wellington,Masterton
579100,Masterton Railway,Masterton District,Wellington,Masterton
579200,Lansdowne,Masterton District,Wellington,Masterton
579400,Waingawa,Carterton District,Wellington,Carterton/South Wairarapa
579501,Mt Holdsworth,Carterton District,Wellington,Carterton/South Wairarapa
579502,Te Wharau,Carterton District,Wellington,Carterton/South Wairarapa
579700,Carterton,Carterton District,Wellington,Carterton/South Wairarapa
579802,Tuturumuri,South Wairarapa District,Wellington,Carterton/South Wairarapa
579803,Kahutara,South Wairarapa District,Wellington,Carterton/South Wairarapa
579900,Greytown,South Wairarapa District,Wellington,Carterton/South Wairarapa
580000,Featherston,South Wairarapa District,Wellington,Carterton/South Wairarapa
580100,Martinborough,South Wairarapa District,Wellington,Carterton/South Wairarapa
580200,Havelock,Marlborough District,Marlborough,Sounds/Rural Marlborough
580300,Renwick,Marlborough District,Marlborough,Blenheim Outer/Renwick
580410,Woodbourne,Marlborough District,Marlborough,Blenheim Outer/Renwick
580420,Omaka,Marlborough District,Marlborough,Blenheim Outer/Renwick
580430,Spring Creek-Riverlands,Marlborough District,Marlborough,Blenheim Outer/Renwick
580442,Waikawa,Marlborough District,Marlborough,Sounds/Rural Marlborough
580444,Wairau,Marlborough District,Marlborough,Sounds/Rural Marlborough
580446,Marlborough Sounds Terrestrial,Marlborough District,Marlborough,Sounds/Rural Marlborough
580600,Severn,Marlborough District,Marlborough,Sounds/Rural Marlborough
580801,Ward,Marlborough District,Marlborough,Sounds/Rural Marlborough
580802,Seddon,Marlborough District,Marlborough,Sounds/Rural Marlborough
580900,Lake Tennyson,Hurunui District,Canterbury,Kaikoura/Hurunui
581100,Picton,Marlborough District,Marlborough,Sounds/Rural Marlborough
581210,Springlands,Marlborough District,Marlborough,Blenheim Outer/Renwick
581220,Mayfield,Marlborough District,Marlborough,Blenheim Central
581230,Blenheim Central,Marlborough District,Marlborough,Blenheim Central
581240,Whitney,Marlborough District,Marlborough,Blenheim Central
581250,Redwoodtown,Marlborough District,Marlborough,Blenheim Central
581260,Witherlea,Marlborough District,Marlborough,Blenheim Outer/Renwick
581400,Kaikoura Township,Kaikoura District,Canterbury,Kaikoura/Hurunui
581500,Kaikoura Rural,Kaikoura District,Canterbury,Kaikoura/Hurunui
581601,Golden Bay,Tasman District,Tasman,Motueka/Rural Tasman
581602,Takaka,Tasman District,Tasman,Motueka/Rural Tasman
581713,Glenduan,Nelson City,Nelson,Nelson Central/Nelson North
581715,Ngawhatu,Nelson City,Nelson,Stoke/Nayland/Tahunanui
581717,Aniseed Hill,Tasman District,Tasman,Richmond/Wakefield/Brightwater/Mapua
581720,Hope,Tasman District,Tasman,Richmond/Wakefield/Brightwater/Mapua
581723,Saxton,Nelson City,Nelson,Stoke/Nayland/Tahunanui
581724,Best Island,Tasman District,Tasman,Motueka/Rural Tasman
581725,Bell Island,Tasman District,Tasman,Motueka/Rural Tasman
581726,Ranzau,Tasman District,Tasman,Richmond/Wakefield/Brightwater/Mapua
581811,Richmond Hill,Tasman District,Tasman,Motueka/Rural Tasman
581812,Whangamoa,Nelson City,Nelson,Nelson Central/Nelson North
581822,Brightwater,Tasman District,Tasman,Richmond/Wakefield/Brightwater/Mapua
581823,Wakefield,Tasman District,Tasman,Richmond/Wakefield/Brightwater/Mapua
581825,Mapua,Tasman District,Tasman,Richmond/Wakefield/Brightwater/Mapua
581831,Inlet-Motueka,Tasman District,Tasman,Motueka/Rural Tasman
581832,Kaiteriteri,Tasman District,Tasman,Motueka/Rural Tasman
581833,Motueka Outer,Tasman District,Tasman,Motueka/Rural Tasman
581834,Rabbit Island,Tasman District,Tasman,Motueka/Rural Tasman
581836,Wai-Iti,Tasman District,Tasman,Motueka/Rural Tasman
581841,Golden Downs,Tasman District,Tasman,Motueka/Rural Tasman
581842,Lake Rotoroa,Tasman District,Tasman,Motueka/Rural Tasman
581843,Murchison,Tasman District,Tasman,Motueka/Rural Tasman
581844,Tapawera,Tasman District,Tasman,Motueka/Rural Tasman
581850,Riwaka,Tasman District,Tasman,Motueka/Rural Tasman
582000,Clifton,Nelson City,Nelson,Nelson Central/Nelson North
582100,Atawhai,Nelson City,Nelson,Nelson Central/Nelson North
582200,Port Nelson,Nelson City,Nelson,Port Hills/Tahuna Hills
582300,The Wood,Nelson City,Nelson,Nelson Central/Nelson North
582400,Britannia Heights,Nelson City,Nelson,Port Hills/Tahuna Hills
582500,Trafalgar,Nelson City,Nelson,Nelson Central/Nelson North
582600,Maitai,Nelson City,Nelson,Nelson Central/Nelson North
582700,Kirks,Nelson City,Nelson,Nelson Central/Nelson North
582800,Bronte,Nelson City,Nelson,Nelson Central/Nelson North
582900,Atmore,Nelson City,Nelson,Nelson Central/Nelson North
583000,Tahunanui,Nelson City,Nelson,Stoke/Nayland/Tahunanui
583100,Tahuna Hills,Nelson City,Nelson,Port Hills/Tahuna Hills
583201,Toi Toi,Nelson City,Nelson,Nelson Central/Nelson North
583202,Broads,Nelson City,Nelson,Nelson Central/Nelson North
583300,Grampians,Nelson City,Nelson,Nelson Central/Nelson North
583400,The Brook,Nelson City,Nelson,Nelson Central/Nelson North
583500,Nelson Airport,Nelson City,Nelson,Stoke/Nayland/Tahunanui
583600,Nayland,Nelson City,Nelson,Stoke/Nayland/Tahunanui
583700,Enner Glynn,Nelson City,Nelson,Stoke/Nayland/Tahunanui
583800,Maitlands,Nelson City,Nelson,Stoke/Nayland/Tahunanui
583900,Isel Park,Nelson City,Nelson,Stoke/Nayland/Tahunanui
584000,Langbein,Nelson City,Nelson,Stoke/Nayland/Tahunanui
584201,Richmond North,Tasman District,Tasman,Richmond/Wakefield/Brightwater/Mapua
584202,Richmond South,Tasman District,Tasman,Richmond/Wakefield/Brightwater/Mapua
584301,Motueka West,Tasman District,Tasman,Motueka/Rural Tasman
584303,Motueka East,Tasman District,Tasman,Motueka/Rural Tasman
584304,Moutere Inlet,Tasman District,Tasman,Motueka/Rural Tasman
584305,Jackett Island,Tasman District,Tasman,Motueka/Rural Tasman
584402,Karamea,Buller District,West Coast,Buller
584403,Hector-Ngakawau,Buller District,West Coast,Buller
