au2001,au_name,territory,region,rental_area
612400,Te Anau,Southland District,Southland,Clutha/Southland
612500,Tuatapere,Southland District,Southland,Clutha/Southland
612600,Otautau,Southland District,Southland,Clutha/Southland
612712,Manapouri,Southland District,Southland,Clutha/Southland
612713,Mossburn,Southland District,Southland,Clutha/Southland
612720,Wairio,Southland District,Southland,Clutha/Southland
612730,Te Waewae,Southland District,Southland,Clutha/Southland
612740,Fairfax,Southland District,Southland,Clutha/Southland
612801,Riverton East,Southland District,Southland,Clutha/Southland
612802,Riverton West,Southland District,Southland,Clutha/Southland
612901,Fiordland,Southland District,Southland,Clutha/Southland
613000,Stewart Island,Southland District,Southland,Clutha/Southland
