territory,rental_area,au_name,au2001
Manawatu ,Manawatu,Longburn,561812
Manawatu ,Manawatu,Kauwhata,561901
Manukau ,Botony Downs,Botany Downs,523101
Manukau ,Botony Downs,Maungamaungaroa,523102
Manukau ,Botony Downs,Golfland,523105
Manukau ,Botony Downs,Millhouse,523106
Manukau ,Botony Downs,Kilkenny,523110
Manukau ,Bucklands Beach,Bucklands and Eastern Beaches,522601
Manukau ,Bucklands Beach,Bucklands Beach South,522602
Manukau ,Bucklands Beach,Bleakhouse,522603
Manukau ,Dannemora,East Tamaki,523108
Manukau ,Dannemora,Dannemora,523109
Manukau ,Dannemora,Point View,523111
Manukau ,Half Moon Bay/Farm Cove,Elsmore Park,522723
Manukau ,Half Moon Bay/Farm Cove,Half Moon Bay,522730
Manukau ,Half Moon Bay/Farm Cove,Pakuranga North,522810
Manukau ,Half Moon Bay/Farm Cove,Burswood,523107
Manukau ,Highland Park,Howick West,521601
Manukau ,Highland Park,Pigeon Mountain North,522711
Manukau ,Highland Park,Murvale,522712
Manukau ,Highland Park,Pigeon Mountain South,522721
Manukau ,Highland Park,Aberfeldy,522722
Manukau ,Howick,Mellons Bay,521501
Manukau ,Howick,Cockle Bay,521502
Manukau ,Howick,Howick Central,521602
Manukau ,Howick,Shelly Park,523201
Manukau ,Mangere,Mangere Central,524111
Manukau ,Mangere,Mascot,524112
Manukau ,Mangere,Arahanga,524121
Manukau ,Mangere,Viscount,524122
Manukau ,Mangere,Favona,524401
Manukau ,Mangere,Harania North,524510
Manukau ,Mangere,Harania West,524520
Manukau ,Mangere Bridge/Airport,Ambury,524001
Manukau ,Mangere Bridge/Airport,Mangere Bridge,524002
Manukau ,Mangere Bridge/Airport,Mangere South,524200
Manukau ,Mangere East,Mangere East,524301
Manukau ,Mangere East,Aorere,524302
Manukau ,Mangere East,Mangere Station,524402
Manukau ,Mangere East,Harania East,524530
Manukau ,Manukau Central,Redoubt North,523722
Manukau ,Manukau Central,Manukau Central,524601
Manukau ,Manukau Central,Wiri,524602
Manukau ,Manukau Heights and Manurewa Heights,Donegal Park,523712
Manukau ,Manukau Heights and Manurewa Heights,Totara Heights,523814
Manukau ,Manukau Heights and Manurewa Heights,Wairere,523815
Manukau ,Manukau Heights and Manurewa Heights,Redoubt South,523820
Manukau ,Manurewa North,Randwick Park,523816
Manukau ,Manurewa North,Hyperion,523817
Manukau ,Manurewa North,Burbank,524711
Manukau ,Manurewa North,Homai West,524712
Manukau ,Manurewa North,Rowandale,524713
Manukau ,Manurewa North,Homai East,524720
Manukau ,Manurewa North,Clendon,524820
Manukau ,Manurewa North,Hillpark,524901
Manukau ,Manurewa North,Manurewa East,524902
Manukau ,Manurewa North,Manurewa Central,525001
Manukau ,Manurewa North,Beaumont,525002
Manukau ,Manurewa North,Leabank,525101
Manukau ,Maraetai/Clevedon,Turanga,523202
Manukau ,Maraetai/Clevedon,Beachlands-Maraetai,523300
Manukau ,Maraetai/Clevedon,Ormiston,523713
Manukau ,Maraetai/Clevedon,Clevedon,525200
Manukau ,Otara,Otara West,523402
Manukau ,Otara,Otara North,523501
Manukau ,Otara,Otara East,523502
Manukau ,Otara,Otara South,523601
Manukau ,Otara,Ferguson,523602
Manukau ,Otara,Flat Bush,523711
Manukau ,Otara,Clover Park,523721
Manukau ,Pakuranga,Sunnyhills,522820
Manukau ,Pakuranga,Pakuranga Central,522910
Manukau ,Pakuranga,Edgewater,522920
Manukau ,Pakuranga,Pakuranga East,523000
Manukau ,Papatoetoe North,Middlemore,521902
Manukau ,Papatoetoe North,Papatoetoe North,522201
Manukau ,Papatoetoe North,Dingwall,522301
Manukau ,Papatoetoe North,Grange,523401
Manukau ,Papatoetoe South,Papatoetoe Central,522202
Manukau ,Papatoetoe South,Papatoetoe East,522302
Manukau ,Papatoetoe South,Puhinui,522400
Manukau ,Papatoetoe West,Papatoetoe West,522100
Manukau ,Papatoetoe West,Kohuora,524303
Manukau ,Wattle Downs/Conifer Grove,Takanini West,523920
Manukau ,Wattle Downs/Conifer Grove,Wattle Farm,525102
Manukau ,Weymouth,Weymouth,524810
Marlborough ,Blenheim Central,Mayfield,581220
Marlborough ,Blenheim Central,Blenheim Central,581230
Marlborough ,Blenheim Central,Whitney,581240
Marlborough ,Blenheim Central,Redwoodtown,581250
Marlborough ,Blenheim Outer/Renwick,Renwick,580300
Marlborough ,Blenheim Outer/Renwick,Woodbourne,580410
Marlborough ,Blenheim Outer/Renwick,Omaka,580420
Marlborough ,Blenheim Outer/Renwick,Spring Creek-Riverlands,580430
Marlborough ,Blenheim Outer/Renwick,Springlands,581210
Marlborough ,Blenheim Outer/Renwick,Witherlea,581260
Marlborough ,Sounds/Rural Marlborough,Havelock,580200
Marlborough ,Sounds/Rural Marlborough,Waikawa,580442
Marlborough ,Sounds/Rural Marlborough,Wairau,580444
Marlborough ,Sounds/Rural Marlborough,Marlborough Sounds Terrestrial,580446
Marlborough ,Sounds/Rural Marlborough,Severn,580600
Marlborough ,Sounds/Rural Marlborough,Ward,580801
Marlborough ,Sounds/Rural Marlborough,Seddon,580802
Marlborough ,Sounds/Rural Marlborough,Picton,581100
Masterton ,Masterton,Homebush-Te Ore Ore,578301
Masterton ,Masterton,Opaki-Fernridge,578302
Masterton ,Masterton,Kopuaranga,578401
Masterton ,Masterton,Whareama,578402
Masterton ,Masterton,Masterton Central,578600
Masterton ,Masterton,Masterton West,578700
Masterton ,Masterton,Masterton East,578800
Masterton ,Masterton,Solway North,578901
Masterton ,Masterton,Solway South,578902
Masterton ,Masterton,Ngaumutawa,579000
Masterton ,Masterton,Masterton Railway,579100
Masterton ,Masterton,Lansdowne,579200
Matamata/Paiko ,Matamata/Paiko,Tahuroa,534500
Matamata/Paiko ,Matamata/Paiko,Waitoa,534602
Matamata/Paiko ,Matamata/Paiko,Springdale,534603
Matamata/Paiko ,Matamata/Paiko,Waihou-Walton,534604
Matamata/Paiko ,Matamata/Paiko,Te Aroha,534800
Matamata/Paiko ,Matamata/Paiko,Morrinsville West,534901
Matamata/Paiko ,Matamata/Paiko,Morrinsville East,534902
Matamata/Paiko ,Matamata/Paiko,Waharoa,535000
Matamata/Paiko ,Matamata/Paiko,Okauia,535220
Matamata/Paiko ,Matamata/Paiko,Te Poi,535231
Matamata/Paiko ,Matamata/Paiko,Hinuera,535242
Matamata/Paiko ,Matamata/Paiko,Matamata,535500
Napier ,Napier,Bay View,545611
Napier ,Napier,Poraiti,545621
Napier ,Napier,Westshore,546100
Napier ,Napier,Ahuriri,546200
Napier ,Napier,Onekawa Central,546300
Napier ,Napier,Onekawa West,546400
Napier ,Napier,Onekawa South,546500
Napier ,Napier,Marewa,546600
Napier ,Napier,Maraenui,546700
Napier ,Napier,Hospital Hill,546801
Napier ,Napier,Bluff Hill,546802
Napier ,Napier,Nelson Park,546901
Napier ,Napier,Mclean Park,546902
Napier ,Napier,Tamatea North,547001
Napier ,Napier,Tamatea South,547002
Napier ,Napier,Pirimai,547400
Napier ,Taradale/Awatoto,Meeanee,545631
Napier ,Taradale/Awatoto,Awatoto,545632
Napier ,Taradale/Awatoto,Greenmeadows,547100
Napier ,Taradale/Awatoto,Taradale North,547200
Napier ,Taradale/Awatoto,Taradale South,547300
Nelson ,Nelson Central/Nelson North,Glenduan,581713
Nelson ,Nelson Central/Nelson North,Whangamoa,581812
Nelson ,Nelson Central/Nelson North,Clifton,582000
Nelson ,Nelson Central/Nelson North,Atawhai,582100
Nelson ,Nelson Central/Nelson North,The Wood,582300
Nelson ,Nelson Central/Nelson North,Trafalgar,582500
Nelson ,Nelson Central/Nelson North,Maitai,582600
Nelson ,Nelson Central/Nelson North,Kirks,582700
Nelson ,Nelson Central/Nelson North,Bronte,582800
Nelson ,Nelson Central/Nelson North,Atmore,582900
Nelson ,Nelson Central/Nelson North,Toi Toi,583201
Nelson ,Nelson Central/Nelson North,Broads,583202
Nelson ,Nelson Central/Nelson North,Grampians,583300
Nelson ,Nelson Central/Nelson North,The Brook,583400
Nelson ,Port Hills/Tahuna Hills,Port Nelson,582200
Nelson ,Port Hills/Tahuna Hills,Britannia Heights,582400
Nelson ,Port Hills/Tahuna Hills,Tahuna Hills,583100
Nelson ,Stoke/Nayland/Tahunanui,Ngawhatu,581715
Nelson ,Stoke/Nayland/Tahunanui,Saxton,581723
Nelson ,Stoke/Nayland/Tahunanui,Tahunanui,583000
Nelson ,Stoke/Nayland/Tahunanui,Nelson Airport,583500
Nelson ,Stoke/Nayland/Tahunanui,Nayland,583600
Nelson ,Stoke/Nayland/Tahunanui,Enner Glynn,583700
Nelson ,Stoke/Nayland/Tahunanui,Maitlands,583800
Nelson ,Stoke/Nayland/Tahunanui,Isel Park,583900
Nelson ,Stoke/Nayland/Tahunanui,Langbein,584000
New Plymouth ,New Plymouth Central/Moturoa,Moturoa,551400
New Plymouth ,New Plymouth Central/Moturoa,Lynmouth,551501
New Plymouth ,New Plymouth Central/Moturoa,Spotswood,551502
New Plymouth ,New Plymouth Central/Moturoa,Marfell,551503
New Plymouth ,New Plymouth Central/Moturoa,New Plymouth Central,551800
New Plymouth ,New Plymouth Central/Moturoa,Kawaroa,551900
New Plymouth ,Outer New Plymouth,Oakura,550800
New Plymouth ,Outer New Plymouth,Bell Block,550901
New Plymouth ,Outer New Plymouth,Paraite,550902
New Plymouth ,Outer New Plymouth,Glen Avon,551012
New Plymouth ,Outer New Plymouth,Bowden,551013
New Plymouth ,Outer New Plymouth,Mangaoraka,551014
New Plymouth ,Outer New Plymouth,Carrington,551021
New Plymouth ,Outer New Plymouth,Highlands Park,551022
New Plymouth ,Outer New Plymouth,Fernleigh,551023
New Plymouth ,Outer New Plymouth,Barrett,551024
New Plymouth ,Outer New Plymouth,Omata,551030
New Plymouth ,Outer New Plymouth,Upper Westown,551600
New Plymouth ,Outer New Plymouth,Westown,551700
New Plymouth ,Outer New Plymouth,Mount Bryan,552001
New Plymouth ,Outer New Plymouth,Marsland Hill,552002
New Plymouth ,Outer New Plymouth,Fitzroy,552100
New Plymouth ,Outer New Plymouth,Welbourn,552200
New Plymouth ,Outer New Plymouth,Merrilands,552300
New Plymouth ,Outer New Plymouth,Frankleigh,552400
New Plymouth ,Outer New Plymouth,Struan Park,552500
New Plymouth ,Rural New Plymouth,Urenui,550600
New Plymouth ,Rural New Plymouth,Okoki-Okau,550700
New Plymouth ,Rural New Plymouth,Lepperton,551111
New Plymouth ,Rural New Plymouth,Kaitake,551112
New Plymouth ,Rural New Plymouth,Okato,551120
New Plymouth ,Rural New Plymouth,Egmont Village,552701
New Plymouth ,Rural New Plymouth,Kaimata,552702
New Plymouth ,Waitara/Inglewood,Waitara West,551301
New Plymouth ,Waitara/Inglewood,Waitara East,551302
New Plymouth ,Waitara/Inglewood,Inglewood,552800
North Shore ,Albany,Albany,508701
North Shore ,Albany,Northcross,508702
North Shore ,Beachhaven/Birkdale,Windy Ridge,508220
North Shore ,Beachhaven/Birkdale,Beachhaven North,510010
North Shore ,Beachhaven/Birkdale,Beachhaven South,510020
North Shore ,Beachhaven/Birkdale,Birkdale North,510210
North Shore ,Beachhaven/Birkdale,Birkdale South,510220
North Shore ,Browns Bay,Browns Bay,507101
North Shore ,Browns Bay,Oaktree,507102
North Shore ,Chatswood/Birkenhead/Northcote Point,Northcote South,509800
North Shore ,Chatswood/Birkenhead/Northcote Point,Kauri Park,510401
North Shore ,Chatswood/Birkenhead/Northcote Point,Chelsea,510402
North Shore ,Chatswood/Birkenhead/Northcote Point,Birkenhead East,510500
North Shore ,Devonport,Bayswater,508120
North Shore ,Devonport,Narrow Neck,509300
North Shore ,Devonport,Mt Victoria,509400
North Shore ,Devonport,Stanley Bay,509500
North Shore ,East Coast Bays,Campbells Bay,507500
North Shore ,East Coast Bays,Castor Bay,507710
North Shore ,East Coast Bays,Crown Hill,507720
North Shore ,East Coast Bays,Lake Pupuke,507800
North Shore ,Glendhu/Glenfield,Kaipatiki,508210
North Shore ,Glendhu/Glenfield,Glenfield Central,508310
North Shore ,Glendhu/Glenfield,Glendhu,508411
North Shore ,Glendhu/Glenfield,Witheford,508412
North Shore ,Greenhithe/Unsworth Heights,Unsworth Heights,508803
North Shore ,Greenhithe/Unsworth Heights,Greenhithe,509100
North Shore ,Hillcrest/Northcote,Monarch Park,508610
North Shore ,Hillcrest/Northcote,Sunnybrae,508620
North Shore ,Hillcrest/Northcote,Ocean View,509701
North Shore ,Hillcrest/Northcote,Tuff Crater,509702
North Shore ,North Harbour/Pine Hill,North Harbour,508801
North Shore ,North Harbour/Pine Hill,Pinehill,508802
North Shore ,Rothesay/Murrays/Mairangi Bays,Rothesay Bay,507200
North Shore ,Rothesay/Murrays/Mairangi Bays,Murrays Bay,507300
North Shore ,Rothesay/Murrays/Mairangi Bays,Mairangi Bay,507400
North Shore ,Sunnynook/Westlake,Westlake,507900
North Shore ,Sunnynook/Westlake,Forrest Hill,508510
North Shore ,Sunnynook/Westlake,Sunnynook,508520
North Shore ,Takapuna,Takapuna Central,508010
North Shore ,Takapuna,Hauraki,508020
North Shore ,Takapuna,Seacliffe,508110
North Shore ,Torbay,Awaruku,506901
North Shore ,Torbay,Glamorgan,506902
North Shore ,Torbay,Torbay,506903
North Shore ,Torbay,Waiake,507000
North Shore ,Wairau Park/Glenfield North,Glenfield North,508320
North Shore ,Wairau Park/Glenfield North,Target Road,508420
Opotiki ,Opotiki,Opotiki,542800
Opotiki ,Opotiki,Te Kaha,542901
Opotiki ,Opotiki,Cape Runaway,542903
Opotiki ,Opotiki,Oponae,542904
Opotiki ,Opotiki,Ohiwa Harbour,542905
Opotiki ,Opotiki,Waiotahi,542906
Otorohanga/Waitomo ,Otorohanga/Waitomo,Kawhia Community,531100
Otorohanga/Waitomo ,Otorohanga/Waitomo,Otorohanga,531200
Otorohanga/Waitomo ,Otorohanga/Waitomo,Otorohanga Rural West,531301
Otorohanga/Waitomo ,Otorohanga/Waitomo,Te Kawa,531303
Otorohanga/Waitomo ,Otorohanga/Waitomo,Otorohanga Rural East,531304
Otorohanga/Waitomo ,Otorohanga/Waitomo,Piopio Community,531500
Otorohanga/Waitomo ,Otorohanga/Waitomo,Taharoa,531600
Otorohanga/Waitomo ,Otorohanga/Waitomo,Mahoenui,531710
Otorohanga/Waitomo ,Otorohanga/Waitomo,Marokopa,531720
Otorohanga/Waitomo ,Otorohanga/Waitomo,Waipa Valley,531731
Otorohanga/Waitomo ,Otorohanga/Waitomo,Tiroa,531732
Otorohanga/Waitomo ,Otorohanga/Waitomo,Mokauiti,531800
Otorohanga/Waitomo ,Otorohanga/Waitomo,Te Kuiti,532000
Palmerston North ,Awapuni North and West,Awapuni North,562910
Palmerston North ,Awapuni North and West,Awapuni West,562921
Palmerston North ,Awapuni South/Westend,Awapuni South,562922
Palmerston North ,Awapuni South/Westend,West End,563000
Palmerston North ,Highbury/Westbrook,Highbury,562710
Palmerston North ,Highbury/Westbrook,Westbrook,562720
Palmerston North ,Hokowhitu West and Lagoon,Hokowhitu West,563101
Palmerston North ,Hokowhitu West and Lagoon,Hokowhitu Lagoon,563102
Palmerston North ,Hospital/Papaeoia,Palmerston North Hospital,562401
Palmerston North ,Hospital/Papaeoia,Papaeoia,562402
Palmerston North ,Kelvin Grove/Roslyn,Kelvin Grove,562200
Palmerston North ,Kelvin Grove/Roslyn,Roslyn,562500
Palmerston North ,Massey/Linton/Ashhurst,Ashhurst,560200
Palmerston North ,Massey/Linton/Ashhurst,Whakarongo,560302
Palmerston North ,Massey/Linton/Ashhurst,Massey University,561813
Palmerston North ,Massey/Linton/Ashhurst,Linton Military Camp,561820
Palmerston North ,Massey/Linton/Ashhurst,Turitea,561902
Palmerston North ,Massey/Linton/Ashhurst,Aokautere,563300
Palmerston North ,Palmerston North Central,Palmerston North Central,562800
Palmerston North ,Takaro/Cloverlea/Milson,Milson,562100
Palmerston North ,Takaro/Cloverlea/Milson,Takaro,562310
Palmerston North ,Takaro/Cloverlea/Milson,Cloverlea,562320
Palmerston North ,Terrace End/Hokowhitu East,Terrace End,562600
Palmerston North ,Terrace End/Hokowhitu East,Hokowhitu East,563200
Papakura ,Papakura/Drury/Karaka,Hingaia,521201
Papakura ,Papakura/Drury/Karaka,Whangapouri Creek,521202
Papakura ,Papakura/Drury/Karaka,Bremner,521203
Papakura ,Papakura/Drury/Karaka,Drury,521301
Papakura ,Papakura/Drury/Karaka,Papakura Central,525410
Papakura ,Papakura/Drury/Karaka,Papakura North,525420
Papakura ,Papakura/Drury/Karaka,Papakura South,525510
Papakura ,Papakura/Drury/Karaka,Opaheke,525520
Papakura ,Papakura/Drury/Karaka,Rosehill,525530
Papakura ,Papakura/Drury/Karaka,Pahurehure,525540
Papakura ,Papakura/Drury/Karaka,Papakura East,525610
Papakura ,Papakura/Drury/Karaka,Massey Park,525620
Papakura ,Papakura/Drury/Karaka,North East Papakura,525630
Papakura ,Papakura/Drury/Karaka,Red Hill,525700
Papakura ,Takanini/Ardmore,Ardmore,523813
Papakura ,Takanini/Ardmore,Takanini North,523911
Papakura ,Takanini/Ardmore,Takanini South,523912
Porirua ,Papakowhai/Whitby/Pauatahanui,Pauatahanui,565601
Porirua ,Papakowhai/Whitby/Pauatahanui,Endeavour,565602
Porirua ,Papakowhai/Whitby/Pauatahanui,Resolution,565603
Porirua ,Papakowhai/Whitby/Pauatahanui,Adventure,565604
Porirua ,Papakowhai/Whitby/Pauatahanui,Papakowhai,571500
Porirua ,Papakowhai/Whitby/Pauatahanui,Ascot Park,571600
Porirua ,Papakowhai/Whitby/Pauatahanui,Discovery,572200
Porirua ,Paramata/Mana/Pukerua Bay,Paekakariki Hill,565700
Porirua ,Paramata/Mana/Pukerua Bay,Pukerua Bay,571800
Porirua ,Paramata/Mana/Pukerua Bay,Plimmerton,571900
Porirua ,Paramata/Mana/Pukerua Bay,Mana-Camborne,572000
Porirua ,Paramata/Mana/Pukerua Bay,Paremata-Postgate,572100
Porirua ,Porirua East/Waitangirua,Porirua East,570900
Porirua ,Porirua East/Waitangirua,Ranui Heights,571000
Porirua ,Porirua East/Waitangirua,Cannons Creek North,571100
Porirua ,Porirua East/Waitangirua,Cannons Creek South,571200
Porirua ,Porirua East/Waitangirua,Cannons Creek East,571300
Porirua ,Porirua East/Waitangirua,Waitangirua,571400
Porirua ,Titahi Bay/Onepoto/Elsdon,Titahi Bay North,570400
Porirua ,Titahi Bay/Onepoto/Elsdon,Onepoto,570500
Porirua ,Titahi Bay/Onepoto/Elsdon,Titahi Bay South,570600
Porirua ,Titahi Bay/Onepoto/Elsdon,Elsdon-Takapuwahia,570700
Porirua ,Titahi Bay/Onepoto/Elsdon,Porirua Central,570800
Queenstown Lakes ,Queenstown/Frankton/Arrowtown,Frankton,608700
Queenstown Lakes ,Queenstown/Frankton/Arrowtown,Glenorchy,609012
Queenstown Lakes ,Queenstown/Frankton/Arrowtown,Kelvin Heights,609022
Queenstown Lakes ,Queenstown/Frankton/Arrowtown,Sunshine Bay,609023
Queenstown Lakes ,Queenstown/Frankton/Arrowtown,Skippers,609026
Queenstown Lakes ,Queenstown/Frankton/Arrowtown,Lake Hayes,609028
Queenstown Lakes ,Queenstown/Frankton/Arrowtown,Arrowtown,609200
Queenstown Lakes ,Queenstown/Frankton/Arrowtown,Earnslaw,609302
Queenstown Lakes ,Queentown Central,Queenstown Bay,609301
Queenstown Lakes ,Wanaka,Hawea,608304
Queenstown Lakes ,Wanaka,Wanaka,608800
Queenstown Lakes ,Wanaka,Matukituki,609029
Rangitikei ,Rangitikei,Mangaweka,558600
Rangitikei ,Rangitikei,Hunterville,558700
Rangitikei ,Rangitikei,Ratana Community,558800
Rangitikei ,Rangitikei,Bulls,558900
Rangitikei ,Rangitikei,Ngamatea,559000
Rangitikei ,Rangitikei,Moawhango,559210
Rangitikei ,Rangitikei,Pohonui-Porewa,559220
Rangitikei ,Rangitikei,Lake Alice,559230
Rangitikei ,Rangitikei,Koitiata,559240
Rangitikei ,Rangitikei,Taihape,559400
Rangitikei ,Rangitikei,Marton,559500
Rodney ,Gulf Harbour,Army Bay,505904
Rodney ,Gulf Harbour,Gulf Harbour,505905
Rodney ,Orewa/Whangaparaoa,Red Beach,505802
Rodney ,Orewa/Whangaparaoa,Waiwera,505803
Rodney ,Orewa/Whangaparaoa,Hatfields Beach,505804
Rodney ,Orewa/Whangaparaoa,Orewa,505805
Rodney ,Orewa/Whangaparaoa,Stanmore Bay,505901
Rodney ,Orewa/Whangaparaoa,Manly,505902
Rodney ,Orewa/Whangaparaoa,Silverdale South,506000
Rodney ,Orewa/Whangaparaoa,Silverdale North,506200
Rodney ,Orewa/Whangaparaoa,Dairy Flat-Redvale,506300
Rodney ,Orewa/Whangaparaoa,Tahekeroa,506614
Rodney ,Orewa/Whangaparaoa,Long Bay,508900
Rodney ,Rewiti/Kumeu/Riverhead,Kumeu,505600
Rodney ,Rewiti/Kumeu/Riverhead,Paremoremo West,506400
Rodney ,Rewiti/Kumeu/Riverhead,Rewiti,506652
Rodney ,Rewiti/Kumeu/Riverhead,Riverhead,506653
Rodney ,Rewiti/Kumeu/Riverhead,Paremoremo East,509000
Rodney ,Wellsford/Warkworth/Helensville,Wellsford,505300
Rodney ,Wellsford/Warkworth/Helensville,Leigh,505400
Rodney ,Wellsford/Warkworth/Helensville,Warkworth,505500
Rodney ,Wellsford/Warkworth/Helensville,Tauhoa-Puhoi,506613
Rodney ,Wellsford/Warkworth/Helensville,Cape Rodney,506615
Rodney ,Wellsford/Warkworth/Helensville,Matheson Bay,506616
Rodney ,Wellsford/Warkworth/Helensville,Snells Beach,506631
Rodney ,Wellsford/Warkworth/Helensville,Algies Bay-Mahurangi,506632
Rodney ,Wellsford/Warkworth/Helensville,Parakai,506641
Rodney ,Wellsford/Warkworth/Helensville,South Head,506642
Rodney ,Wellsford/Warkworth/Helensville,Kaukapakapa,506643
Rodney ,Wellsford/Warkworth/Helensville,Helensville,506800
Rotorua ,Holdens Bay/Owhata/Ngapuna,Poets Corner,538721
Rotorua ,Holdens Bay/Owhata/Ngapuna,Ngapuna,538722
Rotorua ,Holdens Bay/Owhata/Ngapuna,Owhata South,538731
Rotorua ,Holdens Bay/Owhata/Ngapuna,Lynmore,538732
Rotorua ,Holdens Bay/Owhata/Ngapuna,Owhata West,538741
Rotorua ,Holdens Bay/Owhata/Ngapuna,Owhata East,538742
Rotorua ,Kuirau/Hillcrest/Glenholme,Utuhina,539700
Rotorua ,Kuirau/Hillcrest/Glenholme,Hillcrest,539900
Rotorua ,Kuirau/Hillcrest/Glenholme,Ohinemutu,540300
Rotorua ,Kuirau/Hillcrest/Glenholme,Kuirau,540410
Rotorua ,Kuirau/Hillcrest/Glenholme,Victoria,540420
Rotorua ,Kuirau/Hillcrest/Glenholme,Glenholme East,540510
Rotorua ,Kuirau/Hillcrest/Glenholme,Glenholme West,540520
Rotorua ,Kuirau/Hillcrest/Glenholme,Fenton,540600
Rotorua ,Kuirau/Hillcrest/Glenholme,Whaka,540700
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Ngongotaha North,538601
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Ngongotaha South,538602
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Selwyn Heights,539000
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Western Heights,539100
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Fairy Springs,539200
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Pukehangi North,539310
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Mangakakahi,539400
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Fordlands,539600
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Kawaha Point,540100
Rotorua ,Ngongotaha/Pleasant Heights/Koutu,Koutu,540200
Rotorua ,Pukehangi South/Springfield,Pukehangi South,539320
Rotorua ,Pukehangi South/Springfield,Sunnybrook,539500
Rotorua ,Pukehangi South/Springfield,Pomare,539800
Rotorua ,Pukehangi South/Springfield,Springfield,540000
Rotorua ,Rural Rotorua,Hamurana,538811
Rotorua ,Rural Rotorua,Tikitere,538820
Rotorua ,Rural Rotorua,Kaingaroa Forest,538831
Rotorua ,Rural Rotorua,Tarawera,538832
Rotorua ,Rural Rotorua,Golden Springs,538841
Rotorua ,Rural Rotorua,Reporoa,538842
Rotorua ,Rural Rotorua,Ngakuru,538850
Rotorua ,Rural Rotorua,Arahiwi,538861
Rotorua ,Rural Rotorua,Waiwhero,538863
Rotorua ,Rural Rotorua,Mamaku,538864
Ruapehu ,Ruapehu,Owhango,532300
Ruapehu ,Ruapehu,Ohura,532400
Ruapehu ,Ruapehu,Ngapuke,532501
Ruapehu ,Ruapehu,Raurimu,532601
Ruapehu ,Ruapehu,National Park,532602
Ruapehu ,Ruapehu,Otangiwai-Heao,532700
Ruapehu ,Ruapehu,Tarrangower,532901
Ruapehu ,Ruapehu,Taumarunui Central,532902
Ruapehu ,Ruapehu,Sunshine-Hospital Hill,532903
Ruapehu ,Ruapehu,Manunui,532904
Ruapehu ,Ruapehu,Tangiwai,554900
Ruapehu ,Ruapehu,Ohakune,555000
Ruapehu ,Ruapehu,Raetihi,555100
Ruapehu ,Ruapehu,Waiouru,558500
South Taranaki ,Hawera,Normanby,553900
South Taranaki ,Hawera,Hawera North,554010
South Taranaki ,Hawera,Hawera South,554020
South Taranaki ,Hawera,Ohawe Beach,554111
South Taranaki ,Hawera,Tawhiti,554113
South Taranaki ,Hawera,Waingongoro,554114
South Taranaki ,Hawera,Hawera West,554115
South Taranaki ,Rural South Taranaki,Opunake,553200
South Taranaki ,Rural South Taranaki,Rahotu,553301
South Taranaki ,Rural South Taranaki,Kahui,553302
South Taranaki ,Rural South Taranaki,Kaponga,553400
South Taranaki ,Rural South Taranaki,Mangatoki-Moeroa,553500
South Taranaki ,Rural South Taranaki,Eltham,553601
South Taranaki ,Rural South Taranaki,Kapuni,553700
South Taranaki ,Rural South Taranaki,Manaia,553800
South Taranaki ,Rural South Taranaki,Ohangai,554120
South Taranaki ,Rural South Taranaki,Okaiawa,554130
South Taranaki ,Rural South Taranaki,Waitotara,554300
South Taranaki ,Rural South Taranaki,Whenuakura,554400
South Taranaki ,Rural South Taranaki,Makakaho,554500
South Taranaki ,Rural South Taranaki,Patea,554700
South Taranaki ,Rural South Taranaki,Waverley,554800
South Waikato ,South Waikato,Tirau,535100
South Waikato ,South Waikato,Mangakaretu,535211
South Waikato ,South Waikato,Kinleith,535212
South Waikato ,South Waikato,Tapapa,535232
South Waikato ,South Waikato,Arapuni,535250
South Waikato ,South Waikato,Lichfield,535261
South Waikato ,South Waikato,Wawa,535262
South Waikato ,South Waikato,Paraonui,535310
South Waikato ,South Waikato,Parkdale,535320
South Waikato ,South Waikato,Matarawa,535330
South Waikato ,South Waikato,Stanley Park,535340
South Waikato ,South Waikato,Tokoroa Central,535350
South Waikato ,South Waikato,Aotea,535360
South Waikato ,South Waikato,Strathmore,535370
South Waikato ,South Waikato,Amisfield,535380
South Waikato ,South Waikato,Putaruru,535600
Stratford ,Stratford,Midhirst,552900
Stratford ,Stratford,Whangamomona,553001
Stratford ,Stratford,Douglas,553002
Stratford ,Stratford,Toko,553003
Stratford ,Stratford,Pembroke,553004
Stratford ,Stratford,Stratford West,553101
Stratford ,Stratford,Stratford East,553102
Tararua ,Tararua,Norsewood-Herbertville,549800
Tararua ,Tararua,Owahanga,549901
Tararua ,Tararua,Mara,549902
Tararua ,Tararua,Dannevirke West,550101
Tararua ,Tararua,Dannevirke East,550102
Tararua ,Tararua,Papatawa,550200
Tararua ,Tararua,Woodville,550500
Tararua ,Tararua,Mangatainoka,577900
Tararua ,Tararua,Pahiatua,578000
Tararua ,Tararua,Eketahuna,578100
Tararua ,Tararua,Nireaha-Tiraumea,578200
